Experiment: Mar_29_Phage_osmo_expt vial 0, Mon Mar 29 18:22:37 2021
0.0053,0.0
0.0085,0.004135845503979496
0.0141,0.005735230735089303
0.0197,-0.0004537122602519261
0.0251,-0.00037503603143118625
0.0307,0.0023594352382714234
0.0363,0.0069382115200049554
0.0419,-0.0030099777494410063
0.0473,0.0002863106649195757
0.053,-0.0026942275340875455
0.0586,-0.004007135298876641
0.064,-0.0009276028849933837
0.0696,0.003583729599442087
0.0752,0.0025366323151398973
0.0808,0.005063010808851409
0.0862,0.002250221420523779
0.0918,0.004521491866019467
0.0974,0.011648535978688201
0.103,0.008625897485393885
0.1084,0.007224831226490203
0.114,0.01285072130508258
0.1197,0.005547686011400543
0.1251,0.0025574340446272714
0.1308,0.00450045181005887
0.1361,-0.0061689056668576825
0.1418,0.003573237885173164
0.1474,0.006849773881032917
0.1531,0.01295010471658653
0.1584,0.007235590766850208
0.164,0.004786962934373307
0.1697,0.007699040107272737
0.175,0.007688293548439695
0.1807,0.01312641805788406
0.1863,0.003583729599442087
0.192,0.004797507739494833
0.1973,-0.0002661695296772848
0.203,0.012475660222534657
0.2086,0.011361601408181876
0.214,0.003562854724435738
0.2196,-0.0009276028849933837
0.2253,0.00430259158877444
0.2309,0.010953564239796876
0.2362,0.0036722422001806976
0.2419,0.004510917561272976
0.2475,0.007037302522618916
0.2529,0.008438376573433715
0.2585,-0.0022403413517224635
0.2641,0.00918846059498346
0.2695,0.0023594352382714234
0.2751,0.00121382118807567
0.2808,0.011626240547492728
0.2864,0.005636135227991446
0.2917,0.008625897485393885
0.2974,-0.00047376830363443645
0.303,0.00991698172172839
0.3084,0.007224831226490203
0.314,0.006948892006455765
0.3197,0.004036851731404667
0.3253,0.007214180239659029
0.3307,0.003573237885173164
0.3363,0.003771281928186987
0.342,-0.003543212739844037
0.3473,-0.003937865904226179
0.3529,-0.0033456736796466657
0.3586,0.0011559405262282496
0.3642,0.003385702136808
0.3696,0.006089108059271098
0.3752,0.005891169440569222
0.3808,0.003573237885173164
0.3862,0.0092876510798785
0.3918,0.008173317810958203
0.3975,0.004411907208318411
0.4031,0.002546978903119168
0.4085,0.0034846981616238892
0.4141,0.0020627026262465264
0.4197,0.004797507739494833
0.4251,0.004411907208318411
0.4307,0.0012239435958605327
0.4364,-0.002704220168930682
0.4417,0.004333939288134303
0.4474,0.0031878163261795933
0.453,0.0003650424809835684
0.4586,0.007302647440539545
0.464,0.005834361655186804
0.4697,0.004234874689554857
0.4753,0.005823671723774737
0.4807,0.002567997739666872
0.4863,0.0030210729869137865
0.4919,-0.0018552608402870874
0.4973,-0.0014902054587278002
0.5029,0.00714723449631105
0.5086,0.0027345226302504244
0.5139,-0.00046379455870759756
0.5196,0.0031201149671620243
0.5252,0.006573818329756342
0.5307,0.004510917561272976
0.5363,0.007798226806460029
0.5419,0.005547686011400543
0.5476,0.0013435085633659583
0.5529,0.0002863106649195757
0.5586,0.003661796503629411
0.5642,0.011725538804856939
0.5696,0.003088926540366188
0.5752,0.0017763521397720083
0.5808,0.005271702800406786
0.5865,0.00244802432925173
0.5918,0.0020627026262465264
0.5975,0.007522341582910208
0.6028,0.007985772277566028
0.6085,-0.004204553791931076
0.6141,-0.0029016296530208763
0.6197,0.008714279968124572
0.6251,0.010236322789056729
0.6308,-0.0028029426174764893
0.6364,0.0015103480788170032
0.6418,0.0031878163261795933
0.6474,0.0007704521424365396
0.653,0.0046879714140377615
0.6586,0.003849324086375283
0.664,0.0019843480954326864
0.6696,0.005172596750878
0.6753,-0.0012138987857754913
0.6809,0.009662710044741729
0.6863,0.014549903005716125
0.6919,0.007323965932294563
