Experiment: Mar_5_Turb_expt vial 8, Fri Mar  5 17:59:38 2021
0.0053,98
0.0107,102
0.0164,100
0.0218,102
0.0275,100
0.0329,101
0.0384,103
0.0441,101
0.0495,98
0.0552,102
0.0606,101
0.0663,100
0.0717,104
0.0774,105
0.0831,101
0.0885,102
0.0942,101
0.0996,102
0.1052,98
0.1106,101
0.1163,103
0.1217,97
0.1274,102
0.1331,101
0.1385,99
0.1442,101
0.1496,103
0.1553,104
0.1607,103
