Experiment: Mar_5_Turb_expt vial 7, Fri Mar  5 17:59:38 2021
0.0053,99
0.0107,99
0.0164,98
0.0218,99
0.0275,103
0.0329,99
0.0384,100
0.0441,101
0.0495,100
0.0552,102
0.0606,100
0.0663,101
0.0717,104
0.0774,101
0.0831,103
0.0885,100
0.0942,102
0.0996,101
0.1052,99
0.1106,100
0.1163,101
0.1217,101
0.1274,104
0.1331,98
0.1385,96
0.1442,100
0.1496,103
0.1553,101
0.1607,109
