Experiment: Mar_5_Turb_expt vial 14, Fri Mar  5 17:59:38 2021
0.0053,7217
0.0107,7227
0.0164,7241
0.0218,7248
0.0275,7232
0.0329,7224
0.0384,7202
0.0441,7194
0.0495,7181
0.0552,7216
0.0606,7207
0.0663,7196
0.0717,7174
0.0774,7162
0.0831,7191
0.0885,7181
0.0942,7169
0.0996,7142
0.1052,7143
0.1106,7154
0.1163,7143
0.1217,7132
0.1274,7154
0.1331,7145
0.1385,7185
0.1442,7190
0.1496,7171
0.1553,7204
0.1607,7206
