Experiment: Mar_5_Turb_expt vial 3, Fri Mar  5 17:59:38 2021
0.0053,28318
0.0107,28327
0.0164,28323
0.0218,28333
0.0275,28341
0.0329,28341
0.0384,28352
0.0441,28357
0.0495,28352
0.0552,28336
0.0606,28365
0.0663,28373
0.0717,28391
0.0774,28405
0.0831,28420
0.0885,28435
0.0942,28451
0.0996,28455
0.1052,28462
0.1106,28455
0.1163,28457
0.1217,28442
0.1274,28445
0.1331,28445
0.1385,28438
0.1442,28447
0.1496,28438
0.1553,28418
0.1607,28421
