Experiment: Feb_26_Turb_expt vial 9, Fri Feb 26 16:54:25 2021
0.0055,52429
0.0111,52433
0.0168,52439
0.0221,52442
0.0277,52426
0.0334,52435
0.0387,52445
0.0444,52429
0.05,52431
0.0556,52429
0.061,52441
0.0666,52433
0.0723,52430
0.0776,52426
0.0833,52430
0.0889,52423
0.0945,52432
0.0999,52428
0.1055,52433
0.1111,52440
0.1168,52442
0.1221,52434
0.1278,52443
0.1334,52452
0.1387,52440
0.1444,52454
0.15,52441
0.1556,52442
0.161,52435
0.1666,52455
0.1723,52436
0.1776,52423
0.1833,52436
0.1889,52422
0.1945,52420
0.1999,52435
0.2055,52415
0.2111,52414
0.2167,52422
0.2221,52429
0.2277,52414
0.2334,52423
0.239,52421
0.2443,52423
0.2499,52418
0.2556,52425
0.2612,52426
0.2665,52431
0.2722,52406
0.2778,52409
0.2834,52415
0.2888,52399
0.2944,52404
0.3,52403
0.3057,52400
0.311,52407
0.3166,52418
0.3223,52402
0.3279,52417
0.3332,52422
0.3389,52418
0.3445,52424
0.3499,52415
0.3555,52406
0.3611,52419
0.3668,52422
0.3724,52406
0.3777,52408
0.3834,52398
0.389,52397
0.3943,52393
0.4,52404
0.4056,52400
0.411,52394
0.4166,52388
0.4222,52397
0.4279,52387
0.4333,52393
0.4389,52390
0.4445,52398
0.4499,52400
0.4555,52397
0.4612,52384
0.4668,52389
0.4722,52391
0.4778,52395
0.4834,52400
0.4888,52396
0.4944,52401
0.5,52408
0.5057,52403
0.511,52400
0.5166,52393
0.5223,52386
0.5279,52396
0.5332,52391
0.5389,52383
0.5445,52384
0.5501,52383
0.5555,52384
0.5611,52389
0.5668,52371
0.5724,52390
0.5777,52403
0.5834,52392
0.589,52388
0.5943,52388
0.5999,52385
0.6056,52386
0.6112,52384
0.6166,52398
0.6222,52382
0.6278,52388
0.6335,52398
0.6388,52399
0.6444,52391
0.6501,52378
0.6557,52383
0.6611,52384
0.6667,52372
0.6723,52380
0.6777,52380
0.6833,52376
0.6889,52382
0.6946,52390
0.6999,52384
0.7055,52375
0.7112,52382
0.7168,52389
0.7222,52391
0.7278,52391
0.7334,52386
0.7388,52393
0.7444,52383
0.7499,52380
0.7555,52386
0.7611,52379
0.7668,52395
0.7721,52393
0.7777,52382
0.7833,52397
0.7889,52387
0.7946,52377
0.7999,52379
0.8055,52388
0.8111,52377
0.8167,52391
0.8224,52390
0.8277,52382
0.8333,52393
0.8389,52389
0.8446,52380
0.8499,52389
0.8555,52391
0.8611,52389
0.8667,52378
0.8724,52381
0.8778,52391
0.8834,52376
0.8889,52379
0.8945,52384
0.9002,52382
0.9055,52391
0.9112,52369
0.9167,52378
0.9223,52387
0.9277,52388
0.9333,52385
0.939,52380
0.9445,52384
0.9502,52381
0.9555,52384
0.9611,52386
0.9668,52390
0.9721,52390
0.9778,52390
0.9834,52386
0.9888,52396
0.9944,52392
1.0001,52397
1.0055,52397
1.0111,52389
1.0167,52414
1.0223,52394
1.0277,52389
1.0333,52394
1.039,52399
1.0446,52402
1.05,52390
1.0556,52403
1.0612,52412
1.0668,52398
1.0722,52396
1.0778,52388
1.0834,52387
1.0888,52397
1.0944,52377
1.1,52381
1.1056,52391
1.1113,52396
1.1166,52344
1.1222,52377
1.1279,52386
1.1335,52390
1.1388,52378
1.1445,52382
1.1501,52392
1.1557,52394
1.1611,52363
1.1667,52376
1.1723,52383
1.1779,52393
1.1833,52384
1.1889,52381
1.1946,52387
1.1999,52388
1.2056,52374
1.2112,52386
1.2168,52380
1.2222,52393
1.2278,52389
1.2335,52386
1.2388,52393
1.2445,52398
1.2501,52397
1.2554,52384
1.2611,52384
1.2667,52392
1.2724,52392
1.2777,52383
1.2833,52389
1.289,52400
1.2946,52396
1.3,52391
1.3056,52383
1.3112,52376
1.3166,52385
1.3222,52379
1.3279,52385
1.3335,52397
1.3388,52398
1.3445,52387
1.3501,52396
1.3555,52390
1.3611,52388
1.3667,52394
1.3724,52389
1.3777,52380
1.3834,52382
1.389,52384
1.3946,52378
1.3999,52382
1.4056,52374
1.4112,52387
1.4168,52386
1.4222,52384
1.4278,52401
1.4334,52396
1.439,52380
1.4446,52382
1.45,52388
1.4556,52383
1.4613,52389
1.4666,52380
1.4723,52383
1.4779,52380
1.4832,52381
1.4889,52365
1.4945,52378
1.5001,52377
1.5058,52384
1.5111,52311
1.5168,52402
1.5224,52406
1.5278,52395
1.5334,52398
1.539,52399
1.5444,52387
1.55,52398
1.5556,52384
1.5613,52388
1.5666,52398
1.5723,52393
1.5779,52385
1.5835,52387
1.5889,52373
1.5945,52386
1.6001,52381
1.6055,52372
1.6111,52376
1.6167,52383
1.6224,52390
1.6277,52387
1.6334,52381
1.639,52382
1.6446,52380
1.65,52383
1.6556,52387
1.6612,52393
1.6666,52391
1.6722,52386
1.6778,52401
1.6834,52396
1.6888,52402
1.6944,52416
1.7,52403
1.7057,52406
1.7113,52404
1.7166,52407
1.7222,52410
1.7279,52415
1.7335,52399
1.7388,52414
1.7445,52406
1.7501,52402
1.7557,52405
1.7611,52399
1.7667,52404
1.7724,52387
1.7777,52391
1.7834,52397
1.789,52379
1.7943,52384
1.8,52393
1.8056,52400
1.8112,52402
1.8169,52398
1.8222,52383
1.8278,52403
1.8335,52397
1.8388,52396
1.8444,52400
1.8501,52400
1.8555,52396
1.8611,52396
1.8667,52393
1.8724,52399
1.8777,52392
1.8834,52399
1.889,52395
1.8946,52413
1.9,52404
1.9056,52392
1.9112,52398
1.9166,52411
1.9222,52419
1.9278,52387
1.9335,52406
1.9388,52396
1.9445,52397
1.9501,52398
1.9557,52399
1.9611,52411
1.9667,52423
1.9723,52415
1.978,52409
1.9833,52425
1.9889,52423
1.9945,52427
2.0002,52443
2.0056,52441
2.0112,52425
2.0168,52431
2.0222,52425
2.0278,52427
2.0334,52434
2.039,52437
2.0446,52447
2.05,52443
2.0556,52417
2.0613,52449
2.0666,52447
2.0722,52452
2.0779,52461
2.0832,52447
2.0889,52447
2.0945,52436
2.0999,52440
2.1056,52448
2.1112,52442
2.1168,52449
2.1221,52450
2.1278,52442
2.1332,52445
2.1389,52448
2.1445,52449
2.1499,52452
2.1556,52458
2.1612,52450
2.1666,52444
2.1722,52442
2.1779,52436
2.1833,52434
2.1889,52438
2.1945,52415
2.1999,52424
2.2056,52424
2.2112,52418
2.2166,52433
2.2222,52435
2.2279,52437
2.2333,52445
2.2389,52438
2.2445,52435
2.2499,52431
2.2556,52439
2.2612,52430
2.2666,52427
2.2722,52431
2.2779,52429
2.2833,52439
2.2889,52436
2.2945,52431
2.2999,52434
2.3055,52433
2.3111,52432
2.3166,52426
2.3223,52429
2.3277,52423
2.3333,52420
2.3389,52417
2.3446,52421
2.35,52423
2.3555,52427
2.3612,52435
2.3666,52428
2.3723,52424
2.3779,52400
2.3833,52404
2.389,52420
2.3946,52406
2.3999,52412
2.4056,52420
2.4111,52400
2.4167,52403
2.4223,52406
2.4279,52400
2.4333,52398
2.4389,52361
2.4445,52414
2.45,52401
2.4556,52405
2.4612,52413
2.4667,52404
2.4723,52398
2.4779,52393
2.4833,52380
2.4889,52382
2.4945,52399
2.5,52388
2.5056,52396
2.5113,52404
2.5166,52386
2.5222,52383
2.5279,52395
2.5334,52394
2.539,52402
2.5446,52399
2.55,52353
2.5556,52387
2.5613,52387
2.5666,52394
2.5723,52403
2.5779,52379
2.5834,52400
2.589,52393
2.5946,52337
2.6,52366
2.6056,52404
2.6112,52393
2.6166,52397
2.6222,52284
2.6278,52392
2.6334,52391
2.639,52390
2.6446,52386
2.65,52398
2.6556,52414
2.6613,52411
2.6666,52406
2.6722,52409
2.6779,52405
2.6834,52408
2.689,52383
2.6946,52403
2.7,52401
2.7056,52390
2.7113,52399
2.7166,52402
2.7222,52397
2.7279,52412
2.7334,52394
2.739,52408
2.7444,52408
2.75,52402
2.7557,52412
2.7613,52401
2.7666,52333
2.7723,52405
2.7779,52400
2.7833,52394
2.7889,52388
2.7945,52412
2.8001,52413
2.8057,52414
2.8111,52410
2.8167,52414
2.8223,52388
2.828,52362
2.8333,52363
2.8389,52390
2.8445,52412
2.8501,52400
2.8557,52396
2.8611,52393
2.8667,52357
2.8723,52392
2.8779,52373
2.8833,52405
2.8889,52385
2.8945,52364
2.9001,52403
2.9057,52382
2.9111,52382
2.9167,52394
2.9223,52382
2.9277,52364
2.9333,52372
2.939,52389
2.9446,52397
2.9499,52361
2.9556,52362
2.9612,52390
2.9668,52381
2.9721,52391
2.9778,52367
2.9834,52367
2.989,52386
2.9944,52384
3.0,52395
3.0057,52382
3.011,52381
3.0166,52384
3.0223,52387
3.0279,52371
3.0332,52384
3.0389,52374
3.0445,52386
3.0501,52388
3.0555,52379
3.0611,52370
3.0668,52367
3.0721,52365
3.0778,52362
3.0834,52372
3.089,52368
3.0944,52362
3.1,52366
3.1056,52371
3.1112,52361
3.1166,52350
3.1222,52375
3.1279,52379
3.1335,52366
3.1388,52374
3.1445,52373
3.1501,52366
3.1555,52360
3.1611,52366
3.1667,52344
3.1723,52360
3.1777,52372
3.1833,52370
3.189,52375
3.1946,52379
3.1999,52372
3.2056,52370
3.2112,52373
3.2168,52378
3.2222,52371
3.2278,52370
3.2334,52364
3.239,52368
3.2444,52366
3.25,52362
3.2556,52380
3.2613,52366
3.2666,52382
3.2722,52370
3.2779,52361
3.2832,52365
3.2888,52364
3.2945,52369
3.3001,52375
3.3055,52366
3.3111,52374
3.3168,52379
3.3224,52377
3.3277,52389
3.3334,52377
3.339,52384
3.3444,52400
3.35,52395
3.3556,52394
3.361,52392
3.3667,52373
3.3723,52352
3.3779,52387
3.3833,52390
3.3889,52392
3.3945,52382
3.4002,52380
3.4055,52384
3.4112,52383
3.4166,52381
3.4222,52377
3.4278,52384
3.4335,52385
3.4388,52387
3.4445,52395
3.4501,52382
3.4557,52401
3.4611,52399
3.4667,52392
3.4723,52394
3.4777,52386
3.4833,52389
3.489,52392
3.4943,52385
3.5,52389
3.5056,52397
3.5113,52394
3.5166,52384
3.5223,52377
3.5279,52384
3.5333,52379
3.5389,52383
3.5445,52382
3.5502,52372
3.5555,52377
3.5611,52379
3.5668,52382
3.5721,52389
3.5777,52370
3.5834,52385
3.589,52385
3.5946,52379
3.6,52386
3.6056,52393
3.6112,52395
3.6168,52383
3.6222,52370
3.6278,52377
3.6335,52375
3.6388,52371
3.6444,52370
3.6501,52383
3.6554,52373
3.6611,52373
3.6667,52351
3.6723,52386
3.6777,52393
3.6833,52387
3.689,52387
3.6946,52387
3.6999,52384
3.7056,52390
3.7112,52385
3.7165,52389
3.7222,52387
3.7278,52388
3.7334,52378
3.7391,52377
3.7444,52363
3.7501,52375
3.7554,52378
3.7611,52381
3.7667,52377
3.7724,52370
3.7777,52370
3.7833,52369
3.7889,52381
3.7943,52331
3.8,52369
3.8056,52377
3.8112,52358
3.8166,52383
3.8222,52377
3.8278,52360
3.8335,52375
3.8388,52372
3.8445,52353
3.8501,52343
3.8557,52365
3.8611,52342
3.8667,52351
3.8723,52353
3.8777,52356
3.8833,52367
3.8889,52368
3.8946,52365
3.8999,52362
3.9055,52378
3.9111,52369
3.9167,52376
3.9224,52375
3.9277,52360
3.9333,52339
3.9389,52373
3.9445,52364
3.9499,52348
3.9555,52347
3.9611,52356
3.9667,52354
3.9724,52360
3.9778,52356
3.9834,52359
3.9889,52359
3.9945,52352
4.0002,52327
4.0056,52360
4.0112,52346
4.0165,52347
4.0222,52360
4.0278,52347
4.0334,52357
4.0391,52361
4.0444,52338
4.0501,52346
4.0557,52348
4.0611,52354
4.0667,52351
4.0723,52325
4.0777,52367
4.0833,52365
4.0889,52356
4.0946,52366
4.0999,52352
4.1055,52362
4.1112,52340
4.1168,52355
4.1221,52357
4.1278,52329
4.1334,52349
4.139,52372
4.1444,52360
4.15,52366
4.1556,52363
4.161,52347
4.1666,52352
4.1722,52365
4.1779,52361
4.1832,52360
4.1888,52357
4.1945,52368
4.2001,52366
4.2055,52357
4.2111,52360
4.2167,52358
4.2223,52361
4.2277,52362
4.2333,52355
4.2389,52355
4.2446,52361
4.2499,52347
4.2555,52332
4.2612,52367
4.2668,52340
4.2721,52350
4.2778,52361
4.2834,52364
4.289,52373
4.2944,52375
4.3,52375
4.3056,52377
4.3113,52384
4.3166,52385
4.3222,52384
4.3279,52374
4.3332,52389
4.3389,52387
4.3445,52390
4.3501,52404
4.3555,52406
4.3611,52408
4.3668,52410
4.3721,52412
4.3777,52428
4.3834,52423
4.389,52418
4.3944,52412
4.4,52415
4.4056,52418
4.411,52419
4.4166,52424
4.4223,52424
4.4279,52426
4.4332,52426
4.4389,52417
4.4445,52427
4.4499,52427
4.4555,52428
4.4611,52428
4.4668,52420
4.4721,52427
4.4778,52430
4.4834,52425
4.489,52432
4.4943,52420
4.5,52426
4.5056,52421
4.5112,52434
4.5166,52439
4.5222,52423
4.5278,52432
4.5332,52434
4.5388,52426
4.5445,52440
4.5501,52420
4.5555,52431
4.5611,52438
4.5667,52431
4.5721,52412
4.5777,52433
4.5834,52426
4.589,52439
4.5943,52431
4.6,52434
4.6056,52435
4.6112,52411
4.6166,52418
4.6222,52420
4.6279,52422
4.6332,52432
4.6389,52418
4.6445,52427
4.6501,52431
4.6555,52421
4.6611,52421
4.6668,52413
4.6721,52429
4.6777,52421
4.6834,52382
4.689,52416
4.6943,52418
4.7,52423
4.7056,52423
4.711,52410
4.7166,52423
4.7222,52421
4.7279,52419
4.7332,52414
4.7388,52392
4.7445,52407
4.7501,52403
4.7554,52424
4.7611,52412
4.7667,52413
4.7723,52420
4.7777,52422
4.7833,52395
4.7889,52421
4.7946,52426
4.7999,52421
4.8056,52415
4.8112,52418
4.8165,52429
4.8222,52424
4.8278,52423
4.8334,52425
4.8388,52417
4.8444,52427
4.85,52423
4.8554,52419
4.861,52419
4.8667,52424
4.8723,52414
4.8779,52411
4.8833,52417
4.8889,52416
4.8945,52418
4.8999,52422
4.9055,52422
4.9111,52420
4.9168,52423
4.9221,52421
4.9278,52420
4.9334,52427
4.939,52432
4.9444,52415
4.95,52420
4.9557,52422
4.961,52421
4.9666,52415
4.9723,52432
4.9776,52410
