Experiment: Feb_26_Turb_expt vial 0, Fri Feb 26 16:54:25 2021
0.0055,55076
0.0111,55070
0.0168,55070
0.0221,55075
0.0277,55075
0.0334,55072
0.0387,55078
0.0444,55079
0.05,51300
0.0556,51434
0.061,51409
0.0666,51461
0.0723,51414
0.0776,51439
0.0833,51410
0.0889,51474
0.0945,51426
0.0999,51415
0.1055,51431
0.1111,51443
0.1168,51465
0.1221,51415
0.1278,51412
0.1334,51457
0.1387,51449
0.1444,51473
0.15,51443
0.1556,51484
0.161,51479
0.1666,51455
0.1723,51467
0.1776,51412
0.1833,51465
0.1889,51464
0.1945,51453
0.1999,51497
0.2055,51453
0.2111,51423
0.2167,51439
0.2221,51468
0.2277,51474
0.2334,51467
0.239,51476
0.2443,51435
0.2499,51481
0.2556,51487
0.2612,51457
0.2665,51504
0.2722,51456
0.2778,51486
0.2834,51487
0.2888,51470
0.2944,51504
0.3,51497
0.3057,51400
0.311,51463
0.3166,51459
0.3223,51444
0.3279,51422
0.3332,51436
0.3389,51445
0.3445,51455
0.3499,51435
0.3555,51425
0.3611,51467
0.3668,51448
0.3724,51389
0.3777,51443
0.3834,51393
0.389,51404
0.3943,51357
0.4,51352
0.4056,51318
0.411,51336
0.4166,51366
0.4222,51412
0.4279,51383
0.4333,51378
0.4389,51369
0.4445,51338
0.4499,51364
0.4555,51337
0.4612,51356
0.4668,51267
0.4722,51340
0.4778,51285
0.4834,51247
0.4888,51201
0.4944,51318
0.5,51318
0.5057,51282
0.511,51371
0.5166,51267
0.5223,51278
0.5279,51250
0.5332,51359
0.5389,51263
0.5445,51334
0.5501,51275
0.5555,51292
0.5611,51192
0.5668,51293
0.5724,51283
0.5777,51190
0.5834,51356
0.589,51264
0.5943,51250
0.5999,51335
0.6056,51298
0.6112,51284
0.6166,51267
0.6222,51207
0.6278,51267
0.6335,51232
0.6388,51247
0.6444,51169
0.6501,51275
0.6557,51235
0.6611,51282
0.6667,51158
0.6723,51238
0.6777,51218
0.6833,51274
0.6889,51196
0.6946,51262
0.6999,51285
0.7055,51209
0.7112,51204
0.7168,51207
0.7222,51230
0.7278,51299
0.7334,51276
0.7388,51168
0.7444,51248
0.7499,51235
0.7555,51249
0.7611,51163
0.7668,51288
0.7721,51229
0.7777,51200
0.7833,51155
0.7889,51272
0.7946,51245
0.7999,51272
0.8055,51252
0.8111,51214
0.8167,51246
0.8224,51217
0.8277,51157
0.8333,51232
0.8389,51208
0.8446,51241
0.8499,51305
0.8555,51258
0.8611,51317
0.8667,51195
0.8724,51234
0.8778,51295
0.8834,51209
0.8889,51291
0.8945,51255
0.9002,51248
0.9055,51246
0.9112,51180
0.9167,51221
0.9223,51253
0.9277,51216
0.9333,51263
0.939,51245
0.9445,51246
0.9502,51213
0.9555,51243
0.9611,51176
0.9668,51211
0.9721,51238
0.9778,51198
0.9834,51173
0.9888,51213
0.9944,51178
1.0001,51209
1.0055,51191
1.0111,51151
1.0167,51163
1.0223,51163
1.0277,51156
1.0333,51135
1.039,51141
1.0446,51126
1.05,51177
1.0556,51187
1.0612,51074
1.0668,51150
1.0722,51096
1.0778,51110
1.0834,51128
1.0888,51093
1.0944,51000
1.1,51041
1.1056,51067
1.1113,51090
1.1166,51060
1.1222,51020
1.1279,51048
1.1335,51046
1.1388,51028
1.1445,51017
1.1501,51058
1.1557,51033
1.1611,51022
1.1667,51003
1.1723,50952
1.1779,50997
1.1833,51002
1.1889,51044
1.1946,51013
1.1999,50963
1.2056,50927
1.2112,51051
1.2168,50999
1.2222,50980
1.2278,50946
1.2335,50950
1.2388,50879
1.2445,50938
1.2501,50958
1.2554,50916
1.2611,50877
1.2667,50872
1.2724,50862
1.2777,50906
1.2833,50879
1.289,50844
1.2946,50818
1.3,50816
1.3056,50864
1.3112,50870
1.3166,50863
1.3222,50771
1.3279,50844
1.3335,50824
1.3388,50801
1.3445,50818
1.3501,50785
1.3555,50795
1.3611,50821
1.3667,50812
1.3724,50764
1.3777,50762
1.3834,50726
1.389,50668
1.3946,50675
1.3999,50693
1.4056,50741
1.4112,50712
1.4168,50708
1.4222,50658
1.4278,50686
1.4334,50695
1.439,50642
1.4446,50654
1.45,50694
1.4556,50696
1.4613,50620
1.4666,50615
1.4723,50632
1.4779,50650
1.4832,50548
1.4889,50538
1.4945,50625
1.5001,50543
1.5058,50572
1.5111,50562
1.5168,50573
1.5224,50627
1.5278,50534
1.5334,50509
1.539,50491
1.5444,50505
1.55,50475
1.5556,50411
1.5613,50470
1.5666,50524
1.5723,50419
1.5779,50486
1.5835,50410
1.5889,50370
1.5945,50421
1.6001,50358
1.6055,50382
1.6111,50348
1.6167,50357
1.6224,50401
1.6277,50368
1.6334,50310
1.639,50332
1.6446,50297
1.65,50248
1.6556,50232
1.6612,50284
1.6666,50203
1.6722,50302
1.6778,50225
1.6834,50232
1.6888,50140
1.6944,50223
1.7,50203
1.7057,50202
1.7113,50193
1.7166,50121
1.7222,50141
1.7279,50073
1.7335,50112
1.7388,50090
1.7445,50108
1.7501,50130
1.7557,50041
1.7611,50065
1.7667,49997
1.7724,50031
1.7777,50013
1.7834,49998
1.789,50004
1.7943,49955
1.8,49961
1.8056,49983
1.8112,49894
1.8169,49925
1.8222,49938
1.8278,49854
1.8335,49880
1.8388,49831
1.8444,49839
1.8501,49866
1.8555,49867
1.8611,49865
1.8667,49745
1.8724,49771
1.8777,49791
1.8834,49742
1.889,49681
1.8946,49715
1.9,49753
1.9056,49644
1.9112,49617
