Experiment: Mar_18_osmo_expt vial 10, Thu Mar 18 18:20:51 2021
0.0052,4067
0.0109,4065
0.0165,4067
0.0219,4065
0.0275,4067
0.0332,4066
0.0388,4065
0.0442,4066
0.0498,4067
0.0554,4067
0.0608,4065
0.0664,4066
0.072,4066
0.0777,4067
0.083,4068
0.0887,4065
0.0943,4066
0.0997,4065
0.1053,4066
0.111,4068
0.1163,4065
0.122,4067
0.1276,4067
0.1332,4067
0.1386,4068
0.1442,4066
0.1498,4066
0.1554,4068
0.1608,4065
0.1664,4066
0.1721,4066
0.1774,4066
0.183,4066
0.1887,4064
0.1943,4067
0.1997,4066
0.2053,4067
0.2109,4068
0.2166,4068
0.2219,4067
0.2276,4067
0.2332,4066
0.2386,4066
0.2442,4067
0.2498,4065
0.2555,4067
0.2608,4068
0.2665,4066
0.2721,4066
0.2775,4066
0.283,4066
0.2886,4066
0.2942,4066
0.2999,4065
0.3052,4068
0.3108,4066
0.3164,4068
0.3221,4066
0.3275,4066
0.3331,4066
0.3386,4067
0.3442,4067
0.3499,4067
0.3552,4068
0.3608,4067
0.3664,4067
0.372,4068
0.3774,4066
0.383,4067
0.3887,4066
0.3942,4066
0.3998,4065
0.4052,4067
0.4108,4066
0.4165,4067
0.422,4067
0.4277,4068
0.433,4066
0.4387,4067
0.4443,4065
0.4496,4065
0.4553,4066
0.4609,4067
0.4666,4068
0.4719,4066
0.4776,4066
0.4832,4067
0.4885,4067
0.4942,4067
0.4998,4067
0.5054,4069
0.5108,4066
0.5164,4065
0.522,4068
0.5277,4068
0.533,4068
0.5387,4066
0.5443,4068
0.5497,4066
0.5553,4067
0.561,4068
0.5666,4066
0.572,4067
0.5776,4066
0.5832,4066
0.5886,4067
0.5942,4067
0.5999,4066
0.6052,4067
0.6108,4065
0.6165,4068
0.6221,4067
0.6277,4066
0.6331,4067
0.6387,4066
0.6444,4066
0.6497,4065
0.6554,4068
0.661,4067
0.6663,4067
0.672,4067
0.6776,4066
0.6832,4067
0.6886,4067
0.6942,4065
0.6999,4065
0.7052,4067
0.7109,4066
0.7165,4067
0.7221,4066
0.7275,4066
0.7331,4065
0.7388,4066
0.7441,4065
0.7498,4066
0.7554,4066
0.7607,4066
0.7664,4066
0.772,4066
0.7777,4066
0.783,4065
0.7887,4064
0.7943,4065
0.7997,4066
0.8053,4066
0.8109,4066
0.8166,4066
0.8219,4066
0.8276,4066
0.8332,4065
0.8385,4067
0.8442,4066
0.8498,4068
0.8555,4066
0.8608,4067
0.8664,4066
0.872,4065
0.8777,4067
0.883,4066
0.8887,4065
0.8943,4066
0.8997,4068
0.9053,4067
0.9109,4065
0.9163,4067
0.9219,4065
0.9276,4066
0.9332,4064
0.9388,4066
0.9442,4065
0.9498,4066
0.9555,4067
0.9608,4066
0.9663,4065
0.972,4065
0.9776,4067
0.9832,4067
0.9886,4065
0.9941,4065
0.9998,4068
1.0054,4066
1.0108,4067
1.0164,4068
1.022,4066
1.0276,4066
1.0332,4068
1.0386,4065
1.0443,4065
1.0498,4066
1.0554,4064
1.0608,4066
1.0664,4067
1.072,4067
1.0776,4064
1.0832,4065
1.0886,4065
1.0942,4066
1.0999,4068
1.1054,4065
1.111,4056
1.1164,4067
1.122,4068
1.1276,4065
1.133,4065
1.1386,4065
1.1443,4066
1.1499,4067
1.1553,4064
1.1609,4065
1.1666,4066
1.1719,4066
1.1776,4067
1.1832,4067
1.1888,4066
1.1942,4067
1.1998,4067
1.2054,4066
1.2108,4064
1.2164,4066
1.222,4067
1.2277,4067
1.233,4066
1.2387,4067
1.2443,4065
1.2499,4066
1.2553,4066
1.2609,4068
1.2666,4067
1.2719,4068
1.2776,4066
1.2832,4066
1.2888,4068
1.2942,4065
1.2998,4066
1.3055,4067
1.3108,4066
1.3165,4067
1.3221,4067
1.3275,4067
1.3331,4067
1.3387,4067
1.3444,4067
1.3497,4066
1.3554,4066
1.361,4068
1.3664,4066
1.372,4068
1.3776,4065
1.383,4067
1.3886,4067
1.3943,4067
1.3999,4066
1.4053,4068
1.4109,4065
1.4166,4066
1.4219,4067
1.4275,4067
1.4332,4065
1.4388,4066
1.4442,4066
1.4498,4066
1.4554,4066
1.4608,4066
1.4664,4064
1.4721,4067
1.4777,4065
1.4831,4066
1.4887,4066
1.4943,4066
1.4997,4066
1.5053,4067
1.511,4066
1.5166,4067
1.522,4067
1.5276,4066
1.5333,4067
1.5386,4065
1.5443,4068
1.5499,4068
1.5553,4066
1.5609,4065
1.5665,4064
1.5722,4066
1.5775,4073
1.5832,4066
1.5888,4066
1.5942,4066
1.5998,4066
1.6054,4064
1.6108,4065
1.6165,4066
1.6221,4064
1.6277,4066
