Experiment: Mar_18_osmo_expt vial 9, Thu Mar 18 18:20:51 2021
0.0052,1630
0.0109,1628
0.0165,1627
0.0219,1617
0.0275,1620
0.0332,1625
0.0388,1625
0.0442,1621
0.0498,1625
0.0554,1622
0.0608,1621
0.0664,1626
0.072,1619
0.0777,1623
0.083,1626
0.0887,1621
0.0943,1623
0.0997,1624
0.1053,1623
0.111,1624
0.1163,1622
0.122,1623
0.1276,1622
0.1332,1623
0.1386,1624
0.1442,1622
0.1498,1626
0.1554,1625
0.1608,1623
0.1664,1625
0.1721,1623
0.1774,1623
0.183,1626
0.1887,1620
0.1943,1623
0.1997,1625
0.2053,1621
0.2109,1625
0.2166,1622
0.2219,1622
0.2276,1625
0.2332,1621
0.2386,1622
0.2442,1626
0.2498,1623
0.2555,1625
0.2608,1624
0.2665,1623
0.2721,1624
0.2775,1621
0.283,1626
0.2886,1623
0.2942,1622
0.2999,1622
0.3052,1624
0.3108,1622
0.3164,1623
0.3221,1622
0.3275,1625
0.3331,1623
0.3386,1623
0.3442,1623
0.3499,1622
0.3552,1626
0.3608,1622
0.3664,1623
0.372,1623
0.3774,1620
0.383,1625
0.3887,1622
0.3942,1621
0.3998,1624
0.4052,1623
0.4108,1618
0.4165,1625
0.422,1625
0.4277,1622
0.433,1626
0.4387,1623
0.4443,1623
0.4496,1624
0.4553,1621
0.4609,1625
0.4666,1623
0.4719,1623
0.4776,1626
0.4832,1622
0.4885,1623
0.4942,1625
0.4998,1621
0.5054,1623
0.5108,1622
0.5164,1623
0.522,1623
0.5277,1621
0.533,1624
0.5387,1622
0.5443,1623
0.5497,1624
0.5553,1622
0.561,1624
0.5666,1625
0.572,1622
0.5776,1624
0.5832,1625
0.5886,1619
0.5942,1626
0.5999,1623
0.6052,1621
0.6108,1626
0.6165,1622
0.6221,1623
0.6277,1624
0.6331,1620
0.6387,1624
0.6444,1623
0.6497,1622
0.6554,1625
0.661,1622
0.6663,1624
0.672,1623
0.6776,1621
0.6832,1623
0.6886,1621
0.6942,1624
0.6999,1622
0.7052,1623
0.7109,1625
0.7165,1622
0.7221,1625
0.7275,1623
0.7331,1621
0.7388,1625
0.7441,1622
0.7498,1625
0.7554,1624
0.7607,1621
0.7664,1622
0.772,1622
0.7777,1621
0.783,1625
0.7887,1621
0.7943,1623
0.7997,1624
0.8053,1622
0.8109,1624
0.8166,1623
0.8219,1622
0.8276,1625
0.8332,1621
0.8385,1625
0.8442,1624
0.8498,1621
0.8555,1625
0.8608,1623
0.8664,1624
0.872,1623
0.8777,1621
0.883,1625
0.8887,1620
0.8943,1622
0.8997,1626
0.9053,1621
0.9109,1623
0.9163,1623
0.9219,1621
0.9276,1623
0.9332,1622
0.9388,1623
0.9442,1624
0.9498,1620
0.9555,1625
0.9608,1625
0.9663,1621
0.972,1624
0.9776,1623
0.9832,1622
0.9886,1624
0.9941,1622
0.9998,1622
1.0054,1626
1.0108,1620
1.0164,1625
1.022,1624
1.0276,1623
1.0332,1624
1.0386,1619
1.0443,1624
1.0498,1624
1.0554,1621
1.0608,1625
1.0664,1621
1.072,1622
1.0776,1624
1.0832,1621
1.0886,1625
1.0942,1622
1.0999,1621
1.1054,1626
1.111,1620
1.1164,1623
1.122,1626
1.1276,1624
1.133,1622
1.1386,1624
1.1443,1620
1.1499,1624
1.1553,1625
1.1609,1622
1.1666,1624
1.1719,1621
1.1776,1621
1.1832,1626
1.1888,1620
1.1942,1622
1.1998,1624
1.2054,1621
1.2108,1625
1.2164,1623
1.222,1623
1.2277,1623
1.233,1622
1.2387,1622
1.2443,1621
1.2499,1623
1.2553,1623
1.2609,1620
1.2666,1624
1.2719,1622
1.2776,1623
1.2832,1623
1.2888,1623
1.2942,1625
1.2998,1622
1.3055,1623
1.3108,1625
1.3165,1621
1.3221,1624
1.3275,1623
1.3331,1621
1.3387,1625
1.3444,1624
1.3497,1621
1.3554,1624
1.361,1623
1.3664,1623
1.372,1625
1.3776,1622
1.383,1625
1.3886,1625
1.3943,1621
1.3999,1624
1.4053,1624
1.4109,1623
1.4166,1624
1.4219,1622
1.4275,1622
1.4332,1622
1.4388,1624
1.4442,1624
1.4498,1622
1.4554,1623
1.4608,1621
1.4664,1623
1.4721,1624
1.4777,1622
1.4831,1624
1.4887,1625
1.4943,1622
1.4997,1625
1.5053,1624
1.511,1621
1.5166,1625
1.522,1623
1.5276,1622
1.5333,1624
1.5386,1621
1.5443,1625
1.5499,1623
1.5553,1621
1.5609,1625
1.5665,1620
1.5722,1622
1.5775,1628
1.5832,1622
1.5888,1625
