Experiment: Mar_18_osmo_expt vial 6, Thu Mar 18 18:20:51 2021
0.0052,1614
0.0109,1613
0.0165,1607
0.0219,1600
0.0275,1603
0.0332,1606
0.0388,1610
0.0442,1606
0.0498,1603
0.0554,1607
0.0608,1609
0.0664,1603
0.072,1603
0.0777,1611
0.083,1606
0.0887,1603
0.0943,1605
0.0997,1607
0.1053,1605
0.111,1605
0.1163,1609
0.122,1608
0.1276,1604
0.1332,1607
0.1386,1607
0.1442,1604
0.1498,1606
0.1554,1607
0.1608,1609
0.1664,1603
0.1721,1607
0.1774,1610
0.183,1607
0.1887,1603
0.1943,1604
0.1997,1610
0.2053,1607
0.2109,1603
0.2166,1606
0.2219,1609
0.2276,1603
0.2332,1605
0.2386,1606
0.2442,1608
0.2498,1602
0.2555,1603
0.2608,1608
0.2665,1608
0.2721,1603
0.2775,1605
0.283,1609
0.2886,1605
0.2942,1602
0.2999,1604
0.3052,1609
0.3108,1606
0.3164,1603
0.3221,1607
0.3275,1607
0.3331,1603
0.3386,1604
0.3442,1608
0.3499,1607
0.3552,1603
0.3608,1606
0.3664,1610
0.372,1606
0.3774,1600
0.383,1606
0.3887,1610
0.3942,1606
0.3998,1605
0.4052,1609
0.4108,1605
0.4165,1603
0.422,1606
0.4277,1609
0.433,1603
0.4387,1604
0.4443,1607
0.4496,1609
0.4553,1606
0.4609,1605
0.4666,1609
0.4719,1607
0.4776,1604
0.4832,1604
0.4885,1609
0.4942,1605
0.4998,1605
0.5054,1607
0.5108,1608
0.5164,1602
0.522,1606
0.5277,1608
0.533,1607
0.5387,1601
0.5443,1604
0.5497,1608
0.5553,1604
0.561,1604
0.5666,1608
0.572,1608
0.5776,1603
0.5832,1604
0.5886,1608
0.5942,1607
0.5999,1602
0.6052,1605
0.6108,1610
0.6165,1609
0.6221,1602
0.6277,1606
0.6331,1609
0.6387,1606
0.6444,1602
0.6497,1607
0.6554,1609
0.661,1603
0.6663,1603
0.672,1607
0.6776,1607
0.6832,1604
0.6886,1606
0.6942,1609
0.6999,1604
0.7052,1601
0.7109,1606
0.7165,1608
0.7221,1605
0.7275,1603
0.7331,1608
0.7388,1607
0.7441,1603
0.7498,1605
0.7554,1610
0.7607,1605
0.7664,1600
0.772,1605
0.7777,1609
0.783,1604
0.7887,1603
0.7943,1606
0.7997,1609
0.8053,1603
0.8109,1604
0.8166,1607
0.8219,1608
0.8276,1604
0.8332,1605
0.8385,1607
0.8442,1604
0.8498,1604
0.8555,1609
0.8608,1606
0.8664,1604
0.872,1608
0.8777,1608
0.883,1603
0.8887,1604
0.8943,1609
0.8997,1607
0.9053,1603
0.9109,1608
0.9163,1608
0.9219,1603
0.9276,1604
0.9332,1609
0.9388,1606
0.9442,1604
0.9498,1605
0.9555,1608
0.9608,1603
0.9663,1607
0.972,1610
0.9776,1606
0.9832,1603
0.9886,1607
0.9941,1609
0.9998,1604
1.0054,1605
1.0108,1606
1.0164,1609
1.022,1603
1.0276,1605
1.0332,1610
1.0386,1605
1.0443,1603
1.0498,1608
1.0554,1608
1.0608,1602
1.0664,1604
1.072,1610
1.0776,1607
1.0832,1604
1.0886,1607
1.0942,1609
1.0999,1605
1.1054,1603
1.111,1608
1.1164,1606
1.122,1604
1.1276,1607
1.133,1607
1.1386,1604
1.1443,1607
1.1499,1609
1.1553,1605
1.1609,1605
1.1666,1609
1.1719,1603
1.1776,1603
1.1832,1608
1.1888,1608
1.1942,1603
1.1998,1606
1.2054,1607
1.2108,1606
1.2164,1603
1.222,1606
1.2277,1606
1.233,1603
1.2387,1605
1.2443,1611
1.2499,1606
1.2553,1604
1.2609,1607
1.2666,1609
1.2719,1602
1.2776,1605
1.2832,1610
1.2888,1607
1.2942,1603
1.2998,1606
1.3055,1608
1.3108,1605
1.3165,1601
1.3221,1608
1.3275,1609
1.3331,1603
1.3387,1603
1.3444,1609
1.3497,1606
1.3554,1604
1.361,1609
1.3664,1607
1.372,1603
1.3776,1605
1.383,1608
1.3886,1606
1.3943,1605
1.3999,1607
1.4053,1608
1.4109,1604
1.4166,1606
1.4219,1610
1.4275,1604
1.4332,1601
1.4388,1608
1.4442,1607
1.4498,1603
1.4554,1602
1.4608,1608
1.4664,1606
1.4721,1604
