Experiment: Mar_18_osmo_expt vial 2, Thu Mar 18 18:20:50 2021
0.0052,1630
0.0109,1634
0.0165,1627
0.0219,1615
0.0275,1604
0.0332,1602
0.0388,1610
0.0442,1615
0.0498,1606
0.0554,1607
0.0608,1612
0.0664,1611
0.072,1604
0.0777,1610
0.083,1611
0.0887,1604
0.0943,1608
0.0997,1610
0.1053,1606
0.111,1605
0.1163,1610
0.122,1611
0.1276,1606
0.1332,1604
0.1386,1611
0.1442,1609
0.1498,1604
0.1554,1608
0.1608,1610
0.1664,1604
0.1721,1607
0.1774,1608
0.183,1605
0.1887,1606
0.1943,1611
0.1997,1605
0.2053,1609
0.2109,1609
0.2166,1605
0.2219,1608
0.2276,1609
0.2332,1607
0.2386,1607
0.2442,1614
0.2498,1608
0.2555,1602
0.2608,1609
0.2665,1609
0.2721,1605
0.2775,1604
0.283,1612
0.2886,1608
0.2942,1605
0.2999,1611
0.3052,1611
0.3108,1607
0.3164,1609
0.3221,1612
0.3275,1607
0.3331,1606
0.3386,1611
0.3442,1606
0.3499,1607
0.3552,1612
0.3608,1608
0.3664,1606
0.372,1611
0.3774,1610
0.383,1607
0.3887,1609
0.3942,1611
0.3998,1606
0.4052,1608
0.4108,1614
0.4165,1606
0.422,1605
0.4277,1611
0.433,1610
0.4387,1604
0.4443,1606
0.4496,1610
0.4553,1607
0.4609,1606
0.4666,1609
0.4719,1608
0.4776,1606
0.4832,1610
0.4885,1610
0.4942,1605
0.4998,1610
0.5054,1612
0.5108,1605
0.5164,1605
0.522,1612
0.5277,1608
0.533,1603
0.5387,1607
0.5443,1611
0.5497,1606
0.5553,1605
0.561,1612
0.5666,1607
0.572,1605
0.5776,1612
0.5832,1611
0.5886,1606
0.5942,1608
0.5999,1609
0.6052,1608
0.6108,1609
0.6165,1613
0.6221,1609
0.6277,1603
0.6331,1609
0.6387,1612
0.6444,1607
0.6497,1604
0.6554,1611
0.661,1606
0.6663,1605
0.672,1611
0.6776,1610
0.6832,1605
0.6886,1609
0.6942,1612
0.6999,1604
0.7052,1607
0.7109,1611
0.7165,1607
0.7221,1605
0.7275,1610
0.7331,1611
0.7388,1604
0.7441,1605
0.7498,1610
0.7554,1607
0.7607,1608
0.7664,1610
0.772,1608
0.7777,1608
0.783,1609
0.7887,1607
0.7943,1605
0.7997,1612
0.8053,1608
0.8109,1605
0.8166,1609
0.8219,1610
0.8276,1605
0.8332,1609
0.8385,1612
0.8442,1606
0.8498,1607
0.8555,1610
0.8608,1607
0.8664,1608
0.872,1609
0.8777,1607
0.883,1604
0.8887,1611
0.8943,1610
0.8997,1605
0.9053,1608
0.9109,1612
0.9163,1604
0.9219,1606
0.9276,1613
0.9332,1608
0.9388,1604
0.9442,1609
0.9498,1610
0.9555,1607
0.9608,1607
0.9663,1611
0.972,1605
0.9776,1606
0.9832,1611
0.9886,1610
0.9941,1606
0.9998,1609
1.0054,1609
1.0108,1605
1.0164,1610
1.022,1611
1.0276,1604
1.0332,1607
1.0386,1611
1.0443,1607
1.0498,1605
1.0554,1611
1.0608,1610
1.0664,1605
1.072,1609
1.0776,1610
1.0832,1605
1.0886,1609
1.0942,1611
1.0999,1607
1.1054,1607
1.111,1609
1.1164,1607
1.122,1603
1.1276,1609
1.133,1612
1.1386,1605
1.1443,1607
1.1499,1613
1.1553,1611
1.1609,1604
1.1666,1608
1.1719,1612
1.1776,1605
1.1832,1606
1.1888,1612
1.1942,1608
1.1998,1606
1.2054,1611
1.2108,1608
1.2164,1605
1.222,1614
1.2277,1609
1.233,1604
1.2387,1607
1.2443,1612
1.2499,1604
1.2553,1608
1.2609,1612
1.2666,1607
1.2719,1605
1.2776,1613
1.2832,1611
1.2888,1605
1.2942,1608
1.2998,1608
1.3055,1605
1.3108,1607
1.3165,1610
1.3221,1607
1.3275,1607
1.3331,1611
1.3387,1608
1.3444,1605
1.3497,1612
1.3554,1609
1.361,1603
1.3664,1608
1.372,1611
1.3776,1607
1.383,1604
1.3886,1610
1.3943,1612
1.3999,1604
1.4053,1607
1.4109,1611
1.4166,1608
1.4219,1604
1.4275,1611
1.4332,1609
1.4388,1603
1.4442,1608
1.4498,1613
1.4554,1605
1.4608,1607
1.4664,1611
1.4721,1607
1.4777,1606
1.4831,1611
1.4887,1608
1.4943,1605
1.4997,1610
1.5053,1610
1.511,1604
1.5166,1606
1.522,1611
1.5276,1605
1.5333,1608
1.5386,1612
1.5443,1607
1.5499,1605
1.5553,1612
1.5609,1607
1.5665,1605
1.5722,1608
1.5775,1616
1.5832,1606
1.5888,1604
1.5942,1611
1.5998,1609
1.6054,1604
1.6108,1608
1.6165,1612
1.6221,1606
1.6277,1604
1.6331,1610
1.6387,1607
1.6443,1604
1.6497,1608
1.6553,1612
1.661,1606
1.6666,1608
1.6719,1613
1.6776,1606
1.6832,1605
1.6886,1611
1.6942,1611
1.6998,1604
1.7055,1607
1.7108,1610
1.7164,1606
1.7221,1606
1.7277,1610
1.7331,1609
1.7387,1604
1.7443,1609
1.7497,1611
1.7553,1607
1.761,1605
1.7666,1611
1.772,1608
1.7776,1607
1.7833,1611
1.7886,1608
1.7942,1603
1.7999,1611
1.8053,1611
1.8109,1605
1.8165,1606
1.8221,1611
1.8275,1610
1.8331,1605
1.8388,1609
1.8441,1612
1.8498,1607
1.8554,1605
1.861,1608
1.8664,1611
1.872,1604
1.8776,1605
1.8833,1611
1.8886,1607
1.8943,1605
1.8999,1611
1.9053,1610
1.9109,1605
1.9164,1611
1.922,1609
1.9277,1606
1.9333,1607
1.9386,1611
1.9442,1607
1.9499,1606
1.9555,1611
1.9609,1610
1.9665,1605
1.972,1608
1.9777,1612
1.9831,1607
1.9887,1608
1.9943,1611
1.9997,1609
2.0053,1605
2.0108,1612
2.0164,1608
2.022,1604
2.0276,1610
2.0333,1613
2.0386,1607
2.0443,1605
2.0499,1611
2.0553,1608
2.0609,1605
2.0666,1609
2.0719,1611
2.0776,1604
2.0832,1607
2.0886,1611
2.0942,1607
2.0998,1604
