Experiment: Feb_8_Batch_expt_zeroed vial 9, Mon Feb  8 17:45:07 2021
0.0049,0.0
0.0103,-0.0040027936238365425
0.0159,-0.004016931755005476
0.0213,-0.006899043326713206
0.0269,-0.008780894842004228
0.0326,-0.007942996257458312
0.0382,-0.008918407366220599
0.0436,-0.00812159919433289
0.0492,-0.008753469512747664
0.0546,-0.008053974226201799
0.0602,-0.008465813711528797
0.0659,-0.008671901562903983
0.0715,-0.009510091027183032
0.0769,-0.009399969472554753
0.0826,-0.007862168255903607
0.088,-0.007807024893468545
0.0936,-0.00843837992427468
0.0992,-0.005417516792282001
0.1046,-0.007779038002017569
0.1102,-0.00802653718004337
0.1159,-0.007807280784767029
0.1215,-0.00927791246965562
0.1269,-0.008316309747351341
0.1325,-0.008522455733091322
0.1381,-0.008261633024896436
0.1435,-0.009223323693370727
0.1491,-0.009430393114996244
0.1548,-0.011040490581386286
0.1604,-0.012843342366452598
0.1658,-0.011604700604749413
0.1715,-0.011536013621481322
0.1768,-0.01493917001647943
0.1825,-0.012265925375744169
0.1881,-0.01258305709807675
0.1938,-0.014250062927866292
0.2032,-0.012487832382142156
0.2046,-0.012088536395663596
0.2103,-0.010684292765837128
0.216,-0.009212059334109568
0.2213,-0.011689785404485259
0.2269,-0.011277186554043556
0.2359,-0.01354981873549746
0.238,-0.014940884666919535
0.2436,-0.014667140050622002
0.2493,-0.01379835326265838
0.2607,-0.013413029242987762
0.2622,-0.0117736739689083
0.2659,-0.013633734649892398
0.2713,-0.014985531365755672
0.282,-0.01570336502203687
0.2827,-0.016254942413160556
0.2881,-0.017221220928205855
0.2937,-0.01682134598597157
0.3039,-0.018313042598551904
0.3046,-0.01810661823575463
0.3103,-0.019335362460217054
0.3159,-0.022101315424456314
0.3254,-0.01736175854379804
0.3271,-0.01777625795559995
0.3324,-0.01589852613118689
0.3381,-0.015816287933480555
0.3437,-0.016575911025048684
0.354,-0.017639678816553372
0.3567,-0.01685177586192796
0.3604,-0.016617669617473046
0.3658,-0.017405084165469487
0.3764,-0.016838791598743352
0.3788,-0.01795820476398316
0.3825,-0.015029220978886898
0.3881,-0.016272394178237032
0.398,-0.013523931958916768
0.3991,-0.013689758978679883
0.4047,-0.015249865874159663
0.4104,-0.014461796342579047
0.4158,-0.016782921236540127
0.4214,-0.01779196519745027
0.427,-0.017957921309520314
0.4327,-0.019092156692519152
0.438,-0.017472877156042066
0.4437,-0.017251284007460593
0.4493,-0.02021299807748861
0.4547,-0.018219115195879987
0.4603,-0.01489931988374385
0.466,-0.015782514667039477
0.4713,-0.017345608252686273
0.477,-0.016334974606954517
0.4826,-0.01745544369978827
0.488,-0.017094811354041894
0.4937,-0.014340840651593328
0.4993,-0.013964310119872342
0.5047,-0.014157967145401351
0.5103,-0.012952331328262845
0.5159,-0.015498185561532846
0.5216,-0.01629804853152439
0.5269,-0.015770669490262262
0.5326,-0.016863884929410405
0.5379,-0.013509539788296193
0.5436,-0.015473265561026767
0.5492,-0.014447236564028604
0.5549,-0.01656505570193781
0.5602,-0.017214356795481833
0.5659,-0.015295042351216315
0.5715,-0.014615428922806678
0.5769,-0.016461421461975156
0.5825,-0.016178804690088616
0.5881,-0.014792283663865702
0.5938,-0.0152167018667409
0.5992,-0.01665740747415609
0.6048,-0.01835013922640319
0.6102,-0.016526169814181507
0.6159,-0.015937227075843025
0.6215,-0.014718461547442524
0.6269,-0.015494081085328404
0.6324,-0.014210083406826779
0.6381,-0.014443409572051313
0.6437,-0.013543866357995676
0.6491,-0.012203025803684264
0.6547,-0.010807544164212729
0.6603,-0.011825722453758736
0.666,-0.01236124886906545
0.6713,-0.014028219591632418
0.6769,-0.015756256617461967
0.6826,-0.011727096100370094
0.6882,-0.009697967856422934
0.6935,-0.011817610476982071
0.6992,-0.009637616958641154
0.7048,-0.011950048036143357
0.7102,-0.009940914407648493
0.7158,-0.009819527139155543
0.7214,-0.011862907089518315
0.7271,-0.010897574736970839
