Experiment: Feb_19_eric7_chem_expt vial 1, Thu Feb 18 15:47:28 2021
0.0023,1631
0.0072,1626
0.0125,1628
0.0182,1632
0.0236,1630
0.0292,1624
0.0349,1628
0.0403,1631
0.046,1626
0.0516,1627
0.057,1634
0.0627,1629
0.0681,1625
0.0737,1628
0.0794,1633
0.0848,1628
0.0905,1625
0.0959,1632
0.1015,1632
0.1072,1625
0.1126,1626
0.1182,1633
0.1236,1630
0.1293,1625
0.135,1628
0.1403,1632
0.1459,1626
0.1516,1626
0.157,1631
0.1627,1631
0.1681,1624
0.1738,1629
0.1849,1628
0.1905,1627
0.196,1629
0.4459,1632
0.4516,1631
0.457,1625
0.4627,1627
0.4681,1632
0.4738,1628
0.4792,1624
0.4849,1629
0.4906,1635
0.496,1626
0.5016,1624
0.507,1629
