Experiment: Feb_19_eric7_chem_expt vial 8, Thu Feb 18 15:47:28 2021
0.0023,1628
0.0072,1631
0.0125,1635
0.0182,1633
0.0236,1628
0.0292,1630
0.0349,1635
0.0403,1635
0.046,1629
0.0516,1630
0.057,1635
0.0627,1635
0.0681,1631
0.0737,1627
0.0794,1633
0.0848,1638
0.0905,1632
0.0959,1628
0.1015,1630
0.1072,1634
0.1126,1635
0.1182,1629
0.1236,1629
0.1293,1635
0.135,1634
0.1403,1627
0.1459,1628
0.1516,1636
0.157,1632
0.1627,1630
0.1681,1630
0.1738,1635
0.1849,1627
0.1905,1629
0.196,1636
0.4459,1634
0.4516,1630
0.457,1630
0.4627,1632
0.4681,1635
0.4738,1631
0.4792,1629
0.4849,1635
0.4906,1634
0.496,1629
0.5016,1630
0.507,1636
