Experiment: Feb_19_eric7_chem_expt vial 10, Thu Feb 18 15:47:28 2021
0.0023,1616
0.0072,1619
0.0125,1617
0.0182,1619
0.0236,1616
0.0292,1618
0.0349,1618
0.0403,1619
0.046,1619
0.0516,1614
0.057,1622
0.0627,1615
0.0681,1618
0.0737,1615
0.0794,1618
0.0848,1617
0.0905,1618
0.0959,1618
0.1015,1617
0.1072,1620
0.1126,1616
0.1182,1621
0.1236,1616
0.1293,1619
0.135,1617
0.1403,1617
0.1459,1619
0.1516,1617
0.157,1621
0.1627,1617
0.1681,1618
0.1738,1615
0.1849,1617
0.1905,1617
0.196,1620
0.4459,1614
0.4516,1617
0.457,1617
0.4627,1616
0.4681,1619
0.4738,1619
0.4792,1619
0.4849,1617
0.4906,1617
0.496,1617
0.5016,1618
0.507,1617
