Experiment: Feb_24_Turb_expt vial 10, Wed Feb 24 18:13:41 2021
0.0013,40773
0.0067,40779
0.0121,40764
0.0177,40861
0.0233,40838
0.0287,40891
0.0343,40960
0.04,41039
0.0456,41180
0.051,40998
0.0566,41046
0.0622,41112
0.0676,41102
0.0732,41096
0.0789,41068
0.0845,41101
0.0899,41114
0.0955,41149
0.1011,41105
0.1065,41279
0.1121,41069
0.1177,41320
0.1234,41217
0.1288,41257
0.1344,41290
0.14,41226
0.1454,41224
0.151,41288
0.1567,41348
0.162,41271
0.1677,41266
0.1733,41390
0.1789,41290
0.1843,41326
0.1899,41424
0.1955,41353
0.2012,41367
0.2065,41321
0.2122,41450
0.2178,41451
0.2232,41421
0.2288,41391
0.2344,41422
0.2401,41448
0.2454,41465
0.2511,41370
0.2567,41495
0.2621,41578
0.2677,41504
0.2733,41380
0.2787,41479
0.2844,41549
0.29,41560
0.2956,41547
0.301,41604
0.3066,41635
0.3123,41589
0.3176,41526
0.3233,41763
0.3289,41642
0.3343,41631
0.3399,41677
0.3456,41579
0.3509,41640
0.3566,41675
0.3622,41655
0.3676,41657
0.3732,41706
0.3789,41679
0.3845,41694
0.3899,41561
0.3955,41665
0.4011,41660
0.4065,41747
0.4121,41596
0.4178,41704
0.4231,41655
0.4288,41740
0.4345,41736
0.4398,41661
0.4454,41724
0.4511,41741
0.4567,41754
0.4621,41768
0.4677,41806
0.4733,41713
0.4787,41796
0.4843,41772
0.49,41789
0.4953,41827
0.501,41899
0.5066,41833
0.5122,41817
0.5176,41802
0.5232,41914
0.5289,41813
0.5345,41772
0.5399,41817
0.5455,41836
0.5512,41884
0.5565,41762
0.5622,41831
0.5678,41779
0.5732,41929
0.5788,41944
0.5844,41928
0.59,41902
0.5954,41933
0.601,41888
0.6067,41929
0.6121,41899
0.6177,41808
0.6233,41970
0.6289,41958
0.6343,42002
0.6399,41980
0.6456,41875
0.6509,41971
0.6565,41952
0.6622,41993
0.6678,41926
0.6732,41971
0.6788,41932
0.6844,41978
0.6898,41965
0.6954,42038
0.7011,41984
