Experiment: Feb_24_Turb_expt vial 6, Wed Feb 24 18:13:41 2021
0.0013,55601
0.0067,55606
0.0121,55617
0.0177,55612
0.0233,55623
0.0287,55620
0.0343,55633
0.04,55634
0.0456,55649
0.051,55658
0.0566,55655
0.0622,55665
0.0676,55664
0.0732,55665
0.0789,55668
0.0845,55676
0.0899,55673
0.0955,55678
0.1011,55676
0.1065,55683
0.1121,55683
0.1177,55684
0.1234,55695
0.1288,55702
0.1344,55711
0.14,55714
0.1454,55710
0.151,55711
0.1567,55714
0.162,55710
0.1677,55714
0.1733,55722
0.1789,55729
0.1843,55726
0.1899,55730
0.1955,55725
0.2012,55734
0.2065,55723
0.2122,55715
0.2178,55720
0.2232,55722
0.2288,55712
0.2344,55721
0.2401,55727
0.2454,55725
0.2511,55716
0.2567,55728
0.2621,55730
0.2677,55726
0.2733,55719
0.2787,55722
0.2844,55726
0.29,55733
0.2956,55729
0.301,55723
0.3066,55723
0.3123,55727
0.3176,55733
0.3233,55735
0.3289,55732
0.3343,55729
0.3399,55733
0.3456,55729
0.3509,55740
0.3566,55727
0.3622,55722
0.3676,55734
0.3732,55725
0.3789,55721
0.3845,55713
0.3899,55723
0.3955,55731
0.4011,55723
0.4065,55725
0.4121,55727
0.4178,55733
0.4231,55725
0.4288,55727
0.4345,55722
0.4398,55726
0.4454,55722
0.4511,55722
0.4567,55729
0.4621,55733
0.4677,55727
0.4733,55724
0.4787,55729
0.4843,55724
0.49,55722
0.4953,55729
0.501,55729
0.5066,55719
0.5122,55727
0.5176,55722
0.5232,55731
0.5289,55723
0.5345,55732
0.5399,55727
0.5455,55728
0.5512,55735
0.5565,55734
0.5622,55736
0.5678,55735
0.5732,55737
0.5788,55727
0.5844,55732
0.59,55729
0.5954,55720
0.601,55727
0.6067,55735
0.6121,55724
0.6177,55726
0.6233,55735
0.6289,55741
0.6343,55742
0.6399,55734
0.6456,55733
0.6509,55740
0.6565,55730
0.6622,55743
0.6678,55739
0.6732,55739
0.6788,55735
0.6844,55731
0.6898,55734
0.6954,55736
0.7011,55735
0.7067,55736
0.712,55725
0.7177,55726
0.7233,55730
0.7289,55735
