Experiment: Feb_24_Turb_expt vial 9, Wed Feb 24 18:13:41 2021
0.0013,52280
0.0067,52289
0.0121,52291
0.0177,52302
0.0233,52298
0.0287,52299
0.0343,52312
0.04,52322
0.0456,52334
0.051,52340
0.0566,52365
0.0622,52356
0.0676,52364
0.0732,52378
0.0789,52394
0.0845,52389
0.0899,52392
0.0955,52411
0.1011,52398
0.1065,52396
0.1121,52400
0.1177,52390
0.1234,52405
0.1288,52413
0.1344,52427
0.14,52419
0.1454,52416
0.151,52420
0.1567,52430
0.162,52422
0.1677,52408
0.1733,52421
0.1789,52416
0.1843,52419
0.1899,52421
0.1955,52429
0.2012,52422
0.2065,52434
0.2122,52427
0.2178,52427
0.2232,52422
0.2288,52412
0.2344,52400
0.2401,52414
0.2454,52420
0.2511,52416
0.2567,52420
0.2621,52408
0.2677,52402
0.2733,52425
0.2787,52422
0.2844,52422
0.29,52410
0.2956,52410
0.301,52401
0.3066,52405
0.3123,52412
0.3176,52417
0.3233,52401
0.3289,52391
0.3343,52408
0.3399,52403
0.3456,52401
0.3509,52408
0.3566,52407
0.3622,52410
0.3676,52418
0.3732,52404
0.3789,52417
0.3845,52411
0.3899,52408
0.3955,52405
0.4011,52395
0.4065,52405
0.4121,52403
0.4178,52397
0.4231,52396
0.4288,52401
0.4345,52393
0.4398,52403
0.4454,52390
0.4511,52401
0.4567,52394
0.4621,52384
0.4677,52380
0.4733,52381
0.4787,52398
0.4843,52392
0.49,52374
0.4953,52383
0.501,52386
0.5066,52370
0.5122,52368
0.5176,52384
0.5232,52383
0.5289,52379
0.5345,52370
0.5399,52381
0.5455,52384
0.5512,52375
0.5565,52370
0.5622,52360
0.5678,52363
0.5732,52381
0.5788,52385
0.5844,52387
0.59,52386
0.5954,52377
0.601,52391
0.6067,52390
0.6121,52392
0.6177,52377
0.6233,52377
0.6289,52368
0.6343,52377
0.6399,52386
0.6456,52372
0.6509,52385
0.6565,52389
0.6622,52392
0.6678,52394
0.6732,52386
0.6788,52384
0.6844,52405
0.6898,52382
0.6954,52387
0.7011,52384
0.7067,52394
0.712,52377
0.7177,52392
0.7233,52395
0.7289,52386
0.7343,52381
0.7399,52382
0.7456,52386
0.7509,52390
0.7566,52386
0.7622,52409
0.7678,52412
0.7732,52404
0.7789,52409
0.7842,52397
0.7899,52043
0.7955,52402
0.8012,52346
0.8065,52419
0.8121,52406
0.8177,52368
0.8234,52404
0.8287,52360
0.8343,52377
0.8399,52364
0.8456,52392
0.8512,52406
0.8566,52389
0.8621,52395
0.8677,52365
0.8734,52359
0.8787,52345
0.8844,52387
0.8899,52389
0.8955,52392
0.9012,52390
0.9065,52373
0.9122,52388
0.9177,52383
0.9233,52376
0.9287,52370
0.9343,52381
0.94,52403
0.9455,52383
0.9511,52351
0.9565,52406
0.9622,52419
0.9678,52417
0.9732,52419
0.9788,52396
0.9844,52371
0.9898,52402
0.9954,52383
1.0067,52425
1.0121,52356
1.0177,52331
1.0234,52409
1.0287,52412
1.0344,52417
1.04,52370
1.0456,52380
1.051,52392
1.0566,52434
1.0622,52421
1.0676,52390
1.0732,52421
1.0788,52441
1.0842,52420
1.0898,52433
1.0955,52421
1.1011,52418
1.1065,52430
1.1121,52427
1.1178,52435
1.1231,52358
1.1288,52421
1.1344,52263
1.14,52434
1.1454,52411
1.151,52444
1.1566,52385
1.1623,52410
1.1676,52427
1.1733,52384
1.1789,52434
1.1842,52427
1.1899,52386
1.1955,52377
1.2011,52401
1.2065,52420
1.2122,52434
1.2178,52414
1.2231,52428
1.2288,52386
1.2344,52429
1.2398,52412
1.2454,52425
1.2511,52388
1.2567,52429
1.2621,52413
1.2677,52423
1.2734,52434
1.2787,52417
1.2844,52404
1.29,52412
1.2954,52410
1.301,52416
1.3067,52393
1.3121,52412
1.3177,52393
1.3234,52424
1.3287,52396
1.3343,52429
1.34,52359
1.3456,52389
1.351,52390
1.3566,52417
1.3622,52423
1.3676,52409
1.3732,52410
1.3789,52400
1.3845,52414
1.3899,52416
1.3955,52373
1.4011,52367
1.4065,52386
1.4121,52409
1.4178,52401
1.4234,52425
1.4288,52410
1.4344,52404
1.44,52415
1.4454,52365
1.451,52389
1.4567,52408
1.462,52399
1.4677,52386
1.4733,52375
1.4787,52394
1.4844,52364
1.49,52409
1.4954,52377
1.501,52394
1.5067,52424
1.5123,52428
1.5177,52440
1.5233,52422
1.5287,52409
1.5343,52417
1.54,52421
1.5454,52414
1.551,52391
1.5566,52406
1.562,52424
1.5676,52419
1.5733,52425
1.5789,52376
1.5843,52416
1.5899,52405
1.5955,52415
1.6012,52426
1.6065,52417
1.6121,52330
1.6178,52433
1.6231,52420
1.6288,52424
1.6344,52422
1.64,52323
1.6457,52426
1.651,52432
1.6566,52421
1.6622,52387
1.6676,52419
1.6732,52425
1.6788,52406
1.6845,52425
1.6898,52418
1.6954,52422
1.7011,52416
1.7067,52435
1.7121,52433
1.7177,52429
1.7233,52422
1.729,52414
1.7343,52420
1.7399,52437
1.7456,52437
1.7509,52400
1.7566,52440
1.7622,52400
1.7676,52446
1.7732,52439
1.7788,52431
1.7845,52430
1.7898,52435
1.7955,52412
1.8011,52435
1.8065,52441
1.8121,52440
1.8178,52418
1.8234,52417
1.8288,52427
1.8344,52436
1.84,52439
1.8454,52425
1.851,52441
1.8567,52432
1.862,52423
1.8677,52429
1.8733,52436
1.8787,52436
1.8843,52433
1.89,52430
1.8956,52442
1.901,52428
1.9066,52432
1.9122,52455
1.9176,52426
1.9232,52423
1.9289,52352
1.9343,52382
1.9399,52412
1.9455,52398
1.9512,52350
1.9565,52407
1.9622,52405
1.9678,52412
1.9732,52377
1.9788,52392
1.9844,52413
1.9898,52395
1.9955,52401
2.0065,52413
2.0122,52426
2.0178,52418
2.0231,52426
2.0288,52432
2.0344,52411
2.04,52434
2.0454,52375
2.051,52434
2.0566,52446
2.0623,52429
2.0676,52420
2.0733,52433
2.0789,52433
2.0843,52420
2.0899,52431
2.0956,52323
2.1012,52436
2.1065,52433
2.1122,52430
2.1178,52434
2.1234,52437
2.1288,52443
2.1344,52439
2.14,52432
2.1454,52433
2.151,52375
2.1566,52435
2.1623,52432
2.1676,52445
2.1733,52434
2.1789,52403
2.1843,52430
2.1899,52435
2.1956,52408
2.2009,52419
2.2066,52434
2.2122,52449
2.2178,52423
2.2232,52440
2.2288,52437
2.2344,52424
2.2398,52438
2.2455,52440
2.2511,52430
2.2567,52447
2.2621,52394
2.2677,52423
2.2734,52424
2.2787,52396
2.2844,52431
