Experiment: Mar_9_turb2_expt vial 3, Tue Mar  9 17:40:35 2021
0.0017,55544
0.0069,55552
0.0125,55547
0.0179,55539
0.0236,55544
0.029,55554
0.0347,55546
0.0401,55544
0.0458,55541
0.0515,55548
0.0569,55557
0.0625,55554
0.0679,55558
0.0736,55561
0.079,55561
0.0847,55559
0.0901,55558
0.0958,55547
0.1012,55548
0.1069,55546
0.1125,55540
0.1179,55518
0.1236,55552
0.129,55562
0.1347,55570
0.1401,55586
0.1458,55592
0.1512,55613
0.1569,55616
0.1623,53114
0.1679,52957
0.1736,53081
0.179,53045
0.1847,53080
0.1901,53075
0.1958,53038
0.2012,53027
0.2069,52551
0.2123,52569
0.218,52584
