Experiment: Mar_9_turb2_expt vial 5, Tue Mar  9 17:40:35 2021
0.0017,53889
0.0069,53892
0.0125,53875
0.0179,53860
0.0236,53848
0.029,53885
0.0347,53898
0.0401,53885
0.0458,53881
0.0515,53892
0.0569,53893
0.0625,53895
0.0679,53888
0.0736,53892
0.079,53893
0.0847,53900
0.0901,53890
0.0958,53899
0.1012,53905
0.1069,53900
0.1125,53892
0.1179,53903
0.1236,53902
0.129,53903
0.1347,53909
0.1401,53870
0.1458,53863
0.1512,53886
0.1569,53910
0.1623,53915
0.1679,51742
0.1736,51624
0.179,51534
0.1847,51663
0.1901,51612
0.1958,51737
0.2012,51695
0.2069,51653
0.2123,51606
0.218,51758
