Experiment: Mar_25_Phage_osmo_expt vial 12, Thu Mar 25 17:24:53 2021
0.0026,56096
0.0083,56101
0.0137,56113
0.0194,56125
0.0247,56112
0.0304,56117
0.036,56127
0.0414,56129
0.0471,56122
0.0528,56114
0.0581,56117
0.0638,56124
0.0694,56133
0.0748,56126
0.0804,56128
0.0861,56132
0.0917,56142
0.097,56135
0.1027,56140
0.1081,56136
0.1138,56146
0.1194,56155
0.1248,56143
0.1304,55788
0.136,55790
0.1417,55789
0.147,55781
0.1527,55785
0.1583,55772
0.1637,55771
0.1693,55729
0.1749,55764
0.1806,55764
0.1859,55735
0.1915,55766
0.1971,55737
0.2028,55729
0.2081,55683
0.2137,55731
0.2194,55727
0.225,55754
0.2304,55761
0.236,55767
0.2416,55784
0.2472,55760
0.2526,55766
0.2582,55720
0.2638,55742
0.2695,55705
0.2748,55753
0.2804,55795
0.2861,55721
0.2915,55790
0.2971,55710
0.3026,55795
0.3082,55793
0.3138,55715
0.3194,55749
0.3248,55798
0.3304,55803
0.3361,55805
0.3417,55800
0.3473,55793
0.3526,55804
0.3582,55805
0.3638,55795
0.3694,55792
0.3748,55804
0.3804,55806
0.386,55803
0.3917,55803
0.3971,55803
0.4027,55813
0.4083,55819
0.4138,55822
0.4193,55820
0.4249,55823
0.4306,55818
0.4359,55821
0.4416,55819
0.4472,55812
0.4526,55799
0.4582,55816
0.4639,55808
0.4693,55813
0.4749,55814
0.4806,55800
0.486,55796
0.4917,55805
0.4971,55803
0.5027,55800
0.5081,55809
0.5137,55811
0.5194,55810
0.5248,55809
0.5305,55808
0.5361,55808
0.5415,55801
0.5472,55804
0.5528,55802
0.5581,55803
0.5638,55798
0.5694,55803
0.5751,55790
0.5804,55800
0.586,55802
0.5917,55798
0.5971,55804
0.6027,55802
0.6084,55810
0.6137,55792
0.6194,55809
0.625,55808
0.6304,55807
0.6361,55815
0.6417,55819
0.6473,55810
0.6527,55809
0.6583,55809
0.6639,55816
0.6695,55813
0.6749,55813
0.6805,55810
0.6861,55813
0.6915,55805
0.6971,55807
0.7028,55809
0.7084,55818
0.7137,55813
0.7193,55817
0.7249,55815
0.7306,55816
0.7359,55823
0.7415,55818
0.7471,55823
0.7528,55817
0.7584,55824
0.7637,55823
0.7694,55825
0.775,55818
0.7804,55827
0.7861,55827
0.7917,55824
0.7971,55832
0.8027,55825
0.8083,55824
0.8137,55830
0.8194,55830
0.825,55830
0.8306,55833
0.836,55831
0.8416,55825
0.8473,55836
0.8527,55836
0.8584,55836
0.8637,55840
0.8694,55855
0.8749,55844
0.8805,55850
0.8862,55849
0.8916,55844
0.8973,55838
0.9027,55839
0.9083,55833
0.9137,55850
0.9194,55847
0.9248,55842
0.9305,55836
0.9362,55852
0.9416,55849
0.9473,55853
0.9527,55846
0.9583,55855
0.9637,55854
0.9694,55848
0.9748,55862
0.9805,55861
0.9862,55866
0.9916,55866
0.9972,55878
1.0026,55875
1.0083,55877
1.014,55883
1.0194,55876
1.025,55873
1.0304,55865
1.0361,55877
1.0418,55870
1.0472,55874
1.0528,55868
1.0583,55879
1.0639,55893
1.0693,55873
1.075,55879
1.0804,55875
1.0861,55878
1.0918,55881
1.0972,55891
1.1028,55890
1.1082,55896
1.1139,55903
1.1193,55887
1.125,55896
1.1304,56172
1.136,56180
1.1417,56206
1.1471,56193
1.1528,56163
1.1582,56169
1.1639,56203
1.1695,56202
1.1749,56205
1.1806,56195
1.186,56196
1.1916,56194
1.1973,56192
1.2027,56186
1.2084,56192
1.2138,56174
1.2195,56197
1.2249,56172
1.2306,56170
1.236,56168
1.2417,56181
1.2471,56191
1.2528,56203
1.2582,56197
1.2639,56185
1.2696,56205
1.275,56204
1.2806,56192
1.286,56200
1.2917,56184
1.2971,56213
1.3028,56221
1.3084,56215
1.3138,56215
1.3195,56218
1.3249,56220
1.3306,56230
1.336,56215
1.3416,56218
1.3473,56212
1.3527,56219
1.3584,56210
1.3638,56210
1.3694,56222
1.3751,56218
1.3805,56222
1.3862,56219
1.3916,56229
1.3972,56219
1.4027,56218
1.4083,56207
1.414,56215
1.4194,56219
1.4251,56226
1.4305,56222
1.4361,56227
1.4416,56213
1.4473,56232
1.4529,56233
1.4583,56222
1.464,56225
1.4694,56222
1.475,56226
1.4804,56222
1.4861,56230
1.4918,56222
1.4971,56214
1.5028,56224
1.5082,56221
1.5139,56224
1.5193,56221
1.525,56219
1.5307,56214
1.5361,56216
1.5418,56224
1.5471,56214
1.5528,56220
1.5582,56221
1.5639,56222
1.5696,56217
1.575,56217
1.5806,56228
1.586,56219
1.5917,56219
1.5974,56216
1.6028,56225
1.6084,56221
1.6138,56221
1.6195,56220
1.6249,56223
1.6305,56221
1.6362,56232
1.6416,56232
1.6473,56228
1.6527,56236
1.6584,56224
1.6637,56223
1.6694,56227
1.6751,56225
1.6805,56217
1.6861,56210
1.6918,56209
1.6972,56210
1.7029,56211
1.7082,56212
1.7139,56217
1.7193,56226
1.725,56225
1.7306,56214
1.736,56221
1.7417,56218
1.7471,56220
1.7528,56219
1.7584,56221
1.7638,56214
1.7695,56206
1.7749,56219
1.7806,56230
1.7862,56223
1.7916,56233
1.7973,56226
1.8027,56230
1.8084,56226
1.814,56230
1.8194,56226
1.8251,56228
1.8305,56221
1.8362,56226
1.8416,56227
1.8473,56225
1.8526,56223
1.8583,56219
1.864,56221
1.8694,56224
1.875,56221
1.8805,56215
1.8861,56230
1.8917,56227
1.8973,56216
1.9027,56222
1.9083,56219
1.9139,56226
1.9195,56233
1.9249,56231
1.9305,56221
1.9361,56223
1.9417,56224
1.9474,56241
1.9527,56227
1.9583,56230
1.9639,56233
1.9696,56234
1.9749,56236
1.9805,56230
1.9861,56230
1.9917,56234
1.9973,56231
2.0027,56224
2.0084,56231
2.014,56235
2.0194,56237
2.0251,56237
2.0307,56233
2.036,56225
2.0416,56229
2.0472,56228
2.0529,56239
2.0582,56237
2.0638,56234
2.0695,56234
2.0751,56240
2.0807,56248
2.0861,56244
2.0918,56237
2.0971,56249
2.1027,56248
2.1084,56259
2.114,56252
2.1194,56244
2.1251,56254
2.1307,56247
2.136,56254
2.1417,56241
2.1473,56235
2.1529,56252
2.1583,56247
2.164,56234
2.1693,56237
2.175,56248
2.1806,56239
2.1862,56251
2.1916,56247
2.1972,56238
2.2028,56251
2.2084,56231
2.2141,56235
2.2194,56237
2.225,56244
2.2307,56242
2.236,56244
2.2417,56246
2.2473,56255
2.2528,56260
2.2584,56261
2.2638,56253
2.2694,56259
2.2751,56265
2.2807,56261
2.2861,56261
2.2917,56254
2.2974,56249
2.3028,56248
2.3084,56261
2.3138,56265
2.3195,56254
2.3251,56265
2.3305,56264
2.3362,56250
2.3418,56259
2.3471,56264
2.3528,56272
2.3584,56258
2.3638,56266
2.3695,56257
2.3751,56255
2.3807,56247
2.386,56260
2.3916,56256
2.3973,56264
2.4029,56251
2.4082,56259
2.4139,56256
2.4195,56247
2.4252,56246
2.4306,56255
2.4362,56251
2.4416,56254
2.4472,56257
2.4529,56249
2.4585,56248
2.4638,56255
2.4695,56263
2.4751,56270
2.4805,56266
2.4862,56252
2.4918,56260
2.4971,56268
2.5028,56257
2.5084,56259
2.514,56262
2.5194,56264
2.5251,56260
2.5304,56266
2.5361,56276
2.5417,56271
2.5474,56272
2.5527,56276
2.5583,56268
2.5639,56265
2.5696,56274
2.575,56277
2.5806,56274
2.5863,56277
2.5917,56262
2.5973,56261
2.6027,56271
2.6084,56270
2.6138,56264
2.6194,56273
2.6251,56274
2.6305,56267
2.6362,56268
2.6416,56270
2.6472,56278
2.6529,56276
2.6585,56278
2.6639,56281
2.6694,56277
2.6751,56276
2.6805,56276
2.6862,56279
2.6916,56274
2.6972,56277
2.7029,56260
2.7083,56271
2.7139,56274
2.7196,56276
2.7249,56281
2.7306,56279
2.7362,56276
2.7416,56269
2.7473,56272
2.7529,56281
2.7583,56276
2.7639,56271
2.7695,56277
2.7749,56277
2.7806,56264
2.7862,56282
2.7916,56282
2.7972,56279
2.8029,56283
2.8083,56275
2.8139,56276
2.8196,56277
2.8249,56278
2.8306,56280
2.8362,56277
2.8416,56283
2.8473,56280
2.8529,56276
2.8583,56278
2.864,56286
2.8696,56275
2.8749,56277
2.8806,56280
2.8863,56288
2.8916,56280
2.8973,56279
2.9029,56280
2.9083,56287
2.914,56282
2.9196,56280
2.925,56286
2.9307,56288
2.9361,56276
2.9417,56283
