Experiment: Mar_25_Phage_osmo_expt vial 8, Thu Mar 25 17:24:53 2021
0.0026,56075
0.0083,56062
0.0137,56027
0.0194,56105
0.0247,56104
0.0304,56097
0.036,56089
0.0414,56086
0.0471,56101
0.0528,56092
0.0581,56105
0.0638,56094
0.0694,56103
0.0748,56096
0.0804,56100
0.0861,56094
0.0917,56089
0.097,56107
0.1027,56104
0.1081,56107
0.1138,56112
0.1194,56111
0.1248,56109
0.1304,56114
0.136,56116
0.1417,56108
0.147,56119
0.1527,56100
0.1583,56095
0.1637,56086
0.1693,56101
0.1749,56081
0.1806,56086
0.1859,56072
0.1915,56095
0.1971,56072
0.2028,56093
0.2081,56095
0.2137,56073
0.2194,56089
0.225,56093
0.2304,56092
0.236,56088
0.2416,56085
0.2472,56098
0.2526,56094
0.2582,56095
0.2638,56093
0.2695,56092
0.2748,56095
0.2804,56097
0.2861,56087
0.2915,56087
0.2971,56099
0.3026,56095
0.3082,56096
0.3138,56101
0.3194,56101
0.3248,56104
0.3304,56102
0.3361,56101
0.3417,56100
0.3473,56106
0.3526,56101
0.3582,56103
0.3638,56103
0.3694,56096
0.3748,56099
0.3804,56103
0.386,56104
0.3917,56083
0.3971,56078
0.4027,56105
0.4083,56106
0.4138,56108
0.4193,56106
0.4249,56113
0.4306,56093
0.4359,56092
0.4416,56108
0.4472,56103
0.4526,56098
0.4582,56103
0.4639,56095
0.4693,56103
0.4749,56098
0.4806,56092
0.486,56092
0.4917,56092
0.4971,56087
0.5027,56094
0.5081,56099
0.5137,56092
0.5194,56091
0.5248,56093
0.5305,56094
0.5361,56098
0.5415,56087
0.5472,56094
0.5528,56089
0.5581,56099
0.5638,56097
0.5694,56092
0.5751,56092
0.5804,56088
0.586,56097
0.5917,56089
0.5971,56099
0.6027,56095
0.6084,56103
0.6137,56077
0.6194,56101
0.625,56096
0.6304,56098
0.6361,56095
0.6417,56078
0.6473,56072
0.6527,56090
0.6583,56086
0.6639,56101
0.6695,56095
0.6749,56089
0.6805,56099
0.6861,56078
0.6915,56097
0.6971,56086
0.7028,56093
0.7084,56094
0.7137,56095
0.7193,56096
0.7249,56093
0.7306,56092
0.7359,56092
0.7415,56100
0.7471,56097
0.7528,56089
0.7584,56098
0.7637,56101
0.7694,56098
0.775,56088
0.7804,56101
0.7861,56099
0.7917,56089
0.7971,56091
0.8027,56098
0.8083,56088
0.8137,56093
0.8194,56092
0.825,56096
0.8306,56088
0.836,56088
0.8416,56092
0.8473,56096
0.8527,56100
0.8584,56097
0.8637,56100
0.8694,56106
0.8749,56104
0.8805,56106
0.8862,56101
0.8916,56082
0.8973,56099
0.9027,56102
0.9083,56090
0.9137,56095
0.9194,56101
0.9248,56101
0.9305,56086
0.9362,56096
0.9416,56096
0.9473,56095
0.9527,56090
0.9583,56091
0.9637,56079
0.9694,56090
0.9748,56092
0.9805,56098
0.9862,56095
0.9916,56099
0.9972,56101
1.0026,56099
1.0083,56098
1.014,56108
1.0194,56111
1.025,56095
1.0304,56104
1.0361,56104
1.0418,56104
1.0472,56099
1.0528,56099
1.0583,56101
1.0639,56096
1.0693,56096
1.075,56092
1.0804,56100
1.0861,56093
1.0918,56098
1.0972,56096
1.1028,56098
1.1082,56101
1.1139,56097
1.1193,56101
1.125,56103
1.1304,56097
1.136,56091
1.1417,56104
1.1471,56098
1.1528,56097
1.1582,56099
1.1639,56102
1.1695,56097
1.1749,56100
1.1806,56101
1.186,56098
1.1916,56102
1.1973,56094
1.2027,56098
1.2084,56098
1.2138,56084
1.2195,56092
1.2249,56101
1.2306,56088
1.236,56095
1.2417,56098
1.2471,56098
1.2528,56099
1.2582,56092
1.2639,56098
1.2696,56097
1.275,56092
1.2806,56097
1.286,56107
1.2917,56094
1.2971,56087
1.3028,56106
1.3084,56093
1.3138,56098
1.3195,56098
1.3249,56109
1.3306,56105
1.336,56100
1.3416,56100
1.3473,56101
1.3527,56102
1.3584,56098
1.3638,56107
1.3694,56101
1.3751,56103
1.3805,56101
1.3862,56100
1.3916,56100
1.3972,56098
1.4027,56096
1.4083,56100
1.414,56101
1.4194,56103
1.4251,56104
1.4305,56102
1.4361,56096
1.4416,56099
1.4473,56103
1.4529,56098
1.4583,56102
1.464,56100
1.4694,56097
1.475,56099
1.4804,56102
1.4861,56104
1.4918,56099
1.4971,56099
1.5028,56099
1.5082,56102
1.5139,56096
1.5193,56097
1.525,56096
1.5307,56096
1.5361,56092
1.5418,56096
1.5471,56098
1.5528,56100
1.5582,56094
1.5639,56101
1.5696,56100
1.575,56096
1.5806,56094
1.586,56098
1.5917,56093
1.5974,56095
1.6028,56094
1.6084,56096
1.6138,56090
1.6195,56092
1.6249,56098
1.6305,56093
1.6362,56097
1.6416,56092
1.6473,56092
1.6527,56088
1.6584,56086
1.6637,56090
1.6694,56087
1.6751,56077
1.6805,56085
1.6861,56071
1.6918,56067
1.6972,56067
1.7029,56065
1.7082,56068
1.7139,56073
1.7193,56081
1.725,56084
1.7306,56083
1.736,56077
1.7417,56079
1.7471,56085
1.7528,56082
1.7584,56082
1.7638,56089
1.7695,56090
1.7749,56085
1.7806,56087
1.7862,56087
1.7916,56083
1.7973,56083
1.8027,56084
1.8084,56087
1.814,56085
1.8194,56089
1.8251,56089
1.8305,56083
1.8362,56078
1.8416,56085
1.8473,56083
1.8526,56082
1.8583,56081
1.864,56085
1.8694,56081
1.875,56078
1.8805,56079
1.8861,56079
1.8917,56071
1.8973,56074
1.9027,56075
1.9083,56075
1.9139,56078
1.9195,56082
1.9249,56082
1.9305,56082
1.9361,56082
1.9417,56080
1.9474,56082
1.9527,56077
1.9583,56080
1.9639,56083
1.9696,56080
1.9749,56083
1.9805,56072
1.9861,56073
1.9917,56082
1.9973,56078
2.0027,56078
2.0084,56074
2.014,56074
2.0194,56074
2.0251,56078
2.0307,56079
2.036,56082
2.0416,56089
2.0472,56083
2.0529,56082
2.0582,56085
2.0638,56080
2.0695,56079
2.0751,56087
2.0807,56082
2.0861,56080
2.0918,56080
2.0971,56083
2.1027,56085
2.1084,56085
2.114,56082
2.1194,56079
2.1251,56082
2.1307,56077
2.136,56083
2.1417,56084
2.1473,56087
2.1529,56086
2.1583,56082
2.164,56087
2.1693,56086
2.175,56083
2.1806,56083
2.1862,56083
2.1916,56080
2.1972,56076
2.2028,56082
2.2084,56080
2.2141,56074
2.2194,56077
2.225,56082
2.2307,56075
2.236,56078
2.2417,56073
2.2473,56076
2.2528,56077
2.2584,56077
2.2638,56073
2.2694,56081
2.2751,56079
2.2807,56080
2.2861,56085
2.2917,56083
2.2974,56077
2.3028,56081
2.3084,56084
2.3138,56076
2.3195,56069
2.3251,56081
2.3305,56082
2.3362,56084
2.3418,56082
2.3471,56081
2.3528,56079
2.3584,56077
2.3638,56078
2.3695,56076
2.3751,56075
2.3807,56074
2.386,56076
2.3916,56078
2.3973,56080
2.4029,56076
2.4082,56076
2.4139,56077
2.4195,56077
2.4252,56071
2.4306,56077
2.4362,56076
2.4416,56079
2.4472,56075
2.4529,56072
2.4585,56078
2.4638,56076
2.4695,56076
2.4751,56081
2.4805,56077
2.4862,56077
2.4918,56076
2.4971,56083
2.5028,56077
2.5084,56073
2.514,56069
2.5194,56078
2.5251,56080
2.5304,56074
2.5361,56080
2.5417,56083
2.5474,56078
2.5527,56078
2.5583,56076
2.5639,56078
2.5696,56081
2.575,56077
2.5806,56078
2.5863,56076
2.5917,56075
2.5973,56078
2.6027,56079
2.6084,56079
2.6138,56083
2.6194,56073
2.6251,56074
2.6305,56069
2.6362,56066
2.6416,56079
2.6472,56077
2.6529,56071
2.6585,56077
2.6639,56078
2.6694,56080
2.6751,56078
2.6805,56076
2.6862,56070
2.6916,56081
2.6972,56079
2.7029,56076
2.7083,56083
2.7139,56078
2.7196,56076
2.7249,56080
2.7306,56082
2.7362,56078
2.7416,56081
2.7473,56077
2.7529,56081
2.7583,56078
2.7639,56078
2.7695,56075
2.7749,56079
2.7806,56070
2.7862,56075
2.7916,56073
2.7972,56081
2.8029,56080
2.8083,56074
2.8139,56074
2.8196,56074
2.8249,56078
2.8306,56071
2.8362,56070
2.8416,56078
2.8473,56076
2.8529,56065
2.8583,56072
2.864,56075
2.8696,56070
2.8749,56066
2.8806,56067
2.8863,56074
2.8916,56070
2.8973,56066
2.9029,56071
2.9083,56078
2.914,56076
2.9196,56063
2.925,56074
2.9307,56074
2.9361,56071
2.9417,56072
2.9474,56075
2.9528,56079
2.9584,56064
2.9638,56068
2.9694,56073
2.9751,56076
2.9807,56066
2.9861,56068
2.9917,56070
2.9974,56078
3.0028,56062
3.0084,56058
3.0138,56064
3.0195,56064
3.0251,56063
3.0305,56064
3.0362,56065
3.0418,56064
3.0472,56059
3.0529,56062
3.0583,56064
3.064,56061
3.0694,56062
3.075,56058
3.0807,56061
3.0861,56061
3.0917,56065
3.0974,56059
3.1028,56056
3.1085,56060
3.1138,56059
3.1195,56065
3.1252,56063
3.1306,56065
3.1363,56053
3.1417,56060
3.1473,56063
3.1527,56053
3.1584,56058
3.1641,56056
3.1695,56059
3.1751,56058
3.1805,56064
3.1862,56055
3.1918,56055
3.1972,56056
3.2029,56058
3.2085,56060
3.2139,56058
3.2196,56056
3.2249,56055
3.2306,56055
3.2363,56057
3.2417,56056
3.2473,56054
3.253,56054
3.2584,56055
3.264,56056
3.2694,56056
3.2751,56058
3.2808,56057
3.2862,56053
3.2918,56058
3.2972,56056
3.3029,56054
3.3085,56054
