Experiment: Feb_19_chem2_expt vial 1, Thu Feb 18 11:43:08 2021
0.0045,0.0
0.0102,0.0004041906534275608
0.0158,3.846918612104844e-06
0.0212,0.0002075354454492695
0.0269,-2.554785038522134e-06
0.0325,0.001424228603531641
0.0379,3.846918612104844e-06
0.0435,0.0004054617887062628
0.0489,-5.737210544864979e-06
0.0545,-6.394333128545426e-07
0.0602,0.0002075354454492695
0.0655,0.00040355582284157254
0.0712,-0.0008149573788073239
0.0767,0.0004080099556855732
0.0824,0.0022409249806473186
0.088,0.0024400400597949234
0.0934,0.002640417136500206
0.099,-0.00019985936031219342
