Experiment: Feb_19_chem2_expt vial 3, Thu Feb 18 11:43:08 2021
0.0045,0.0
0.0102,-2.2591236579883045e-05
0.0158,-0.0012098840613345985
0.0212,-0.0007656536687188353
0.0269,-0.0011916970799279447
0.0325,-0.00038963433544036974
0.0379,0.0055892812351225896
0.0435,0.0012092454292516042
0.0489,-0.0015723070813331574
0.0545,0.0016436159790806926
0.0602,-0.0019528848449870129
0.0655,0.0016076985080868411
0.0712,-0.0023563476049344168
0.0767,-0.000326119549447057
0.0824,-0.00034882185929197007
0.088,0.00046187846923650966
0.0934,3.166218559158551e-05
0.099,-0.0023609285907193467
