Experiment: Feb_19_chem2_expt vial 0, Thu Feb 18 11:43:08 2021
0.0045,0.0
0.0102,0.0006910852630006709
0.0158,0.0017309044324192308
0.0212,0.0014239530795048388
0.0269,0.0021984575894666847
0.0325,0.002442661817081415
0.0379,0.001486667005407491
0.0435,0.003133496119530191
0.0489,0.0006282989676366368
0.0545,0.001158764954176536
0.0602,0.0007957303343036348
0.0655,0.0005864417488197909
0.0712,-2.795406838967951e-05
0.0767,0.0001814928467157445
0.0824,0.00217757725750381
0.088,0.0013403353836166781
0.0934,0.0010332905377517798
0.099,-0.0006145134519678214
