Experiment: Feb_19_chem2_expt vial 4, Thu Feb 18 11:43:08 2021
0.0045,0.0
0.0102,-2.8230648091209787e-05
0.0158,8.092906355128271e-05
0.0212,0.00014584011430640587
0.0269,0.0003288651722044289
0.0325,7.295002182550192e-05
0.0379,7.693913948947362e-05
0.0435,1.2171058406229562e-05
0.0489,0.00012204848258412504
0.0545,0.00012550982038361802
0.0602,2.0397792765081135e-05
0.0655,0.00010167130364080457
0.0712,0.0002643954052024
0.0767,8.092906355128271e-05
0.0824,6.0987507219278925e-05
0.088,-6.0427125897932754e-05
0.0934,0.00014640462381421138
0.099,-1.5894283682316157e-05
