Experiment: Feb_19_chem2_expt vial 7, Thu Feb 18 11:43:08 2021
0.0045,0.0
0.0102,-0.0013706222931517686
0.0158,0.001972493329662761
0.0212,0.0023997257291710206
0.0269,0.002836598559693204
0.0325,0.0014574578916770609
0.0379,0.0014574578916770609
0.0435,0.0038078338714768734
0.0489,0.0023412027746159136
0.0545,0.00421505288641888
0.0602,0.002448530463094123
0.0655,0.001923745034859703
0.0712,0.0023704584256014627
0.0767,0.001923745034859703
0.0824,0.0029636376096009442
0.088,0.0004470029595331493
0.0934,-0.0022171634551853003
0.099,0.004837903942246147
