Experiment: Apr27_cal_tst_expt vial 9, Wed Apr 27 17:25:27 2022
0.004,28191
0.0091,28193
0.0148,28207
0.0201,28259
0.0258,28285
0.0314,28274
0.0368,28155
0.0424,28239
0.0481,28276
0.0534,28264
0.0591,28083
0.0647,28178
0.0704,28241
0.0757,28256
0.0813,28249
0.0869,28164
0.0926,28213
0.0979,28174
0.1035,28227
0.1092,28166
0.1145,27847
0.1202,28168
0.1258,28072
0.1314,28145
0.1368,28198
0.1424,28157
0.148,28187
0.1537,28187
0.159,28250
0.1647,28122
0.1703,28234
0.1756,28234
0.1813,28188
0.1869,28192
0.1925,28156
0.1979,28146
0.2035,28194
0.2091,28196
0.2148,28199
0.2201,28217
0.2257,27737
0.2314,28205
0.2368,28158
0.2424,28138
0.2481,28190
0.2537,28181
0.259,28221
0.2647,28192
0.2703,28220
0.2757,28165
0.2813,28238
0.2869,28221
0.2923,28242
0.2979,28141
0.3035,28265
0.3092,28186
0.3148,28191
0.3202,28210
0.3258,28184
0.3312,28227
0.3368,28193
0.3424,28230
0.3481,28201
0.3534,28201
0.3591,28212
0.3647,28211
0.3701,28206
0.3757,28249
0.3813,28257
0.387,28220
0.3923,28216
0.3979,28261
0.4036,28154
0.4092,28227
0.4146,28243
0.4202,28210
0.4258,28207
0.4314,28219
0.4368,28201
0.4424,28202
0.448,28247
0.4537,28239
0.459,28202
0.4647,28212
0.4703,28209
0.4757,28176
0.4813,28185
0.4869,28196
0.4926,28179
0.4979,28173
0.5036,28154
0.5092,28136
0.5146,28243
0.5202,28260
0.5259,28167
0.5312,28218
0.5369,28171
0.5426,28191
0.5479,28226
0.5536,28085
0.559,28270
0.5646,28254
0.5703,28245
0.5757,28243
0.5813,28193
0.587,28219
0.5924,28218
0.5981,28186
0.6037,28250
0.6091,28189
0.6148,28168
0.6201,28214
0.6257,28221
0.6314,28221
0.6368,28225
0.6424,28236
0.6481,28223
0.6535,28193
0.6591,28197
0.6648,28208
0.6701,28216
0.6758,28187
0.6814,28204
0.687,28227
0.6924,28233
0.698,28158
0.7037,28224
0.709,28220
0.7147,28165
0.7203,28226
0.7256,28209
0.7313,28109
0.7369,28164
