Experiment: Apr27_cal_tst_expt vial 11, Wed Apr 27 17:25:27 2022
0.004,27333
0.0091,27348
0.0148,27321
0.0201,27272
0.0258,27258
0.0314,27244
0.0368,27189
0.0424,27173
0.0481,27174
0.0534,27173
0.0591,27171
0.0647,27167
0.0704,27181
0.0757,27164
0.0813,27180
0.0869,27168
0.0926,27183
0.0979,27190
0.1035,27181
0.1092,27184
0.1145,27191
0.1202,27197
0.1258,27191
0.1314,27196
0.1368,27202
0.1424,27201
0.148,27193
0.1537,27209
0.159,27211
0.1647,27209
0.1703,27222
0.1756,27214
0.1813,27210
0.1869,27223
0.1925,27224
0.1979,27231
0.2035,27241
0.2091,27249
0.2148,27252
0.2201,27257
0.2257,27260
0.2314,27250
0.2368,27263
0.2424,27271
0.2481,27270
0.2537,27264
0.259,27278
0.2647,27289
0.2703,27285
0.2757,27293
0.2813,27296
0.2869,27297
0.2923,27311
0.2979,27304
0.3035,27309
0.3092,27327
0.3148,27333
0.3202,27327
0.3258,27332
0.3312,27325
0.3368,27334
0.3424,27337
0.3481,27334
0.3534,27349
0.3591,27344
0.3647,27355
0.3701,27362
0.3757,27360
0.3813,27363
0.387,27371
0.3923,27366
0.3979,27369
0.4036,27387
0.4092,27378
0.4146,27382
0.4202,27386
0.4258,27292
0.4314,27385
0.4368,27397
0.4424,27391
0.448,27391
0.4537,27397
0.459,27355
0.4647,27380
0.4703,27388
0.4757,27384
0.4813,27373
0.4869,27383
0.4926,27381
0.4979,27370
0.5036,27379
0.5092,27381
0.5146,27371
0.5202,27375
0.5259,27382
0.5312,27375
0.5369,27373
0.5426,27377
0.5479,27376
0.5536,27375
0.559,27383
0.5646,27376
0.5703,27362
0.5757,27369
0.5813,27370
0.587,27368
0.5924,27374
0.5981,27385
0.6037,27376
0.6091,27367
0.6148,27375
0.6201,27373
0.6257,27371
0.6314,27374
0.6368,27378
0.6424,27383
0.6481,27374
0.6535,27380
0.6591,27370
0.6648,27369
0.6701,27378
0.6758,27376
0.6814,27377
0.687,27381
0.6924,27373
0.698,27362
0.7037,27369
0.709,27373
0.7147,27365
0.7203,27374
0.7256,27374
0.7313,27368
0.7369,27374
0.7425,27368
0.7481,27367
0.7537,27371
0.759,27378
0.7647,27366
0.7703,27377
0.7759,27376
0.7813,27369
0.7869,27372
0.7925,27376
0.7979,27367
0.8035,27367
0.8091,27365
0.8147,27367
0.8203,27369
0.8259,27365
0.8313,27364
0.8369,27376
0.8425,27370
0.8479,27363
0.8535,27368
0.8592,27367
0.8648,27360
0.8701,27360
0.8758,27372
0.8814,27373
0.887,27374
0.8924,27365
0.898,27365
0.9037,27366
0.909,27372
0.9147,27373
0.9203,27375
0.9259,27380
0.9313,27374
0.9369,27376
0.9425,27373
0.9479,27374
0.9535,27367
0.9591,27377
0.9648,27379
0.9701,27374
0.9757,27373
0.9814,27376
0.987,27376
0.9924,27375
0.998,27374
1.0036,27379
1.0093,27377
1.0146,27377
1.0203,27370
1.0259,27364
1.0313,27373
1.0369,27364
1.0426,27361
1.0482,27360
1.0535,27366
1.0592,27357
1.0648,27370
1.0704,27375
1.0757,27360
1.0814,27366
1.087,27364
1.0926,27367
1.098,27362
1.1036,27368
1.1092,27361
1.1146,27366
1.1202,27369
1.1258,27362
1.1315,27361
1.1369,27369
1.1425,27367
1.1481,27372
1.1535,27372
1.1592,27371
1.1648,27373
1.1704,27374
1.1758,27372
1.1814,27373
1.1871,27375
1.1924,27374
1.1981,27379
1.2037,27380
1.2091,27371
1.2147,27373
1.2203,27366
1.2259,27372
1.2313,27371
1.2369,27375
1.2425,27380
1.2482,27378
1.2535,27373
1.2592,27372
1.2648,27373
1.2702,27371
1.2758,27375
1.2814,27383
1.2871,27374
1.2924,27376
1.2981,27384
1.3037,27377
1.309,27379
1.3146,27385
1.3202,27381
1.3259,27378
1.3314,27381
1.3371,27377
1.3424,27382
1.3481,27383
1.3537,27381
1.3591,27376
1.3647,27387
1.3702,27386
1.3759,27382
1.3815,27385
1.3868,27383
1.3925,27382
1.398,27378
1.4037,27376
1.4093,27374
1.4146,27381
1.4203,27378
1.4258,27370
1.4315,27367
1.4368,27370
1.4425,27366
1.4481,27369
1.4537,27387
1.4593,27375
1.4647,27359
1.4703,27374
1.4759,27373
1.4815,27373
1.4868,27357
1.4925,27372
1.4981,27376
1.5037,27371
1.5091,27366
1.5147,27365
1.5204,27372
1.5259,27375
1.5315,27374
1.5369,27367
1.5425,27366
1.5481,27369
1.5538,27363
1.5591,27370
1.5647,27375
1.5704,27375
1.576,27374
1.5814,27374
1.587,27368
1.5924,27375
1.598,27373
1.6036,27373
1.6093,27378
1.6149,27369
1.6203,27372
1.6259,27372
1.6316,27383
1.6369,27377
1.6425,27375
1.6481,27375
1.6535,27374
1.6591,27371
1.6647,27372
1.6703,27371
1.676,27381
1.6813,27372
1.6869,27378
1.6926,27379
1.6982,27374
1.7035,27374
1.7092,27372
1.7148,27370
1.7204,27370
1.7258,27379
1.7314,27367
1.737,27367
1.7427,27369
1.748,27371
1.7536,27358
1.7593,27366
1.7648,27369
1.7704,27365
1.7758,27364
1.7814,27356
1.7871,27369
1.7924,27367
1.7981,27362
1.8037,27363
1.8093,27368
1.8147,27368
1.8203,27368
1.8259,27362
1.8313,27366
1.8369,27371
1.8426,27370
1.8482,27366
1.8535,27373
1.8592,27371
1.8648,27367
1.8704,27370
1.8758,27370
1.8814,27365
1.8871,27371
1.8924,27385
1.898,27379
1.9037,27374
1.9093,27380
1.9146,27382
1.9203,27378
1.9259,27377
1.9315,27380
1.9369,27377
1.9425,27373
1.9482,27372
1.9535,27365
1.9591,27368
1.9648,27367
1.9704,27363
1.9757,27360
1.9813,27371
1.987,27363
1.9926,27354
1.998,27375
2.0036,27375
2.0093,27366
2.0149,27366
2.0203,27369
2.0259,27368
2.0315,27371
2.0369,27371
2.0425,27369
2.0481,27370
2.0538,27377
2.0591,27382
2.0648,27374
2.0704,27371
2.076,27375
2.0814,27370
2.087,27370
2.0926,27360
2.098,27371
2.1036,27368
2.1093,27372
2.1149,27371
2.1203,27368
2.1259,27369
2.1315,27377
2.1369,27374
2.1425,27372
2.1481,27372
2.1538,27371
2.1591,27369
2.1648,27370
2.1704,27372
2.176,27372
2.1813,27377
2.187,27372
2.1926,27376
2.198,27375
2.2036,27372
2.2092,27381
2.2149,27376
2.2202,27361
2.2259,27366
2.2315,27373
2.2371,27371
2.2425,27369
2.2481,27374
2.2538,27377
2.2591,27367
2.2648,27371
2.2704,27375
2.2757,27375
2.2814,27376
2.287,27365
2.2927,27378
2.298,27381
2.3036,27368
2.3093,27371
2.3149,27368
2.3203,27369
2.3259,27371
2.3315,27375
2.3369,27376
2.3425,27373
2.3481,27370
2.3538,27368
2.3591,27371
2.3648,27361
2.3704,27360
2.3759,27369
2.3816,27370
2.3869,27374
2.3925,27372
2.3982,27368
2.4038,27375
2.4092,27367
2.4148,27374
2.4204,27372
2.426,27371
2.4314,27371
2.437,27384
2.4427,27386
2.448,27378
2.4536,27374
2.4593,27384
2.4649,27370
2.4702,27367
2.4759,27377
