Experiment: Apr27_cal_tst_expt vial 1, Wed Apr 27 17:25:27 2022
0.004,28844
0.0091,28820
0.0148,28841
0.0201,28842
0.0258,28845
0.0314,28865
0.0368,28869
0.0424,28861
0.0481,28868
0.0534,28867
0.0591,28874
0.0647,28884
0.0704,28882
0.0757,28869
0.0813,28884
0.0869,28881
0.0926,28886
0.0979,28891
0.1035,28892
0.1092,28895
0.1145,28876
0.1202,28857
0.1258,28887
0.1314,28880
0.1368,28889
0.1424,28892
0.148,28884
0.1537,28875
0.159,28879
0.1647,28870
0.1703,28849
0.1756,28854
0.1813,28855
0.1869,28870
0.1925,28845
0.1979,28857
0.2035,28844
0.2091,28843
0.2148,28860
0.2201,28859
0.2257,28863
0.2314,28867
0.2368,28870
0.2424,28883
0.2481,28861
0.2537,28859
0.259,28858
0.2647,28855
0.2703,28846
0.2757,28853
0.2813,28845
0.2869,28817
0.2923,28838
0.2979,28828
0.3035,28833
0.3092,28827
0.3148,28622
0.3202,28826
0.3258,28805
0.3312,28804
0.3368,28821
0.3424,28827
0.3481,28827
0.3534,28829
0.3591,28831
0.3647,28842
0.3701,28839
0.3757,28835
0.3813,28847
0.387,28846
0.3923,28844
0.3979,28846
0.4036,28841
0.4092,28832
0.4146,28843
0.4202,28831
0.4258,28852
0.4314,28835
0.4368,28828
0.4424,28846
0.448,28850
0.4537,28853
0.459,28854
0.4647,28856
0.4703,28860
0.4757,28867
0.4813,28870
0.4869,28869
0.4926,28875
0.4979,28871
0.5036,28873
0.5092,28880
0.5146,28878
0.5202,28864
0.5259,28879
0.5312,28875
0.5369,28878
0.5426,28881
0.5479,28876
0.5536,28881
0.559,28869
0.5646,28864
0.5703,28870
0.5757,28882
0.5813,28830
0.587,28877
0.5924,28888
0.5981,28887
0.6037,28890
0.6091,28884
0.6148,28881
0.6201,28884
0.6257,28890
0.6314,28886
0.6368,28886
0.6424,28881
0.6481,28886
0.6535,28890
0.6591,28888
0.6648,28882
0.6701,28869
0.6758,28884
0.6814,28881
0.687,28880
0.6924,28879
0.698,28872
0.7037,28867
0.709,28875
0.7147,28877
0.7203,28876
0.7256,28884
0.7313,28883
0.7369,28878
0.7425,28878
0.7481,28876
0.7537,28879
0.759,28880
0.7647,28878
0.7703,28883
0.7759,28878
0.7813,28883
0.7869,28878
0.7925,28880
0.7979,28878
0.8035,28872
0.8091,28874
0.8147,28882
0.8203,28873
0.8259,28879
0.8313,28878
0.8369,28871
0.8425,28875
0.8479,28866
0.8535,28876
0.8592,28877
0.8648,28874
0.8701,28872
0.8758,28876
0.8814,28878
0.887,28845
0.8924,28869
0.898,28877
0.9037,28871
0.909,28873
0.9147,28878
0.9203,28880
0.9259,28874
0.9313,28877
0.9369,28883
0.9425,28874
0.9479,28880
0.9535,28867
0.9591,28877
0.9648,28878
0.9701,28876
0.9757,28872
0.9814,28876
0.987,28875
0.9924,28870
0.998,28870
1.0036,28874
1.0093,28865
1.0146,28872
1.0203,28866
1.0259,28869
1.0313,28872
1.0369,28871
1.0426,28861
1.0482,28869
1.0535,28872
1.0592,28872
1.0648,28868
1.0704,28868
1.0757,28867
1.0814,28866
1.087,28870
1.0926,28875
1.098,28870
1.1036,28874
1.1092,28869
1.1146,28869
1.1202,28867
1.1258,28865
1.1315,28868
1.1369,28875
1.1425,28872
1.1481,28870
1.1535,28869
1.1592,28869
1.1648,28869
1.1704,28871
1.1758,28868
1.1814,28870
1.1871,28870
1.1924,28866
1.1981,28872
1.2037,28872
1.2091,28869
1.2147,28862
1.2203,28866
1.2259,28868
1.2313,28867
1.2369,28861
1.2425,28852
1.2482,28850
1.2535,28864
1.2592,28865
1.2648,28868
1.2702,28869
1.2758,28858
1.2814,28865
1.2871,28861
1.2924,28861
1.2981,28858
1.3037,28865
1.309,28865
1.3146,28866
1.3202,28867
1.3259,28866
1.3314,28871
1.3371,28870
1.3424,28869
1.3481,28869
1.3537,28876
1.3591,28872
1.3647,28879
1.3702,28874
1.3759,28877
1.3815,28875
1.3868,28874
1.3925,28869
1.398,28871
1.4037,28869
1.4093,28872
1.4146,28872
1.4203,28709
1.4258,28866
1.4315,28856
1.4368,28859
1.4425,28856
1.4481,28855
1.4537,28864
1.4593,28861
1.4647,28861
1.4703,28850
1.4759,28867
1.4815,28865
1.4868,28863
1.4925,28865
1.4981,28868
1.5037,28862
1.5091,28861
1.5147,28863
1.5204,28862
1.5259,28861
1.5315,28862
1.5369,28861
1.5425,28858
1.5481,28862
1.5538,28861
1.5591,28862
1.5647,28862
1.5704,28860
1.576,28865
1.5814,28856
1.587,28859
1.5924,28863
1.598,28854
1.6036,28857
1.6093,28854
1.6149,28860
1.6203,28855
1.6259,28853
1.6316,28858
1.6369,28851
1.6425,28856
1.6481,28852
1.6535,28856
1.6591,28865
1.6647,28854
1.6703,28859
1.676,28859
1.6813,28852
1.6869,28851
1.6926,28855
1.6982,28859
1.7035,28856
1.7092,28851
1.7148,28861
1.7204,28854
1.7258,28855
1.7314,28850
1.737,28852
1.7427,28852
1.748,28855
1.7536,28851
1.7593,28855
1.7648,28857
1.7704,28853
1.7758,28853
1.7814,28850
1.7871,28855
1.7924,28848
1.7981,28848
1.8037,28855
1.8093,28849
1.8147,28851
1.8203,28855
1.8259,28850
1.8313,28849
1.8369,28852
1.8426,28856
1.8482,28850
1.8535,28855
1.8592,28849
1.8648,28847
1.8704,28858
1.8758,28855
1.8814,28853
1.8871,28852
1.8924,28852
1.898,28848
1.9037,28850
1.9093,28851
1.9146,28850
1.9203,28849
1.9259,28849
1.9315,28847
1.9369,28848
1.9425,28844
1.9482,28846
1.9535,28844
1.9591,28846
1.9648,28845
1.9704,28845
1.9757,28842
1.9813,28845
1.987,28849
1.9926,28844
1.998,28850
2.0036,28847
2.0093,28839
2.0149,28844
2.0203,28841
2.0259,28850
2.0315,28845
2.0369,28846
2.0425,28845
2.0481,28846
2.0538,28846
2.0591,28844
2.0648,28844
2.0704,28840
2.076,28842
2.0814,28844
2.087,28843
2.0926,28845
2.098,28846
2.1036,28840
2.1093,28840
2.1149,28843
2.1203,28838
2.1259,28840
2.1315,28844
