Experiment: Feb_23_T2_chemo_expt vial 5, Tue Feb 23 14:55:02 2021
0.0047,28063
0.0107,28061
0.0163,28044
0.022,28051
0.0273,28060
0.033,28054
0.0386,28053
0.044,28068
0.0496,28052
0.0553,28048
0.0609,28043
0.0662,28048
0.0719,28067
0.0775,28062
0.0829,28058
0.0885,28058
0.0942,28061
0.0995,28068
0.1052,28070
0.1108,28072
0.1164,28078
0.1218,28055
0.1274,28065
0.1331,28060
0.1385,28079
0.1441,28071
0.1497,28094
0.1551,28088
0.1607,28105
0.1664,28080
0.1717,28076
0.1774,28058
0.183,28083
0.1886,28067
0.194,28082
0.1997,28087
0.2051,28091
0.2108,28108
0.2162,28101
0.2219,28101
0.2275,28091
0.2332,28085
0.2385,28072
0.2442,28098
0.2498,28086
0.2552,28076
0.2608,28103
0.2664,28089
0.2718,28089
0.2774,28095
0.2831,28095
0.2884,28089
0.2941,28099
0.2997,28087
0.3051,28113
0.3107,28103
0.3164,28106
0.322,28106
0.3274,28099
0.333,28099
0.3386,28109
0.344,28091
0.3496,28112
0.3553,28114
0.3606,28103
0.3663,28109
0.3719,28105
0.3775,28099
0.3829,28114
0.3886,28102
0.3942,28107
0.3996,28088
0.4052,28115
0.4109,28120
0.4162,28106
0.4219,28123
0.4275,28109
0.4332,28118
0.4385,28132
0.4442,28135
0.4498,28128
0.4552,28123
0.4608,28128
0.4665,28133
0.4718,28137
0.4775,28137
0.4829,28140
0.4885,28135
0.4941,28132
0.4998,28137
0.5051,28135
0.5108,28136
0.5164,28138
0.522,28143
0.5274,28136
0.533,28135
0.5387,28138
0.544,28132
0.5497,28147
0.5553,28143
0.5607,28142
0.5663,28149
0.5719,28154
0.5776,28149
0.5829,28166
0.5886,28169
0.5942,28153
0.5996,28157
0.6052,28157
0.6108,28154
0.6162,28165
0.6217,28161
0.6274,28173
0.633,28178
0.6386,28171
0.644,28171
0.6496,28171
0.6553,28175
0.6609,28166
0.6663,28168
0.6719,28169
0.6773,28182
0.683,28175
0.6886,28169
0.694,28165
0.6996,28172
0.7051,28187
0.7108,28179
0.7165,28189
0.7218,28190
0.7275,28184
0.7329,28192
0.7386,28175
0.7442,28174
0.7496,28184
0.7552,28190
0.7608,28195
0.7664,28194
0.7718,28198
0.7774,28191
0.7831,28190
0.7886,28194
0.7942,28206
0.7996,28197
0.8052,28198
0.8108,28199
0.8164,28203
0.822,28214
0.8274,28191
0.8331,28209
0.8384,28203
0.8441,28209
0.8497,28201
0.8554,28219
0.8607,28216
0.8664,28211
0.872,28214
0.8773,28220
0.883,28221
0.8886,28211
0.894,28231
0.8996,28224
0.9053,28223
0.9106,28234
0.9163,28223
0.9219,28207
0.9273,28221
0.933,28220
0.9386,28222
0.9443,28232
0.9496,28237
0.9552,28230
0.9609,28231
0.9662,28231
0.9719,28234
0.9775,28241
0.9829,28238
0.9885,28237
0.9942,28250
0.9998,28252
1.0052,28259
1.0109,28255
1.0162,28234
1.0219,28260
1.0275,28264
1.0329,28263
1.0385,28255
1.0442,28276
1.0495,28264
1.0552,28277
1.0608,28282
1.0662,28274
1.0719,28304
1.0775,28283
1.0829,28270
1.0885,28284
1.0942,28292
1.0995,28307
1.1052,28307
1.1108,28324
1.1162,28299
1.1219,28303
1.1275,28316
1.1331,28313
1.1385,28314
1.1441,28324
1.1498,28313
1.1551,28311
1.1608,28329
1.1664,28318
1.1718,28310
1.1774,28332
1.1831,28327
1.1885,28320
1.1941,28333
1.1997,28330
1.2051,28327
1.2107,28327
1.2164,28328
1.222,28337
1.2274,28332
1.233,28338
1.2387,28324
1.244,28333
1.2497,28351
1.2553,28337
1.2607,28340
1.2663,28328
1.2719,28325
1.2776,28327
1.2829,28342
1.2886,28354
1.2942,28331
1.2996,28349
1.3052,28345
1.3109,28333
1.3165,28355
1.3219,28341
1.3275,28338
1.3329,28337
1.3385,28343
1.3442,28356
1.3498,28350
1.3552,28354
1.3608,28344
1.3664,28370
1.3718,28343
1.3774,28355
1.383,28347
1.3884,28345
1.394,28354
1.3997,28332
1.4053,28335
1.411,28338
1.4163,28328
1.422,28340
1.4273,28341
1.433,28308
1.4386,28338
1.4442,28338
1.4496,28334
1.4553,28342
1.4606,28338
1.4663,28350
1.4719,28344
1.4776,28334
1.4829,28336
1.4886,28334
1.4943,28319
1.4996,28340
1.5053,28346
1.5109,28342
1.5163,28330
1.5219,28318
1.5276,28328
1.5329,28327
1.5386,28322
1.544,28313
1.5496,28302
1.5552,28308
1.5609,28308
1.5665,28309
1.5719,28322
1.5775,28294
1.5832,28302
1.5885,28288
1.5942,28285
1.5995,28293
1.6052,28297
1.6108,28300
1.6165,28291
1.6218,28305
1.6275,28283
1.6328,28299
1.6385,28288
1.6441,28289
1.6497,28288
1.6554,28279
1.6607,28272
1.6664,28270
1.672,28263
1.6774,28261
1.683,28248
1.6887,28257
1.694,28232
1.6997,28237
