Experiment: Feb_23_T2_chemo_expt vial 0, Tue Feb 23 14:55:02 2021
0.0047,26049
0.0107,26050
0.0163,26050
0.022,26053
0.0273,26063
0.033,26064
0.0386,26047
0.044,26049
0.0496,26040
0.0553,26049
0.0609,26053
0.0662,26052
0.0719,26057
0.0775,26063
0.0829,26065
0.0885,26048
0.0942,26045
0.0995,26058
0.1052,26056
0.1108,26050
0.1164,26049
0.1218,26050
0.1274,26052
0.1331,26054
0.1385,26045
0.1441,26036
0.1497,26045
0.1551,26040
0.1607,26048
0.1664,26054
0.1717,26043
0.1774,26034
0.183,26035
0.1886,26040
0.194,26053
0.1997,26065
0.2051,26057
0.2108,26050
0.2162,26052
0.2219,26048
0.2275,26050
0.2332,26060
0.2385,26055
0.2442,26053
0.2498,26057
0.2552,26060
0.2608,26060
0.2664,26043
0.2718,26049
0.2774,26064
0.2831,26059
0.2884,26078
0.2941,26056
0.2997,26055
0.3051,26062
0.3107,26069
0.3164,26070
0.322,26063
0.3274,26059
0.333,26066
0.3386,26058
0.344,26063
0.3496,26071
0.3553,26069
0.3606,26059
0.3663,26066
0.3719,26057
0.3775,26053
0.3829,26058
0.3886,26060
0.3942,26049
0.3996,26052
0.4052,26058
0.4109,26051
0.4162,26051
0.4219,26052
0.4275,26052
0.4332,26050
0.4385,26055
0.4442,26053
0.4498,26058
0.4552,26061
0.4608,26046
0.4665,26052
0.4718,26060
0.4775,26069
0.4829,26063
0.4885,26055
0.4941,26059
0.4998,26061
0.5051,26051
0.5108,26053
0.5164,26046
0.522,26057
0.5274,26048
0.533,26053
0.5387,26054
0.544,26056
0.5497,26055
0.5553,26054
0.5607,26056
0.5663,26045
0.5719,26055
0.5776,26050
0.5829,26061
0.5886,26054
0.5942,26058
0.5996,26063
0.6052,26069
0.6108,26070
0.6162,26060
0.6217,26068
0.6274,26069
0.633,26069
0.6386,26058
0.644,26059
0.6496,26063
0.6553,26058
0.6609,26053
0.6663,26064
0.6719,26056
0.6773,26057
0.683,26060
0.6886,26056
0.694,26064
0.6996,26058
0.7051,26064
0.7108,26063
0.7165,26066
0.7218,26064
0.7275,26053
0.7329,26057
0.7386,26045
0.7442,26054
0.7496,26053
0.7552,26058
0.7608,26052
0.7664,26061
0.7718,26060
0.7774,26052
0.7831,26065
0.7886,26056
0.7942,26055
0.7996,26059
0.8052,26060
0.8108,26060
0.8164,26066
0.822,26059
0.8274,26058
0.8331,26064
0.8384,26061
0.8441,26063
0.8497,26055
0.8554,26053
0.8607,26052
0.8664,26043
0.872,26037
0.8773,26054
0.883,26047
0.8886,26047
0.894,26065
0.8996,26071
0.9053,26064
0.9106,26067
0.9163,26066
0.9219,26063
0.9273,26059
0.933,26055
0.9386,26056
0.9443,26067
0.9496,26061
0.9552,26071
0.9609,26081
0.9662,26073
0.9719,26070
0.9775,26073
0.9829,26073
0.9885,26066
0.9942,26073
0.9998,26077
1.0052,26075
1.0109,26084
1.0162,26075
1.0219,26086
1.0275,26094
1.0329,26087
1.0385,26084
1.0442,26082
1.0495,26071
1.0552,26079
1.0608,26074
1.0662,26070
1.0719,26081
1.0775,26076
1.0829,26073
1.0885,26074
1.0942,26078
1.0995,26081
1.1052,26086
1.1108,26087
1.1162,26087
1.1219,26080
1.1275,26079
1.1331,26063
1.1385,26073
1.1441,26062
1.1498,26055
1.1551,26068
1.1608,26062
1.1664,26053
1.1718,26045
1.1774,26070
1.1831,26054
1.1885,26057
1.1941,26065
1.1997,26064
1.2051,26062
1.2107,26060
1.2164,26058
1.222,26068
1.2274,26071
1.233,26078
1.2387,26071
1.244,26072
1.2497,26079
1.2553,26075
1.2607,26075
1.2663,26073
1.2719,26066
1.2776,26069
1.2829,26081
1.2886,26067
1.2942,26056
1.2996,26065
1.3052,26063
1.3109,26068
1.3165,26060
1.3219,26066
1.3275,26053
1.3329,26058
1.3385,26048
1.3442,26060
1.3498,26058
1.3552,26057
1.3608,26052
1.3664,26048
1.3718,26054
1.3774,26054
1.383,26044
1.3884,26060
1.394,26045
1.3997,26036
1.4053,26039
1.411,26041
1.4163,26038
1.422,26045
1.4273,26038
1.433,26043
1.4386,26049
1.4442,26050
1.4496,26051
1.4553,26055
1.4606,26053
1.4663,26050
1.4719,26050
1.4776,26045
1.4829,26057
1.4886,26057
1.4943,26049
1.4996,26046
1.5053,26041
1.5109,26052
1.5163,26058
1.5219,26044
1.5276,26042
1.5329,26045
1.5386,26040
1.544,26049
1.5496,26050
1.5552,26042
1.5609,26059
1.5665,26052
1.5719,26058
1.5775,26050
1.5832,26053
1.5885,26052
1.5942,26040
1.5995,26065
1.6052,26059
1.6108,26054
1.6165,26053
1.6218,26049
1.6275,26054
1.6328,26051
1.6385,26045
1.6441,26054
1.6497,26064
1.6554,26057
1.6607,26062
1.6664,26065
1.672,26061
1.6774,26061
1.683,26052
1.6887,26060
1.694,26065
1.6997,26056
1.7053,26057
1.7107,26050
