Experiment: July_9_negative_cntrl_expt vial 11, Fri Jul  9 17:30:38 2021
0,0
72.0043,5.0
91.9937,24.0
93.9939,24.0
95.9995,24.0
103.0609,22.48
104.9552,22.63
106.7108,22.53
108.5943,22.77
110.4722,23.09
112.4776,22.67
114.3778,22.79
116.3222,22.55
118.2557,22.93
120.0111,25
121.9392,22.7
123.9558,22.54
125.8725,23.0
128.0003,24.25
130.0225,22.97
131.956,22.54
133.9504,22.7
135.7284,22.57
137.6562,22.82
139.5562,23.47
141.7341,23.41
143.4842,22.76
145.4507,23.29
147.4119,23.32
149.3622,22.51
151.1732,23.85
153.2343,22.83
155.1065,22.62
156.9621,22.48
158.9178,22.55
160.7845,22.5
162.7901,22.77
165.7731,25
167.424,22.71
169.2461,22.57
171.2016,22.67
173.0628,23.0
175.1018,22.58
176.9797,22.46
178.8185,22.78
180.7018,22.55
182.6686,22.59
184.5409,22.69
186.3522,22.46
188.2745,22.7
190.1409,22.72
192.1246,24.0
194.1468,23.23
196.0413,23.0
197.7858,22.64
199.697,22.71
201.4525,22.55
203.3526,22.7
205.1415,22.68
207.0694,22.99
209.0696,24.0
211.0751,24.0
213.0639,22.62
214.9531,22.77
216.8251,23.71
218.8252,24.0
220.6253,22.65
222.6254,24.0
224.4977,22.91
226.4865,23.32
228.4255,22.92
230.3423,23.33
232.3424,24.0
234.3481,24.0
236.3535,24.0
238.3536,24.0
240.2702,22.51
242.2704,24.0
244.276,24.0
246.2761,24.0
248.2815,24.0
250.2817,24.0
252.2872,24.0
254.2873,24.0
256.2929,24.0
258.2986,24.0
260.5153,22.9
262.3154,22.5
264.3208,22.9
266.3209,22.9
268.3211,22.9
270.3265,22.9
272.3266,22.9
274.3268,22.9
276.3324,22.9
278.3381,22.9
280.3435,22.9
282.3436,22.9
