Experiment: July_9_negative_cntrl_expt vial 9, Fri Jul  9 17:30:38 2021
0,0
8.3583,24.23
9.8528,24.24
11.3696,24.06
12.8196,24.1
14.4194,24.36
15.9419,24.04
17.4753,24.18
19.0142,24.1
20.6196,24.23
22.1531,24.25
23.6308,24.13
25.231,24.0
26.67,24.12
28.2977,24.22
29.7921,24.05
31.2865,24.08
32.77,24.74
34.3256,24.16
35.8424,24.91
37.4424,24.18
39.0089,24.15
40.5258,24.13
42.1369,24.05
43.7369,24.99
45.1534,24.0
46.637,24.06
48.1424,24.0
49.576,24.2
51.2149,24.27
52.7372,24.2
54.1481,24.04
55.5815,24.18
57.0149,24.09
58.3705,24.03
59.5984,24.1
60.8984,24.22
62.2484,24.3
63.6597,24.22
64.9984,24.01
66.2264,24.13
67.5986,24.1
69.0932,24.16
70.4543,24.04
71.8653,24.51
73.321,24.43
74.7155,24.02
76.1601,24.11
77.4823,24.01
79.0212,24.14
80.3877,24.22
81.8657,24.29
83.3934,25
84.8657,24.3
86.2881,24.23
87.7325,24.31
89.2826,24.0
90.6047,24.5
92.1104,24.06
93.6106,24.23
95.1607,24.0
96.7163,24.0
98.2719,24.0
99.8273,24.0
101.3775,24.0
102.9276,24.0
104.3885,24.65
105.3331,25
106.8832,24.0
108.4054,24.22
109.9609,24.0
111.5109,24.0
113.0611,24.0
114.6113,24.0
116.1668,24.0
117.7168,24.0
119.4223,24.0
121.1225,24.0
122.828,24.0
124.5282,24.0
126.2338,24.0
127.9391,24.0
129.6393,24.0
131.3394,24.0
133.0395,24.0
134.745,24.0
136.1618,24.05
136.2672,13.47
137.5505,24.02
139.2506,24.0
140.9506,24.0
142.6507,24.0
144.3509,24.0
145.062,24.05
146.7674,24.0
148.4677,24.0
150.1731,24.0
151.8732,24.0
153.5733,24.0
155.2734,24.0
156.9787,24.0
158.6789,24.0
160.3791,24.0
162.0845,24.0
162.3901,24.26
165.9792,24.0
167.6795,24.0
169.3795,24.0
171.0852,24.0
172.7907,24.0
174.4907,24.0
176.1908,24.0
177.8908,24.0
179.5964,24.0
181.302,24.0
183.0076,24.0
184.7076,24.0
186.4078,24.0
188.1133,24.0
189.819,24.0
191.5243,24.0
193.2245,24.0
194.9302,24.0
196.6304,24.0
198.336,24.0
200.0413,24.0
