Experiment: Mar_5_T2_Turb_expt vial 8, Fri Mar  5 18:09:41 2021
0.0046,101
0.0103,101
0.0156,100
0.0213,100
0.0267,100
0.0324,99
0.0378,102
0.0435,98
0.0489,100
0.0546,100
0.0603,103
0.0657,104
0.0714,101
0.0768,103
0.0824,102
0.0878,102
0.0935,100
0.0989,102
0.1046,102
0.11,98
0.1157,99
0.1214,98
0.1268,100
0.1325,100
0.1379,100
0.1436,103
0.149,99
0.1547,99
0.1601,101
0.1658,102
0.1712,99
0.1769,103
0.1823,99
0.1879,101
0.1936,101
0.199,100
0.2047,99
0.2101,98
0.2158,101
0.2212,102
0.2269,101
0.2323,103
0.238,103
0.2434,102
0.2491,101
0.2545,100
0.2602,100
0.2656,102
0.2712,99
0.2769,100
0.2823,100
0.288,100
0.2934,104
0.2991,100
0.3045,102
0.3102,101
0.3156,103
0.3213,104
0.3267,102
0.3324,98
0.3381,95
0.3435,97
0.3491,97
0.3545,99
0.3602,100
0.3656,103
0.3713,103
0.3767,104
0.3824,101
0.3878,102
0.3935,104
0.3989,102
0.4046,99
0.4103,103
0.4157,102
0.4214,101
0.4268,106
0.4324,105
0.4378,103
0.4435,98
0.4489,102
0.4546,100
0.4603,100
0.4657,103
0.4714,105
0.4768,100
0.4825,101
0.4879,99
0.4936,100
0.499,100
0.5046,100
0.51,102
0.5157,103
0.5211,99
0.5268,100
0.5325,100
0.5379,103
0.5436,102
0.549,102
0.5547,102
0.5601,100
0.5657,101
0.5712,104
0.5769,100
0.5823,99
0.588,105
0.5936,102
0.599,98
0.6047,100
0.6101,103
0.6158,104
0.6212,100
0.6269,101
0.6324,100
0.638,104
0.6435,101
0.6491,100
0.6545,100
0.6602,103
0.6656,101
0.6713,100
0.6768,100
0.6825,100
0.6879,102
0.6936,100
0.699,101
0.7047,103
0.7101,100
0.7158,96
0.7212,98
0.7269,97
0.7323,98
0.738,97
0.7434,99
0.7491,99
0.7545,99
0.7602,102
0.7657,101
0.7714,101
0.7768,97
0.7825,100
0.7879,101
0.7936,102
0.799,102
0.8047,99
0.8101,99
0.8157,100
0.8214,101
0.8268,100
0.8325,100
0.8379,104
0.8436,98
0.849,96
0.8547,89
0.8601,103
0.8658,100
0.8712,99
0.8769,94
0.8823,97
0.8879,100
0.8936,104
0.899,99
0.9047,99
0.9101,104
0.9158,102
0.9212,98
0.9269,104
0.9323,99
0.938,103
0.9434,102
0.9491,102
0.9546,103
0.9601,101
0.9658,102
0.9712,102
0.9769,102
0.9823,102
0.988,103
0.9934,102
0.9991,101
1.0045,99
1.0102,102
1.0156,100
1.0213,102
1.0267,102
1.0323,99
1.038,102
1.0434,102
1.0489,102
1.0546,104
1.06,101
1.0657,101
1.0711,100
1.0768,101
1.0824,102
1.0878,100
1.0935,105
1.0989,104
1.1045,101
1.1102,102
1.1156,103
1.1213,99
1.1268,101
1.1324,100
1.1381,102
1.1435,103
1.1492,102
1.1546,101
1.1602,106
1.1659,101
1.1713,106
1.177,104
1.1824,99
1.188,102
1.1934,99
1.1991,97
1.2045,100
1.2102,100
1.2158,99
1.2212,103
1.2268,101
1.2325,105
1.2379,101
1.2436,104
1.249,100
1.2546,104
1.2603,102
1.2657,98
1.2714,103
1.2768,100
1.2825,102
1.2879,101
1.2936,102
1.299,101
1.3047,103
1.3101,99
1.3158,103
1.3212,99
1.3269,101
1.3323,101
1.338,100
1.3434,100
1.349,103
1.3547,100
1.3601,101
1.3658,100
1.3714,98
1.3768,101
1.3825,99
1.3879,102
1.3936,96
1.399,99
1.4047,102
1.4104,101
1.4158,100
1.4212,101
1.4269,101
1.4325,101
1.4379,101
1.4436,101
1.449,100
1.4547,100
1.4601,102
1.4658,100
1.4712,101
1.4769,103
1.4825,101
1.488,101
1.4934,100
1.4991,101
1.5045,100
1.5102,100
1.5159,102
1.5213,102
1.527,100
1.5324,98
1.538,97
1.5434,97
1.5491,99
1.5545,103
1.5602,100
1.5657,101
1.5714,101
1.5768,100
1.5825,100
1.5878,103
1.5935,99
1.5989,97
1.6046,102
1.6103,101
1.6157,101
1.6214,99
1.6268,101
1.6325,103
1.6378,101
1.6435,101
1.6492,102
1.6546,101
1.6603,101
1.6657,101
1.6714,102
1.6768,100
1.6825,105
1.6879,104
1.6936,102
1.699,100
1.7047,100
1.7101,98
1.7158,102
1.7212,102
1.7268,101
1.7325,99
1.738,97
1.7434,100
1.7491,100
1.7545,103
1.7602,99
1.7658,102
1.7712,98
1.7769,100
1.7823,102
1.788,101
1.7934,99
1.799,99
1.8047,100
1.8101,103
1.8158,103
1.8212,101
1.8269,102
1.8325,101
1.8379,103
1.8436,101
1.8491,100
1.8547,100
1.8601,101
1.8658,101
1.8712,102
1.8769,100
1.8823,104
1.888,98
1.8934,103
1.8991,103
1.9045,99
1.9102,101
1.9156,105
1.9213,102
1.927,101
1.9324,100
1.9381,102
1.9435,100
1.9492,101
1.9546,102
1.9603,100
1.9657,99
1.9713,98
1.9768,100
1.9824,100
1.9878,95
1.9935,98
1.9989,100
2.0047,96
2.0101,101
2.0157,100
