Experiment: Mar_5_T2_Turb_expt vial 0, Fri Mar  5 18:09:41 2021
0.0046,105
0.0103,97
0.0156,98
0.0213,101
0.0267,102
0.0324,98
0.0378,100
0.0435,99
0.0489,99
0.0546,100
0.0603,102
0.0657,99
0.0714,103
0.0768,102
0.0824,103
0.0878,103
0.0935,98
0.0989,99
0.1046,102
0.11,97
0.1157,103
0.1214,99
0.1268,101
0.1325,98
0.1379,100
0.1436,102
0.149,100
0.1547,102
0.1601,101
0.1658,100
0.1712,101
0.1769,100
0.1823,102
0.1879,102
0.1936,99
0.199,97
0.2047,105
0.2101,101
0.2158,101
0.2212,98
0.2269,100
0.2323,103
0.238,103
0.2434,100
0.2491,100
0.2545,99
0.2602,100
0.2656,103
0.2712,98
0.2769,103
0.2823,102
0.288,99
0.2934,105
0.2991,102
0.3045,102
0.3102,103
0.3156,103
0.3213,101
0.3267,102
0.3324,97
0.3381,97
0.3435,98
0.3491,95
0.3545,94
0.3602,100
0.3656,103
0.3713,99
0.3767,106
0.3824,100
0.3878,103
0.3935,101
0.3989,105
0.4046,101
0.4103,99
0.4157,102
0.4214,103
0.4268,101
0.4324,104
0.4378,100
0.4435,99
0.4489,101
0.4546,100
0.4603,100
0.4657,102
0.4714,100
0.4768,97
0.4825,100
0.4879,102
0.4936,101
0.499,101
0.5046,100
0.51,101
0.5157,102
0.5211,103
0.5268,102
0.5325,102
0.5379,101
0.5436,102
0.549,100
0.5547,103
0.5601,100
0.5657,103
0.5712,103
0.5769,101
0.5823,98
0.588,104
0.5936,102
0.599,103
0.6047,103
0.6101,102
0.6158,99
0.6212,104
0.6269,100
0.6324,99
0.638,103
0.6435,101
0.6491,99
0.6545,101
0.6602,106
0.6656,104
0.6713,101
0.6768,98
0.6825,102
0.6879,101
0.6936,101
0.699,103
0.7047,104
0.7101,102
0.7158,97
0.7212,97
0.7269,97
0.7323,96
0.738,98
0.7434,98
0.7491,98
0.7545,100
0.7602,104
0.7657,102
0.7714,101
0.7768,101
0.7825,103
0.7879,101
0.7936,101
0.799,100
0.8047,102
0.8101,102
0.8157,103
0.8214,101
0.8268,101
0.8325,101
0.8379,98
0.8436,97
0.849,97
0.8547,99
0.8601,102
0.8658,99
0.8712,99
0.8769,97
0.8823,98
0.8879,101
0.8936,102
0.899,102
0.9047,97
0.9101,103
0.9158,103
0.9212,97
0.9269,101
0.9323,102
0.938,99
0.9434,101
0.9491,102
0.9546,103
0.9601,103
0.9658,102
0.9712,100
0.9769,101
0.9823,103
0.988,102
0.9934,99
0.9991,99
1.0045,102
1.0102,103
1.0156,99
1.0213,102
1.0267,103
1.0323,102
1.038,100
1.0434,100
1.0489,104
1.0546,102
1.06,102
1.0657,101
1.0711,104
1.0768,101
1.0824,101
1.0878,102
1.0935,100
1.0989,102
1.1045,104
1.1102,100
1.1156,99
1.1213,101
1.1268,105
1.1324,100
1.1381,104
1.1435,104
1.1492,100
1.1546,104
1.1602,103
1.1659,101
1.1713,102
1.177,105
1.1824,98
1.188,101
1.1934,101
1.1991,99
1.2045,99
1.2102,102
1.2158,97
1.2212,98
1.2268,100
1.2325,106
1.2379,104
1.2436,102
1.249,98
1.2546,99
1.2603,102
1.2657,102
1.2714,102
1.2768,102
1.2825,103
1.2879,102
1.2936,101
1.299,102
1.3047,103
1.3101,101
1.3158,102
1.3212,102
1.3269,100
1.3323,101
1.338,100
1.3434,100
1.349,101
1.3547,101
1.3601,99
1.3658,102
1.3714,101
1.3768,100
1.3825,98
1.3879,98
1.3936,101
1.399,99
1.4047,100
1.4104,100
1.4158,98
1.4212,101
1.4269,101
1.4325,101
1.4379,99
1.4436,102
1.449,101
1.4547,99
1.4601,102
1.4658,102
1.4712,101
1.4769,102
1.4825,101
1.488,100
1.4934,105
1.4991,101
1.5045,102
1.5102,99
1.5159,102
1.5213,101
1.527,100
1.5324,101
1.538,103
1.5434,99
1.5491,97
1.5545,101
1.5602,101
1.5657,102
1.5714,99
1.5768,101
1.5825,103
1.5878,98
1.5935,99
1.5989,100
1.6046,98
1.6103,101
1.6157,104
1.6214,103
1.6268,103
1.6325,102
1.6378,98
1.6435,102
1.6492,103
1.6546,103
1.6603,100
1.6657,101
1.6714,103
1.6768,101
1.6825,103
1.6879,99
1.6936,102
1.699,102
1.7047,103
1.7101,101
1.7158,97
1.7212,97
1.7268,102
1.7325,101
1.738,101
1.7434,99
1.7491,101
1.7545,106
1.7602,103
1.7658,102
1.7712,103
1.7769,100
1.7823,101
1.788,103
1.7934,102
1.799,98
1.8047,101
1.8101,99
1.8158,102
1.8212,101
1.8269,102
1.8325,101
1.8379,101
1.8436,102
1.8491,103
1.8547,103
1.8601,102
1.8658,101
1.8712,99
1.8769,99
1.8823,104
1.888,101
1.8934,100
1.8991,100
1.9045,101
1.9102,102
1.9156,100
1.9213,97
1.927,104
1.9324,100
1.9381,101
1.9435,101
1.9492,99
1.9546,101
1.9603,99
1.9657,98
1.9713,100
1.9768,101
1.9824,103
1.9878,101
1.9935,98
1.9989,96
2.0047,97
2.0101,100
2.0157,100
2.0214,99
2.0268,101
2.0325,104
2.0379,103
2.0436,102
2.049,98
2.0547,99
2.0601,100
2.0657,101
2.0714,99
2.0768,101
2.0825,103
2.0879,100
2.0936,100
2.099,103
2.1047,102
2.1101,102
2.1158,99
2.1214,101
2.1268,98
2.1325,101
2.1379,98
2.1436,106
2.149,103
2.1547,100
2.1601,99
2.1658,101
2.1712,102
2.1769,101
2.1823,101
2.188,102
2.1934,101
2.1991,103
2.2045,104
2.2102,103
2.2156,107
2.2213,102
2.227,102
2.2324,101
2.2381,102
2.2434,104
2.2491,102
2.2545,100
2.2602,102
2.2656,101
2.2713,102
2.277,98
2.2824,100
2.2881,102
2.2935,99
2.2992,104
2.3045,102
2.3102,103
2.3156,104
2.3213,103
2.3267,98
2.3324,105
2.3378,105
2.3435,102
2.3489,102
2.3546,102
2.3603,99
2.3657,101
2.3713,102
2.3767,106
2.3824,101
2.3878,100
2.3935,99
2.3992,101
2.4046,100
2.4103,102
2.4157,101
2.4213,102
2.4267,100
2.4324,100
2.4378,103
2.4435,102
2.4492,100
2.4546,102
2.4603,99
2.4657,99
2.4714,106
2.4768,99
2.4825,104
2.4879,99
2.4936,100
2.499,103
2.5046,102
2.51,99
2.5157,102
2.5214,101
2.5268,98
2.5325,99
2.5379,98
2.5436,105
2.549,101
2.5546,98
2.5601,100
2.5658,104
2.5711,98
2.5768,98
2.5825,99
2.5879,102
2.5936,100
2.599,99
2.6047,101
2.6101,99
2.6158,98
2.6212,98
2.6267,101
2.6323,99
2.638,102
2.6434,98
2.6491,98
2.6545,100
2.6602,102
2.6656,101
2.6713,101
2.677,103
2.6823,101
2.688,106
2.6934,102
2.6991,99
2.7046,103
2.7102,103
2.7158,100
2.7212,100
2.7269,101
2.7323,102
2.738,102
2.7434,102
2.7491,103
2.7546,102
2.7602,102
2.7657,102
2.7713,102
2.7768,101
2.7824,101
2.7881,102
2.7935,101
2.7992,103
2.8046,105
2.8103,101
2.8157,103
2.8214,101
2.8268,101
2.8325,100
2.8379,96
2.8436,101
2.8492,100
2.8546,102
2.8603,106
2.8657,99
2.8714,101
2.8768,102
2.8825,104
2.8879,101
2.8936,101
2.899,98
2.9047,103
2.9101,102
2.9158,98
2.9215,102
2.9269,102
2.9325,102
2.9379,101
2.9436,105
2.949,103
2.9547,100
2.9601,101
2.9659,101
2.9712,100
2.9769,102
2.9823,100
2.988,100
2.9934,101
2.9991,100
3.0046,103
3.0103,100
3.0157,99
3.0214,101
3.0268,99
3.0325,103
3.0379,105
3.0436,101
3.0491,101
3.0548,101
3.0602,103
3.0659,100
3.0712,103
3.077,103
3.0824,102
3.0881,102
3.0935,102
3.0991,102
3.1046,102
3.1102,99
3.1156,100
3.1213,100
3.1267,101
