Experiment: Mar_5_T2_Turb_expt vial 12, Fri Mar  5 18:09:41 2021
0.0046,101
0.0103,98
0.0156,99
0.0213,101
0.0267,102
0.0324,100
0.0378,100
0.0435,99
0.0489,102
0.0546,103
0.0603,102
0.0657,103
0.0714,102
0.0768,97
0.0824,100
0.0878,101
0.0935,98
0.0989,97
0.1046,100
0.11,98
0.1157,98
0.1214,99
0.1268,104
0.1325,100
0.1379,101
0.1436,102
0.149,100
0.1547,100
0.1601,101
0.1658,101
0.1712,99
0.1769,102
0.1823,102
0.1879,100
0.1936,99
0.199,99
0.2047,100
0.2101,100
0.2158,98
0.2212,100
0.2269,98
0.2323,102
0.238,102
0.2434,104
0.2491,101
0.2545,97
0.2602,99
0.2656,103
0.2712,100
0.2769,99
0.2823,97
0.288,102
0.2934,101
0.2991,101
0.3045,101
0.3102,101
0.3156,100
0.3213,100
0.3267,103
0.3324,99
0.3381,97
0.3435,95
0.3491,96
0.3545,97
0.3602,99
0.3656,104
0.3713,103
0.3767,104
0.3824,101
0.3878,105
0.3935,103
0.3989,102
0.4046,101
0.4103,104
0.4157,99
0.4214,102
0.4268,103
0.4324,103
0.4378,103
0.4435,102
0.4489,105
0.4546,104
0.4603,99
0.4657,99
0.4714,103
0.4768,98
0.4825,102
0.4879,100
0.4936,100
0.499,101
0.5046,102
0.51,103
0.5157,102
0.5211,103
0.5268,101
0.5325,101
0.5379,102
0.5436,105
0.549,101
0.5547,101
0.5601,103
0.5657,101
0.5712,100
0.5769,97
0.5823,100
0.588,101
0.5936,101
0.599,104
0.6047,102
0.6101,100
0.6158,101
0.6212,103
0.6269,98
0.6324,100
0.638,103
0.6435,99
0.6491,99
0.6545,98
0.6602,100
0.6656,102
0.6713,101
0.6768,103
0.6825,100
0.6879,101
0.6936,101
0.699,102
0.7047,100
0.7101,99
0.7158,98
0.7212,100
0.7269,99
0.7323,96
0.738,101
0.7434,100
0.7491,97
0.7545,99
0.7602,100
0.7657,103
0.7714,100
0.7768,99
0.7825,104
0.7879,100
0.7936,100
0.799,103
0.8047,99
0.8101,102
0.8157,100
0.8214,102
0.8268,100
0.8325,103
0.8379,98
0.8436,97
0.849,96
0.8547,99
0.8601,105
0.8658,99
0.8712,99
0.8769,97
0.8823,99
0.8879,99
0.8936,102
0.899,98
0.9047,100
0.9101,101
0.9158,102
0.9212,99
0.9269,99
0.9323,99
0.938,101
0.9434,102
0.9491,103
0.9546,101
0.9601,102
0.9658,103
0.9712,100
0.9769,99
0.9823,105
0.988,102
0.9934,100
0.9991,101
1.0045,102
1.0102,102
1.0156,104
1.0213,101
1.0267,96
1.0323,104
1.038,100
1.0434,98
1.0489,102
1.0546,103
1.06,109
1.0657,102
1.0711,101
1.0768,101
1.0824,105
1.0878,103
1.0935,105
1.0989,102
1.1045,106
1.1102,99
1.1156,102
1.1213,101
1.1268,105
1.1324,103
1.1381,104
1.1435,103
1.1492,102
1.1546,104
1.1602,103
1.1659,101
1.1713,102
1.177,103
1.1824,101
1.188,106
1.1934,97
1.1991,99
1.2045,98
1.2102,100
1.2158,94
1.2212,101
1.2268,105
1.2325,103
1.2379,101
1.2436,104
1.249,99
1.2546,103
1.2603,100
1.2657,97
1.2714,100
1.2768,99
1.2825,100
1.2879,99
1.2936,103
1.299,101
1.3047,104
1.3101,101
1.3158,98
1.3212,98
1.3269,102
1.3323,100
1.338,100
1.3434,100
1.349,100
1.3547,100
1.3601,97
1.3658,99
1.3714,101
1.3768,101
1.3825,101
1.3879,100
1.3936,99
1.399,102
1.4047,100
1.4104,96
1.4158,100
1.4212,101
1.4269,100
1.4325,101
1.4379,100
1.4436,99
1.449,100
1.4547,100
1.4601,99
1.4658,101
1.4712,96
1.4769,104
1.4825,102
1.488,103
1.4934,104
1.4991,102
1.5045,101
1.5102,101
1.5159,101
1.5213,101
1.527,100
1.5324,101
1.538,100
1.5434,100
1.5491,99
1.5545,102
1.5602,100
1.5657,101
1.5714,99
1.5768,100
1.5825,100
1.5878,101
1.5935,97
1.5989,95
1.6046,101
1.6103,101
1.6157,103
1.6214,103
1.6268,103
1.6325,101
1.6378,102
1.6435,99
1.6492,98
1.6546,100
1.6603,100
1.6657,101
1.6714,102
1.6768,102
1.6825,103
1.6879,101
1.6936,102
1.699,101
1.7047,103
1.7101,102
1.7158,101
1.7212,100
1.7268,103
1.7325,99
1.738,99
1.7434,99
1.7491,104
1.7545,101
1.7602,100
1.7658,98
1.7712,99
1.7769,99
1.7823,102
1.788,103
1.7934,100
1.799,102
1.8047,102
1.8101,103
1.8158,99
1.8212,103
1.8269,101
1.8325,101
1.8379,104
1.8436,104
1.8491,100
1.8547,100
1.8601,104
1.8658,103
1.8712,100
1.8769,96
1.8823,103
1.888,99
1.8934,100
1.8991,97
1.9045,101
1.9102,100
1.9156,100
1.9213,100
1.927,100
1.9324,100
1.9381,100
1.9435,101
1.9492,102
1.9546,103
1.9603,101
1.9657,96
1.9713,98
1.9768,100
1.9824,101
1.9878,100
1.9935,100
1.9989,98
2.0047,96
2.0101,101
2.0157,101
2.0214,102
2.0268,103
2.0325,100
2.0379,106
2.0436,103
2.049,102
2.0547,99
2.0601,100
2.0657,100
2.0714,96
2.0768,102
2.0825,103
2.0879,102
2.0936,102
2.099,99
2.1047,100
2.1101,102
2.1158,100
2.1214,102
2.1268,99
2.1325,101
2.1379,101
2.1436,105
2.149,102
2.1547,103
2.1601,102
2.1658,101
2.1712,101
2.1769,101
2.1823,102
2.188,103
2.1934,106
2.1991,100
2.2045,104
2.2102,104
2.2156,105
2.2213,100
2.227,102
2.2324,102
2.2381,102
2.2434,106
2.2491,103
2.2545,100
2.2602,101
2.2656,104
2.2713,99
2.277,101
2.2824,101
2.2881,103
2.2935,99
2.2992,101
2.3045,100
2.3102,104
2.3156,105
2.3213,100
2.3267,100
2.3324,101
2.3378,105
2.3435,100
2.3489,101
2.3546,102
2.3603,102
2.3657,98
2.3713,100
2.3767,104
2.3824,101
2.3878,99
2.3935,99
2.3992,99
2.4046,102
2.4103,100
2.4157,101
2.4213,103
2.4267,102
2.4324,101
2.4378,99
2.4435,100
2.4492,100
2.4546,101
2.4603,101
2.4657,99
2.4714,98
2.4768,102
2.4825,102
2.4879,103
2.4936,100
2.499,103
2.5046,101
2.51,98
2.5157,101
2.5214,103
2.5268,98
2.5325,97
2.5379,103
2.5436,103
2.549,102
2.5546,98
2.5601,100
2.5658,100
2.5711,99
2.5768,96
2.5825,99
2.5879,102
2.5936,102
2.599,102
2.6047,98
2.6101,99
2.6158,99
2.6212,103
2.6267,102
2.6323,100
2.638,102
2.6434,102
2.6491,101
2.6545,102
2.6602,101
2.6656,99
