Experiment: Mar_5_T2_Turb_expt vial 15, Fri Mar  5 18:09:41 2021
0.0046,105
0.0103,100
0.0156,96
0.0213,103
0.0267,98
0.0324,100
0.0378,102
0.0435,100
0.0489,102
0.0546,101
0.0603,103
0.0657,105
0.0714,101
0.0768,100
0.0824,105
0.0878,102
0.0935,97
0.0989,99
0.1046,103
0.11,97
0.1157,104
0.1214,101
0.1268,100
0.1325,97
0.1379,97
0.1436,102
0.149,102
0.1547,103
0.1601,103
0.1658,101
0.1712,103
0.1769,102
0.1823,101
0.1879,99
0.1936,100
0.199,98
0.2047,105
0.2101,100
0.2158,100
0.2212,100
0.2269,101
0.2323,104
0.238,102
0.2434,102
0.2491,102
0.2545,98
0.2602,102
0.2656,102
0.2712,101
0.2769,101
0.2823,103
0.288,99
0.2934,105
0.2991,102
0.3045,104
0.3102,104
0.3156,101
0.3213,100
0.3267,104
0.3324,99
0.3381,95
0.3435,101
0.3491,97
0.3545,99
0.3602,100
0.3656,103
0.3713,101
0.3767,103
0.3824,98
0.3878,103
0.3935,106
0.3989,104
0.4046,99
0.4103,99
0.4157,103
0.4214,103
0.4268,101
0.4324,102
0.4378,98
0.4435,99
0.4489,102
0.4546,100
0.4603,102
0.4657,102
0.4714,101
0.4768,100
0.4825,99
0.4879,102
0.4936,101
0.499,102
0.5046,101
0.51,103
0.5157,102
0.5211,103
0.5268,101
0.5325,102
0.5379,101
0.5436,101
0.549,103
0.5547,102
0.5601,101
0.5657,101
0.5712,102
0.5769,102
0.5823,104
0.588,103
0.5936,102
0.599,101
0.6047,100
0.6101,101
0.6158,100
0.6212,104
0.6269,103
0.6324,99
0.638,102
0.6435,100
0.6491,101
0.6545,103
0.6602,100
0.6656,104
0.6713,102
0.6768,100
0.6825,103
0.6879,102
0.6936,102
0.699,104
0.7047,101
0.7101,98
0.7158,100
0.7212,99
0.7269,95
0.7323,97
0.738,98
0.7434,97
0.7491,100
0.7545,98
0.7602,102
0.7657,102
0.7714,102
0.7768,100
0.7825,103
0.7879,102
0.7936,101
0.799,100
