Experiment: Feb_22_tst2_chemo_expt vial 6, Mon Feb 22 14:12:52 2021
0.0055,0.9039942397596986
0.0115,0.8993989876498532
0.0168,0.9012329687509885
0.0225,0.894414964070412
0.0278,0.8910131707749431
0.0335,0.8854405098937858
0.0389,0.8981227081309566
0.0446,0.8879193453583467
0.0502,0.8875326475672743
0.0556,0.885176502234179
0.0613,0.8820228987580893
0.0669,0.8891655847964155
0.0723,0.879773532950651
0.0779,0.8830490781609208
0.0836,0.8830853346611767
0.0889,0.8859461241471198
0.0946,0.8860698933882561
0.1002,0.8847082371100509
0.1056,0.883033206383122
0.1112,0.8856094159828737
0.1169,0.890742824375992
0.1225,0.8851009218306646
0.1279,0.8895193299955642
0.1335,0.8873146762370635
0.1389,0.892503414460171
0.1446,0.8888758526678079
0.1502,0.8878691809992304
0.1556,0.8881721052092779
0.1612,0.8905908513609175
0.1669,0.8909396626046419
0.1744,0.8907653386075636
