Experiment: Feb_22_tst2_chemo_expt vial 5, Mon Feb 22 14:12:52 2021
0.0055,0.8859727459496123
0.0115,0.8935169733026664
0.0168,0.8880565761499959
0.0225,0.8908560463230344
0.0278,0.8898144772029417
0.0335,0.8848134352456682
0.0389,0.887660324078148
0.0446,0.88535388927996
0.0502,0.9020945001169667
0.0556,0.8967705819973149
0.0613,0.87917864054523
0.0669,0.8901178850507147
0.0723,0.8857701604560795
0.0779,0.8851741323548749
0.0836,0.8845773475273682
0.0889,0.8845396797400806
0.0946,0.8890879907873848
0.1002,0.8880648042077042
0.1056,0.8884264639368129
0.1112,0.8823612796551017
0.1169,0.8886827550762808
0.1225,0.8925678473566236
0.1279,0.8891980850764951
0.1335,0.8933315643954507
0.1389,0.8894917688444604
0.1446,0.8872069631276864
0.1502,0.892806140127872
0.1556,0.8931319043889312
0.1612,0.8866828935744236
0.1669,0.8883907247579432
0.1744,0.8960544831085393
