Experiment: Feb_22_tst2_chemo_expt vial 2, Mon Feb 22 14:12:52 2021
0.0055,-0.058622627508944314
0.0115,-0.05601066691138601
0.0168,-0.06449835825101813
0.0225,-0.0684222976598643
0.0278,-0.06973131238502406
0.0335,-0.05763987847019636
0.0389,-0.05535327390702016
0.0446,-0.08121006167624256
0.0502,-0.08285239957835411
0.0556,-0.07890488904378312
0.0613,-0.08712257420390568
0.0669,-0.08910180982636606
0.0723,-0.08876096025064717
0.0779,-0.0861391521193886
0.0836,-0.08120368113535159
0.0889,-0.09404408899044148
0.0946,-0.0970145745476576
0.1002,-0.09765261607869791
0.1056,-0.09502767972895465
0.1112,-0.08449559268074114
0.1169,-0.09668129051990126
0.1225,-0.09569214166266127
0.1279,-0.09800000066685377
0.1335,-0.09600642880447818
0.1389,-0.0884306556135821
0.1446,-0.08612276960030951
0.1502,-0.09470596696855083
0.1556,-0.0897549156614108
0.1612,-0.09998073602377322
0.1669,-0.09569214166266127
0.1744,-0.09403179088126512
