Experiment: Feb_22_tst2_chemo_expt vial 4, Mon Feb 22 14:12:52 2021
0.0055,-0.0034290170002768683
0.0115,-0.001236657585951706
0.0168,-0.005052999176223594
0.0225,-0.0032652638751071716
0.0278,-0.003116128983722266
0.0335,-0.0019911749524252897
0.0389,-0.0024040475984079546
0.0446,-0.0028376665014424596
0.0502,-0.0028302132957915838
0.0556,-0.002878598654943998
0.0613,-0.0017696579869077578
0.0669,-0.0012229701247759017
0.0723,-0.002952379506340419
0.0779,-0.001483921202392935
0.0836,-0.001256019280758025
0.0889,-0.0012656668947370608
0.0946,-0.0016669918530116679
0.1002,-0.004412497911530977
0.1056,-0.0011423083414034974
0.1112,-0.001419890031967741
0.1169,-0.0010817579437443214
0.1225,-0.004543951430471482
0.1279,-0.00299195744254388
0.1335,-0.0014069247570942522
0.1389,-0.002395175858886489
0.1446,-0.003817400523883796
0.1502,-0.0010405736828771328
0.1556,-0.0014226194362514377
0.1612,-0.0012902671428738355
0.1669,-0.0010957403450122527
0.1744,-0.0008314771124040554
