Experiment: April_27_Phage_Osmo_expt vial 3, Tue Apr 27 19:11:23 2021
0.0049,55361
0.0106,55369
0.016,55372
0.0216,55385
0.0273,55368
0.0327,55358
0.0383,55377
0.0439,55374
0.0493,55327
0.0548,55343
0.0605,55366
0.066,55348
0.0716,55332
0.077,55369
0.0826,55372
0.0883,55380
0.0939,55379
0.0992,55362
0.1049,55376
0.1105,55377
0.1159,55376
0.1215,55366
0.1272,55367
0.1327,55364
0.1383,55370
0.1437,55363
0.1493,55320
0.155,55360
0.1603,55353
0.166,55359
0.1716,55357
0.1772,55362
0.1827,55354
0.1883,55355
0.1937,55363
0.1994,55337
0.205,55355
0.2104,55358
0.216,55350
0.2216,55359
0.2273,55357
0.2326,55358
0.2382,55359
0.2439,55361
0.2492,55356
0.2549,55358
0.2605,55355
0.2661,55363
0.2714,55356
0.2771,55356
0.2827,55356
0.2883,55348
0.2937,55345
0.2993,55353
0.305,55351
0.3103,55342
0.316,55352
0.3216,55344
0.3272,55359
0.3326,55353
0.3383,55343
0.3439,55343
0.3492,55338
0.3549,55348
0.3605,55345
0.3659,55348
0.3715,55344
0.3772,55356
0.3828,55351
0.3881,55346
0.3938,55357
0.3994,55360
0.405,55352
0.4104,55351
0.416,55357
0.4217,55347
0.427,55352
0.4327,55354
0.4383,55353
0.4437,55353
0.4493,55349
0.4549,55346
0.4606,55351
0.4659,55353
0.4716,55348
0.4772,55342
0.4828,55352
0.4881,55350
0.4938,55347
0.4994,55344
0.5048,55343
0.5105,55345
0.5161,55347
0.5214,55349
0.5271,55345
0.5327,55351
0.5383,55351
0.544,55358
0.5493,55362
0.5549,55361
0.5606,55355
0.566,55359
0.5716,55362
0.5772,55358
0.5826,55362
0.5882,55361
0.5938,55358
0.5995,55352
0.6048,55353
0.6105,55362
0.6161,55361
0.6215,55358
0.6271,55358
0.6327,55364
0.6384,55359
0.6437,55356
0.6494,55357
0.6548,55359
0.6604,55364
0.6661,55356
0.6717,55357
0.6771,55359
0.6827,55363
0.6883,55357
0.6937,55357
0.6994,55359
0.705,55351
0.7106,55346
0.716,55348
0.7216,55355
0.7272,55353
0.7326,55356
0.7382,55346
0.7438,55350
0.7495,55350
0.7548,55349
0.7605,55348
0.7661,55351
0.7715,55352
0.7771,55349
0.7828,55306
0.7881,55356
0.7938,55347
0.7994,55349
0.8048,55357
0.8104,55360
0.8159,55362
0.8216,55354
0.8272,55358
0.8329,55357
0.8382,55360
0.8437,55355
0.8494,55354
0.855,55351
0.8604,55356
0.866,55364
0.8715,55363
0.8772,55365
0.8825,55364
0.8882,55362
0.8938,55363
0.8994,55367
0.905,55358
0.9103,55356
0.916,55360
0.9216,55359
0.9272,55354
0.9328,55363
0.9382,55362
0.9438,55363
0.9495,55364
0.9548,55361
0.9604,55361
0.9661,55360
0.9717,55361
0.9771,55364
0.9827,55351
0.9883,55360
0.9937,55356
0.9993,55356
1.005,55352
1.0104,55355
1.016,55356
1.0216,55360
1.027,55354
1.0326,55347
1.0383,55352
1.0439,55352
1.0493,55353
1.0549,55344
1.0605,55351
1.0659,55351
1.0715,55346
1.0772,55352
1.0828,55350
1.0881,55361
1.0938,55356
1.0994,55364
1.105,55366
1.1104,55353
1.1161,55362
1.1217,55363
1.127,55358
1.1327,55363
1.1383,55372
1.144,55370
1.1493,55371
1.1549,55376
1.1606,55374
1.1659,55380
1.1716,55380
1.1772,55378
1.1826,55383
1.1882,55384
1.1939,55383
1.1995,55384
1.2048,55387
1.2105,55376
1.2161,55379
1.2215,55388
1.2271,55385
1.2328,55387
1.2384,55388
1.2437,55386
1.2494,55385
1.255,55391
1.2604,55385
1.266,55382
1.2717,55386
1.277,55383
1.2827,55383
1.2883,55385
1.2937,55385
1.2993,55384
1.3049,55383
1.3106,55385
1.3159,55384
1.3216,55381
1.3272,55383
1.3328,55388
1.3382,55384
1.3438,55382
1.3494,55386
1.3548,55389
1.3605,55382
1.3661,55385
1.3717,55387
1.3771,55385
1.3827,55387
1.3884,55378
1.3937,55385
1.3994,55387
1.405,55383
1.4104,55381
1.416,55379
1.4216,55387
1.4273,55378
1.4327,55383
1.4383,55381
1.4439,55382
1.4493,55383
1.4549,55377
1.4606,55383
1.4659,55384
1.4716,55380
1.4772,55383
1.4826,55385
1.4882,55381
1.4938,55383
1.4995,55385
1.5049,55380
1.5105,55378
1.5161,55377
1.5215,55378
1.5271,55382
1.5328,55384
1.5381,55381
1.5438,55379
1.5494,55370
1.5548,55378
1.5604,55378
1.5661,55379
1.5717,55383
1.5771,55384
1.5827,55380
1.5883,55380
1.5937,55382
1.5994,55381
1.605,55382
1.6104,55381
1.6161,55379
1.6217,55382
1.627,55382
1.6327,55379
1.6383,55377
1.6437,55386
1.6493,55380
1.655,55378
1.6606,55385
1.666,55379
1.6716,55381
1.6772,55385
1.6826,55375
1.6882,55386
1.6939,55386
1.6992,55374
1.7049,55386
1.7105,55385
1.7161,55378
1.7215,55385
1.7272,55384
1.7328,55388
1.7382,55388
1.7438,55383
1.7494,55382
1.7551,55386
1.7604,55385
1.7661,55382
1.7717,55383
1.777,55383
1.7827,55385
1.7884,55389
1.7937,55388
1.7993,55381
1.805,55383
1.8103,55383
1.816,55384
1.8216,55386
1.8272,55381
1.8326,55384
1.8382,55383
1.8439,55379
1.8495,55379
1.8549,55382
1.8605,55384
1.8659,55384
1.8715,55383
1.8771,55384
1.8828,55384
1.8884,55385
1.8938,55384
1.8994,55387
1.9048,55382
1.9104,55382
1.9161,55379
1.9217,55381
1.9271,55383
1.9327,55380
1.9384,55380
1.9437,55383
1.9494,55382
1.955,55380
1.9604,55381
1.966,55386
1.9717,55382
1.977,55378
1.9827,55383
1.9883,55383
1.9939,55377
1.9993,55388
2.005,55383
2.0103,55377
2.016,55389
2.0216,55384
2.0273,55381
2.0327,55383
2.0383,55380
2.0439,55379
2.0493,55381
2.0549,55380
2.0606,55382
2.0659,55384
2.0716,55383
2.0772,55383
2.0825,55376
2.0882,55382
2.0938,55384
2.0994,55379
2.1051,55374
2.1104,55380
2.1161,55385
2.1217,55380
2.1271,55382
2.1327,55386
2.1383,55382
2.1437,55379
2.1493,55383
2.155,55377
2.1606,55385
2.166,55384
2.1717,55384
2.177,55381
2.1826,55384
2.1883,55381
2.1939,55382
2.1993,55382
2.2049,55379
2.2105,55384
2.2159,55379
2.2216,55381
2.2272,55384
2.2328,55384
2.2382,55379
2.2438,55383
2.2495,55379
2.2548,55378
2.2604,55386
2.2661,55387
2.2717,55384
2.2771,55386
2.2827,55382
2.2884,55382
2.2937,55390
2.2994,55388
2.305,55383
2.3104,55388
2.316,55388
2.3216,55386
2.3273,55384
2.3326,55387
2.3383,55385
2.3439,55386
2.3493,55385
2.3549,55384
2.3605,55385
2.3659,55384
2.3715,55388
2.3772,55386
2.3828,55382
2.3882,55385
2.3937,55386
2.3994,55384
2.405,55387
2.4104,55388
2.416,55389
2.4215,55382
2.4272,55382
2.4328,55384
2.4381,55385
2.4438,55385
2.4493,55382
2.455,55384
2.4606,55387
2.466,55383
2.4716,55384
2.4771,55386
2.4828,55385
2.4881,55386
2.4938,55385
2.4994,55387
2.505,55382
2.5106,55383
2.516,55383
2.5216,55382
2.5273,55386
2.5326,55384
2.5383,55383
2.5439,55387
2.5493,55386
2.5549,55382
2.5605,55387
2.5662,55380
2.5715,55385
2.5772,55386
2.5828,55385
2.5881,55384
2.5938,55388
2.5994,55387
2.6051,55382
2.6105,55386
2.6161,55386
2.6217,55385
2.6271,55387
2.6327,55386
2.6384,55386
2.6437,55384
2.6493,55385
2.655,55382
2.6603,55383
2.666,55388
2.6716,55378
2.6773,55383
2.6826,55386
2.6883,55386
2.6939,55387
2.6993,55382
2.7049,55379
2.7105,55387
2.7159,55378
2.7215,55381
2.7272,55387
2.7328,55383
2.7381,55384
2.7438,55381
2.7494,55385
2.7548,55387
2.7604,55383
2.7661,55382
2.7717,55385
2.7771,55386
2.7827,55381
2.7883,55383
2.7937,55387
2.7993,55383
2.805,55382
2.8106,55392
2.816,55385
2.8216,55382
2.8272,55386
2.8326,55383
2.8382,55386
2.8439,55390
2.8495,55386
2.8549,55386
2.8605,55380
2.8661,55384
2.8715,55383
2.8771,55384
2.8828,55386
2.8884,55384
2.8938,55382
2.8994,55385
2.905,55381
2.9104,55384
2.9161,55381
2.9217,55383
2.9271,55385
2.9327,55381
2.9383,55381
2.9437,55379
2.9493,55381
2.955,55383
2.9606,55382
2.9659,55382
2.9716,55383
2.9772,55385
2.9828,55381
2.9882,55384
2.9938,55380
2.9995,55386
3.0049,55384
3.0105,55382
3.0159,55381
3.0215,55383
3.0272,55380
3.0328,55381
3.0382,55386
3.0438,55380
3.0494,55379
3.0548,55380
3.0605,55379
3.0661,55384
3.0717,55383
3.0771,55378
3.0827,55376
3.0883,55385
3.0937,55379
3.0993,55383
3.105,55382
3.1106,55377
3.116,55375
3.1216,55383
3.1273,55379
3.1326,55380
3.1383,55379
3.1439,55378
3.1493,55384
3.1549,55382
3.1606,55381
3.1662,55385
3.1716,55378
3.1772,55378
3.1829,55380
3.1882,55380
3.1939,55377
3.1995,55381
3.2049,55380
3.2105,55381
3.2161,55380
3.2215,55382
3.2271,55381
3.2328,55383
3.2384,55381
3.2438,55377
3.2494,55380
3.2551,55384
3.2604,55377
3.2661,55376
3.2717,55380
3.2771,55377
3.2828,55385
3.2884,55378
3.2938,55374
3.2994,55380
3.305,55382
3.3104,55380
3.316,55381
3.3217,55379
3.3273,55379
3.3327,55380
3.3383,55381
3.344,55381
3.3493,55380
3.3549,55378
3.3606,55377
3.3659,55377
3.3716,55380
3.3772,55377
3.3829,55378
3.3882,55381
3.3939,55382
3.3995,55382
3.4048,55378
3.4105,55379
3.4161,55382
3.4218,55379
3.4271,55383
3.4328,55374
3.4384,55381
3.4438,55384
3.4494,55382
3.4551,55381
3.4604,55383
3.4661,55380
3.4717,55382
3.4771,55381
3.4827,55375
3.4883,55385
3.494,55382
3.4993,55378
3.505,55379
3.5106,55380
3.516,55378
3.5216,55383
3.5272,55378
3.5329,55378
3.5382,55383
3.5439,55379
3.5495,55379
3.5549,55381
3.5605,55376
3.5662,55376
3.5715,55376
3.5772,55377
3.5828,55374
3.5885,55377
3.5938,55377
3.5995,55379
3.6051,55378
3.6105,55378
3.6161,55378
3.6217,55375
3.6271,55374
3.6327,55379
3.6384,55381
3.6438,55378
3.6494,55374
3.655,55381
3.6607,55377
3.666,55378
3.6717,55377
3.6773,55382
3.6827,55380
3.6883,55379
3.6939,55382
3.6993,55385
3.705,55381
3.7106,55386
3.716,55377
3.7216,55384
3.7272,55380
3.7329,55382
3.7382,55388
3.7439,55381
3.7495,55385
3.7549,55386
3.7605,55384
3.7662,55383
3.7715,55385
3.7771,55379
3.7828,55387
3.7884,55384
3.7938,55385
3.7994,55387
3.8051,55383
3.8104,55380
3.8161,55381
3.8217,55381
3.8273,55380
3.8327,55383
3.8383,55382
3.844,55384
3.8493,55384
3.855,55383
3.8606,55381
3.8662,55385
3.8716,55381
3.8772,55381
3.8829,55378
3.8882,55380
3.8939,55379
3.8995,55383
3.9049,55381
3.9105,55381
3.916,55382
3.9216,55380
3.9273,55376
3.9329,55384
3.9383,55382
3.9438,55379
3.9494,55385
3.9551,55378
3.9607,55379
3.966,55377
3.9716,55383
3.9772,55377
3.9829,55381
3.9882,55383
3.9939,55386
3.9994,55386
4.0051,55386
4.0107,55383
4.0161,55382
4.0217,55381
4.0272,55381
4.0329,55381
4.0382,55382
4.0439,55378
4.0495,55382
4.0549,55385
4.0605,55379
4.0662,55387
4.0715,55376
4.0772,55380
4.0828,55381
4.0885,55383
4.0938,55373
4.0995,55384
4.1051,55378
4.1105,55380
4.1161,55386
4.1217,55381
4.1274,55380
4.1327,55378
4.1384,55382
4.144,55382
4.1493,55387
4.155,55381
4.1606,55382
4.1663,55383
4.1716,55380
4.1773,55379
4.1827,55385
4.1883,55381
4.1939,55378
4.1996,55383
4.205,55384
4.2106,55379
4.2162,55381
4.2216,55379
4.2272,55382
4.2329,55384
4.2383,55375
4.2439,55381
4.2496,55381
4.2549,55383
4.2606,55383
4.2662,55379
4.2718,55378
4.2772,55383
4.2828,55378
4.2885,55379
4.2938,55389
4.2995,55380
4.3051,55379
4.3107,55387
4.3161,55383
4.3217,55381
4.3274,55381
4.3327,55380
4.3384,55383
4.344,55381
4.3494,55378
4.355,55382
4.3607,55382
4.366,55378
4.3717,55381
4.3773,55387
4.383,55383
4.3883,55381
4.3939,55381
4.3996,55382
4.405,55381
4.4106,55381
4.4163,55381
4.4216,55383
4.4273,55381
4.4329,55382
4.4383,55383
4.4439,55386
4.4495,55378
4.4549,55384
4.4605,55383
4.4662,55382
4.4718,55382
4.4772,55381
4.4828,55386
4.4884,55381
4.4938,55383
4.4994,55382
4.5051,55384
4.5107,55384
4.5161,55388
4.5217,55388
4.5274,55381
4.5327,55384
4.5384,55386
4.544,55384
4.5494,55382
4.555,55381
4.5607,55380
4.566,55382
4.5717,55380
4.5773,55381
4.5829,55384
4.5883,55382
4.5939,55377
4.5996,55378
4.6052,55386
4.6106,55381
4.6162,55380
4.6218,55382
4.6272,55380
4.6328,55378
4.6385,55382
4.6438,55378
4.6495,55378
4.6551,55383
4.6605,55380
4.6661,55381
4.6717,55388
4.6774,55382
4.6827,55377
4.6884,55386
4.694,55384
4.6994,55378
4.7051,55385
4.7107,55381
4.716,55381
4.7217,55389
4.7273,55384
4.7327,55387
4.7383,55386
4.7439,55385
4.7496,55382
4.7549,55381
4.7606,55382
4.7662,55380
4.7719,55379
4.7772,55380
4.7829,55383
4.7885,55381
4.7939,55381
4.7995,55380
4.8051,55380
