Experiment: April_27_Phage_Osmo_expt vial 4, Tue Apr 27 19:11:23 2021
0.0049,59615
0.0106,59614
0.016,59615
0.0216,59616
0.0273,59617
0.0327,59617
0.0383,59618
0.0439,59616
0.0493,59615
0.0548,59616
0.0605,59615
0.066,59611
0.0716,59610
0.077,59614
0.0826,59614
0.0883,59615
0.0939,59612
0.0992,59611
0.1049,59614
0.1105,59614
0.1159,59617
0.1215,59617
0.1272,59611
0.1327,59615
0.1383,59614
0.1437,59612
0.1493,59614
0.155,59615
0.1603,59615
0.166,59613
0.1716,59614
0.1772,59615
0.1827,59616
0.1883,59614
0.1937,59614
0.1994,59612
0.205,59616
0.2104,59615
0.216,59615
0.2216,59615
0.2273,59614
0.2326,59613
0.2382,59614
0.2439,59612
0.2492,59616
0.2549,59618
0.2605,59611
0.2661,59617
0.2714,59613
0.2771,59611
0.2827,59617
0.2883,59614
0.2937,59616
0.2993,59614
0.305,59618
0.3103,59613
0.316,59617
0.3216,59614
0.3272,59613
0.3326,59615
0.3383,59615
0.3439,59618
0.3492,59612
0.3549,59612
0.3605,59616
0.3659,59614
0.3715,59616
0.3772,59612
0.3828,59613
0.3881,59613
0.3938,59612
0.3994,59609
0.405,59613
0.4104,59615
0.416,59616
0.4217,59617
0.427,59615
0.4327,59614
0.4383,59614
0.4437,59616
0.4493,59613
0.4549,59614
0.4606,59614
0.4659,59615
0.4716,59615
0.4772,59616
0.4828,59617
0.4881,59614
0.4938,59616
0.4994,59615
0.5048,59613
0.5105,59617
0.5161,59617
0.5214,59614
0.5271,59614
0.5327,59613
0.5383,59615
0.544,59619
0.5493,59615
0.5549,59614
0.5606,59615
0.566,59614
0.5716,59616
0.5772,59614
0.5826,59614
0.5882,59614
0.5938,59612
0.5995,59614
0.6048,59610
0.6105,59613
0.6161,59615
0.6215,59617
0.6271,59616
0.6327,59615
0.6384,59616
0.6437,59612
0.6494,59617
0.6548,59615
0.6604,59616
0.6661,59615
0.6717,59613
0.6771,59613
0.6827,59615
0.6883,59616
0.6937,59617
0.6994,59618
0.705,59615
0.7106,59615
0.716,59619
0.7216,59613
0.7272,59616
0.7326,59614
0.7382,59615
0.7438,59613
0.7495,59616
0.7548,59615
0.7605,59614
0.7661,59613
0.7715,59618
0.7771,59615
0.7828,59615
0.7881,59615
0.7938,59612
0.7994,59617
0.8048,59616
0.8104,59617
0.8159,59619
0.8216,59616
0.8272,59620
0.8329,59617
0.8382,59617
0.8437,59615
0.8494,59615
0.855,59615
0.8604,59617
0.866,59617
0.8715,59618
0.8772,59619
0.8825,59619
0.8882,59619
0.8938,59620
0.8994,59617
0.905,59617
0.9103,59615
0.916,59616
0.9216,59615
0.9272,59618
0.9328,59617
0.9382,59616
0.9438,59620
0.9495,59619
0.9548,59617
0.9604,59620
0.9661,59617
0.9717,59619
0.9771,59618
0.9827,59616
0.9883,59619
0.9937,59621
0.9993,59617
1.005,59614
1.0104,59617
1.016,59616
1.0216,59619
1.027,59615
1.0326,59616
1.0383,59616
1.0439,59616
1.0493,59614
1.0549,59615
1.0605,59616
1.0659,59614
1.0715,59614
1.0772,59616
1.0828,59616
1.0881,59616
1.0938,59616
1.0994,59616
1.105,59617
1.1104,59613
1.1161,59614
1.1217,59610
1.127,59609
1.1327,59609
1.1383,59610
1.144,59613
1.1493,59610
1.1549,59612
1.1606,59610
1.1659,59610
1.1716,59612
1.1772,59610
1.1826,59610
1.1882,59614
1.1939,59613
1.1995,59614
1.2048,59612
1.2105,59610
1.2161,59612
1.2215,59611
1.2271,59614
1.2328,59615
1.2384,59615
1.2437,59615
1.2494,59612
1.255,59614
1.2604,59612
1.266,59612
1.2717,59613
1.277,59611
1.2827,59610
1.2883,59610
1.2937,59613
1.2993,59612
1.3049,59613
1.3106,59611
1.3159,59613
1.3216,59614
1.3272,59614
1.3328,59611
1.3382,59612
1.3438,59612
1.3494,59611
1.3548,59613
1.3605,59609
1.3661,59614
1.3717,59611
1.3771,59612
1.3827,59609
1.3884,59611
1.3937,59610
1.3994,59609
1.405,59612
1.4104,59607
1.416,59608
1.4216,59614
1.4273,59608
1.4327,59615
1.4383,59611
1.4439,59609
1.4493,59608
1.4549,59608
1.4606,59612
1.4659,59612
1.4716,59614
1.4772,59610
1.4826,59613
1.4882,59611
1.4938,59611
1.4995,59611
1.5049,59607
1.5105,59610
1.5161,59611
1.5215,59609
1.5271,59611
1.5328,59614
1.5381,59614
1.5438,59609
1.5494,59610
1.5548,59613
1.5604,59612
1.5661,59608
1.5717,59609
1.5771,59609
1.5827,59610
1.5883,59612
1.5937,59610
1.5994,59611
