Experiment: April_27_Phage_Osmo_expt vial 7, Tue Apr 27 19:11:23 2021
0.0049,54071
0.0106,54129
0.016,54085
0.0216,54092
0.0273,53998
0.0327,54094
0.0383,54068
0.0439,54147
0.0493,54011
0.0548,53820
0.0605,54177
0.066,54112
0.0716,54054
0.077,54078
0.0826,53970
0.0883,54004
0.0939,54098
0.0992,54164
0.1049,54152
0.1105,54126
0.1159,54082
0.1215,54143
0.1272,54099
0.1327,54103
0.1383,54207
0.1437,54127
0.1493,54188
0.155,53896
0.1603,54201
0.166,54038
0.1716,53902
0.1772,54053
0.1827,54167
0.1883,54177
0.1937,53984
0.1994,54039
0.205,54177
0.2104,54012
0.216,53801
0.2216,54139
0.2273,54078
0.2326,54053
0.2382,54153
0.2439,54202
0.2492,54065
0.2549,54159
0.2605,54027
0.2661,54132
0.2714,54137
0.2771,54037
0.2827,54208
0.2883,54086
0.2937,54080
0.2993,54119
0.305,54110
0.3103,53968
0.316,53980
0.3216,54199
0.3272,54173
0.3326,54100
0.3383,54146
0.3439,54069
0.3492,54080
0.3549,53846
0.3605,54196
0.3659,54126
0.3715,54013
0.3772,54133
0.3828,54008
0.3881,54079
0.3938,54174
0.3994,54082
0.405,54117
0.4104,54134
0.416,53994
0.4217,54086
0.427,54129
0.4327,53948
0.4383,54111
0.4437,54084
0.4493,54049
0.4549,54162
0.4606,54101
0.4659,53985
0.4716,53994
0.4772,54120
0.4828,54118
0.4881,54162
0.4938,54176
0.4994,54061
0.5048,54151
0.5105,54149
0.5161,54119
0.5214,54128
0.5271,54040
0.5327,54093
0.5383,53951
0.544,54056
0.5493,53997
0.5549,54088
0.5606,54027
0.566,54129
0.5716,54128
0.5772,54027
0.5826,54021
0.5882,54133
0.5938,54114
0.5995,54190
0.6048,54035
0.6105,54187
0.6161,54162
0.6215,54181
0.6271,53985
0.6327,54157
0.6384,54035
0.6437,54148
0.6494,54082
0.6548,54161
0.6604,54034
0.6661,54065
0.6717,54084
0.6771,54171
0.6827,53902
0.6883,54228
0.6937,54129
0.6994,54153
0.705,54023
0.7106,54129
0.716,54124
0.7216,53854
0.7272,54008
0.7326,54080
0.7382,54226
0.7438,54168
0.7495,54180
0.7548,54098
0.7605,54148
0.7661,54087
0.7715,54179
0.7771,54253
0.7828,54172
0.7881,53954
0.7938,54070
0.7994,54194
0.8048,54105
0.8104,54170
0.8159,54117
0.8216,54061
0.8272,53962
0.8329,54177
0.8382,54089
0.8437,54091
0.8494,54026
0.855,54123
0.8604,54142
0.866,54115
0.8715,54147
0.8772,54104
0.8825,54099
0.8882,54168
0.8938,53918
0.8994,54167
0.905,54230
0.9103,54115
0.916,54151
0.9216,54111
0.9272,54100
0.9328,54191
0.9382,54180
0.9438,54220
0.9495,53868
0.9548,54028
0.9604,54139
0.9661,54176
0.9717,54140
0.9771,54152
0.9827,54211
0.9883,54012
0.9937,54109
0.9993,54036
1.005,54213
1.0104,54182
1.016,54179
1.0216,54207
1.027,54005
1.0326,54118
1.0383,54081
1.0439,53990
1.0493,54153
1.0549,54194
1.0605,54168
1.0659,54038
1.0715,54080
1.0772,54157
1.0828,54162
1.0881,53982
1.0938,54075
1.0994,54054
1.105,54021
1.1104,54165
1.1161,53909
1.1217,53982
1.127,54221
1.1327,54057
1.1383,54093
1.144,54212
1.1493,53962
1.1549,54063
1.1606,54094
1.1659,53997
1.1716,54205
1.1772,54201
1.1826,54008
1.1882,54090
1.1939,54179
1.1995,54111
1.2048,54171
1.2105,54231
1.2161,54019
1.2215,54055
1.2271,54168
1.2328,54239
1.2384,54178
1.2437,54048
1.2494,54109
1.255,54241
1.2604,54027
1.266,54212
1.2717,54194
1.277,54111
1.2827,54118
1.2883,54253
1.2937,54098
1.2993,54245
1.3049,54192
1.3106,54042
1.3159,54042
1.3216,54041
1.3272,54105
1.3328,54121
1.3382,54123
1.3438,53918
1.3494,54054
1.3548,54181
1.3605,54113
1.3661,54254
1.3717,54118
1.3771,54136
1.3827,54155
1.3884,54188
1.3937,54160
1.3994,54175
1.405,54160
1.4104,54088
1.416,54192
1.4216,54139
1.4273,54139
1.4327,53990
1.4383,54088
1.4439,54209
1.4493,54217
1.4549,54263
1.4606,54208
1.4659,54090
1.4716,54059
