Experiment: Mar_29_Phage_osmo_expt vial 5, Mon Mar 29 18:22:37 2021
0,0
0.0251,0.4
9.2919,0.2
9.3086,0.4
10.3977,0.2
10.4144,0.4
11.6865,0.2
11.7032,0.4
12.9199,0.2
12.9366,0.4
14.2143,0.2
14.231,0.4
15.5588,0.2
15.5756,0.4
16.8144,0.2
16.831,0.4
18.0702,0.2
18.0866,0.4
19.9979,0.2
20.02,0.4
37.6929,0.2
37.7093,0.4
46.5764,0.2
46.5929,0.4
48.9876,0.2
49.0042,0.4
51.0541,0.2
51.0708,0.4
52.9819,0.2
52.9986,0.4
54.8043,0.2
54.821,0.4
56.6044,0.2
56.6211,0.4
58.3432,0.2
58.3599,0.4
60.0599,0.2
60.0765,0.4
61.7489,0.2
61.7654,0.4
63.5045,0.2
63.5212,0.4
65.2545,0.2
65.2711,0.4
66.9934,0.2
67.0103,0.4
68.8656,0.2
68.8823,0.4
70.7603,0.2
70.7767,0.4
72.6436,0.2
72.6603,0.4
74.4992,0.2
74.516,0.4
76.3269,0.2
76.3437,0.4
78.2493,0.2
78.266,0.4
80.2048,0.2
80.2215,0.4
82.1272,0.2
82.1439,0.4
84.0827,0.2
84.0995,0.4
86.0607,0.2
86.0772,0.4
88.0328,0.2
88.0495,0.4
90.1995,0.2
90.2163,0.4
92.3774,0.2
92.3942,0.4
94.8552,0.2
94.872,0.4
97.0943,0.2
97.1108,0.4
99.6664,0.2
99.6832,0.4
102.1555,0.2
102.1722,0.4
104.9222,0.2
104.9389,0.4
107.9555,0.2
107.9723,0.4
111.2891,0.2
111.3059,0.4
115.2724,0.2
115.2891,0.4
120.8115,0.2
120.8282,0.4
121.0672,0.2
121.0727,0.4
129.4284,0.2
129.4451,0.4
140.4787,0.2
140.4954,0.4
151.7123,0.2
151.7345,0.4
