Experiment: Feb_19_eric7_chem_expt vial 0, Thu Feb 18 15:47:28 2021
0.0023,26226
0.0072,26228
0.0125,26231
0.0182,26245
0.0236,26245
0.0292,26245
0.0349,26244
0.0403,26250
0.046,26240
0.0516,26247
0.057,26248
0.0627,26239
0.0681,26242
0.0737,26239
0.0794,26239
0.0848,26237
0.0905,26242
0.0959,26238
0.1015,26238
0.1072,26233
0.1126,26238
0.1182,26242
0.1236,26240
0.1293,26233
0.135,26237
0.1403,26236
0.1459,26226
0.1516,26238
0.157,26229
0.1627,26228
0.1681,26233
0.1738,26238
0.1849,26237
0.1905,26235
0.196,26236
0.4459,26236
0.4516,26234
0.457,26234
0.4627,26238
0.4681,26238
0.4738,26241
0.4792,26234
0.4849,26229
0.4906,26237
0.496,26236
0.5016,26233
0.507,26240
