Experiment: Feb_19_eric7_chem_expt vial 4, Thu Feb 18 15:47:28 2021
0.0023,28618
0.0072,28622
0.0125,28616
0.0182,28624
0.0236,28624
0.0292,28616
0.0349,28631
0.0403,28627
0.046,28629
0.0516,28629
0.057,28632
0.0627,28629
0.0681,28616
0.0737,28618
0.0794,28617
0.0848,28623
0.0905,28621
0.0959,28621
0.1015,28613
0.1072,28603
0.1126,28604
0.1182,28615
0.1236,28609
0.1293,28617
0.135,28608
0.1403,28611
0.1459,28612
0.1516,28616
0.157,28622
0.1627,28610
0.1681,28618
0.1738,28622
0.1849,28615
0.1905,28610
0.196,28612
0.4459,28615
0.4516,28619
0.457,28615
0.4627,28615
0.4681,28617
0.4738,28619
0.4792,28620
0.4849,28615
0.4906,28623
0.496,28618
0.5016,28628
0.507,28619
