Experiment: Feb_19_eric7_chem_expt vial 5, Thu Feb 18 15:47:28 2021
0.0023,28188
0.0072,28192
0.0125,28196
0.0182,28196
0.0236,28193
0.0292,28185
0.0349,28182
0.0403,28187
0.046,28180
0.0516,28184
0.057,28193
0.0627,28190
0.0681,28190
0.0737,28180
0.0794,28190
0.0848,28189
0.0905,28192
0.0959,28191
0.1015,28183
0.1072,28187
0.1126,28184
0.1182,28192
0.1236,28187
0.1293,28189
0.135,28185
0.1403,28186
0.1459,28188
0.1516,28184
0.157,28188
0.1627,28183
0.1681,28183
0.1738,28189
0.1849,28185
0.1905,28193
0.196,28185
0.4459,28195
0.4516,28193
0.457,28196
0.4627,28188
0.4681,28188
0.4738,28196
0.4792,28184
0.4849,28181
0.4906,28184
0.496,28181
0.5016,28185
0.507,28187
