Experiment: Feb_19_eric7_chem_expt vial 3, Thu Feb 18 15:47:28 2021
0.0023,28746
0.0072,28746
0.0125,28748
0.0182,28757
0.0236,28749
0.0292,28754
0.0349,28758
0.0403,28760
0.046,28740
0.0516,28745
0.057,28745
0.0627,28755
0.0681,28745
0.0737,28742
0.0794,28750
0.0848,28754
0.0905,28750
0.0959,28750
0.1015,28742
0.1072,28753
0.1126,28753
0.1182,28751
0.1236,28755
0.1293,28753
0.135,28755
0.1403,28756
0.1459,28757
0.1516,28752
0.157,28751
0.1627,28749
0.1681,28748
0.1738,28749
0.1849,28756
0.1905,28758
0.196,28755
0.4459,28726
0.4516,28733
0.457,28732
0.4627,28728
0.4681,28739
0.4738,28738
0.4792,28730
0.4849,28724
0.4906,28723
0.496,28726
0.5016,28732
0.507,28732
