Experiment: Feb_19_eric7_chem_expt vial 11, Thu Feb 18 15:47:28 2021
0.0023,27206
0.0072,27206
0.0125,27209
0.0182,27209
0.0236,27211
0.0292,27222
0.0349,27221
0.0403,27227
0.046,27228
0.0516,27215
0.057,27213
0.0627,27214
0.0681,27203
0.0737,27205
0.0794,27208
0.0848,27212
0.0905,27208
0.0959,27212
0.1015,27206
0.1072,27211
0.1126,27208
0.1182,27211
0.1236,27206
0.1293,27216
0.135,27210
0.1403,27220
0.1459,27206
0.1516,27217
0.157,27205
0.1627,27204
0.1681,27213
0.1738,27209
0.1849,27209
0.1905,27212
0.196,27211
0.4459,27191
0.4516,27189
0.457,27188
0.4627,27201
0.4681,27200
0.4738,27187
0.4792,27193
0.4849,27184
0.4906,27181
0.496,27181
0.5016,27179
0.507,27186
