Experiment: Feb_19_eric7_chem_expt vial 10, Thu Feb 18 15:47:28 2021
0.0023,29361
0.0072,29364
0.0125,29361
0.0182,29361
0.0236,29364
0.0292,29366
0.0349,29370
0.0403,29370
0.046,29366
0.0516,29365
0.057,29360
0.0627,29361
0.0681,29359
0.0737,29356
0.0794,29358
0.0848,29361
0.0905,29360
0.0959,29360
0.1015,29361
0.1072,29361
0.1126,29362
0.1182,29361
0.1236,29360
0.1293,29366
0.135,29363
0.1403,29366
0.1459,29356
0.1516,29363
0.157,29361
0.1627,29352
0.1681,29354
0.1738,29359
0.1849,29360
0.1905,29360
0.196,29362
0.4459,29353
0.4516,29351
0.457,29355
0.4627,29360
0.4681,29357
0.4738,29359
0.4792,29358
0.4849,29359
0.4906,29355
0.496,29355
0.5016,29352
0.507,29364
