Experiment: Feb_19_eric7_chem_expt vial 9, Thu Feb 18 15:47:28 2021
0.0023,28661
0.0072,28661
0.0125,28657
0.0182,28661
0.0236,28654
0.0292,28652
0.0349,28645
0.0403,28652
0.046,28643
0.0516,28639
0.057,28637
0.0627,28639
0.0681,28637
0.0737,28641
0.0794,28650
0.0848,28648
0.0905,28654
0.0959,28654
0.1015,28653
0.1072,28651
0.1126,28651
0.1182,28647
0.1236,28644
0.1293,28648
0.135,28647
0.1403,28642
0.1459,28638
0.1516,28639
0.157,28641
0.1627,28628
0.1681,28629
0.1738,28635
0.1849,28642
0.1905,28642
0.196,28645
0.4459,28623
0.4516,28631
0.457,28625
0.4627,28626
0.4681,28631
0.4738,28632
0.4792,28624
0.4849,28620
0.4906,28616
0.496,28619
0.5016,28622
0.507,28627
