Experiment: Feb_19_eric7_chem_expt vial 8, Thu Feb 18 15:47:28 2021
0.0023,29360
0.0072,29363
0.0125,29356
0.0182,29362
0.0236,29362
0.0292,29360
0.0349,29359
0.0403,29359
0.046,29353
0.0516,29352
0.057,29356
0.0627,29349
0.0681,29348
0.0737,29351
0.0794,29360
0.0848,29358
0.0905,29362
0.0959,29363
0.1015,29357
0.1072,29361
0.1126,29360
0.1182,29365
0.1236,29358
0.1293,29359
0.135,29362
0.1403,29357
0.1459,29352
0.1516,29360
0.157,29354
0.1627,29351
0.1681,29352
0.1738,29355
0.1849,29353
0.1905,29348
0.196,29348
0.4459,29358
0.4516,29361
0.457,29356
0.4627,29359
0.4681,29361
0.4738,29360
0.4792,29360
0.4849,29359
0.4906,29359
0.496,29356
0.5016,29352
0.507,29351
