Experiment: Feb_19_eric7_chem_expt vial 14, Thu Feb 18 15:47:28 2021
0.0023,30028
0.0072,30020
0.0125,30023
0.0182,30019
0.0236,30017
0.0292,30020
0.0349,30014
0.0403,30016
0.046,30012
0.0516,30016
0.057,30010
0.0627,30010
0.0681,30014
0.0737,30009
0.0794,30009
0.0848,30010
0.0905,30008
0.0959,30011
0.1015,30007
0.1072,30004
0.1126,30006
0.1182,30004
0.1236,30009
0.1293,30004
0.135,30005
0.1403,30006
0.1459,29999
0.1516,30005
0.157,30007
0.1627,30000
0.1681,30002
0.1738,30002
0.1849,30000
0.1905,30009
0.196,30013
0.4459,29993
0.4516,29993
0.457,29994
0.4627,29995
0.4681,29996
0.4738,29993
0.4792,30011
0.4849,30011
0.4906,30007
0.496,30007
0.5016,30008
0.507,30017
