Experiment: Feb_19_eric7_chem_expt vial 15, Thu Feb 18 15:47:28 2021
0.0023,29025
0.0072,29023
0.0125,29024
0.0182,29018
0.0236,29018
0.0292,29027
0.0349,29020
0.0403,29020
0.046,29020
0.0516,29021
0.057,29018
0.0627,29026
0.0681,29026
0.0737,29020
0.0794,29032
0.0848,29025
0.0905,29018
0.0959,29021
0.1015,29015
0.1072,29021
0.1126,29020
0.1182,29020
0.1236,29024
0.1293,29018
0.135,29018
0.1403,29014
0.1459,29021
0.1516,29023
0.157,29017
0.1627,29012
0.1681,29013
0.1738,29015
0.1849,29021
0.1905,29025
0.196,29020
0.4459,29010
0.4516,29022
0.457,29011
0.4627,29014
0.4681,29013
0.4738,29019
0.4792,29019
0.4849,29021
0.4906,29019
0.496,29021
0.5016,29022
0.507,29020
