Experiment: Feb_19_eric7_chem_expt vial 2, Thu Feb 18 15:47:28 2021
0.0023,29310
0.0072,29319
0.0125,29318
0.0182,29326
0.0236,29331
0.0292,29334
0.0349,29336
0.0403,29331
0.046,29327
0.0516,29327
0.057,29334
0.0627,29334
0.0681,29327
0.0737,29326
0.0794,29335
0.0848,29330
0.0905,29331
0.0959,29338
0.1015,29329
0.1072,29333
0.1126,29331
0.1182,29333
0.1236,29337
0.1293,29335
0.135,29339
0.1403,29340
0.1459,29336
0.1516,29333
0.157,29329
0.1627,29338
0.1681,29328
0.1738,29331
0.1849,29336
0.1905,29337
0.196,29336
0.4459,29333
0.4516,29340
0.457,29339
0.4627,29334
0.4681,29332
0.4738,29335
0.4792,29331
0.4849,29323
0.4906,29325
0.496,29320
0.5016,29322
0.507,29329
