Experiment: Feb_25_Turb_expt vial 10, Thu Feb 25 15:26:58 2021
0.0014,0.0
0.0066,-0.01004486052849507
0.0122,0.030832120863743873
0.0176,-0.016928891507838162
0.0232,0.0029227258312637394
0.0288,0.03445479648600169
0.0344,0.01691728400128989
0.04,-0.021400654816021714
0.0454,-0.02311663915980411
0.0509,-0.00579399248598822
0.0565,-0.026360888431046003
0.0622,-0.017657596436941092
0.0677,-0.022194615392840955
0.0734,-0.016936851933894936
0.0787,-0.0391295409776139
0.0843,-0.022020049436901057
0.09,-0.037903338210214854
0.0956,-0.03526694560763788
0.1009,-0.04387659154351087
0.1065,-0.04433446302266242
0.1121,-0.04558639952342325
0.1177,-0.04907779722109029
0.1231,-0.04122621519277481
0.1287,-0.05439904709396648
0.1343,-0.05372525117792837
0.1399,-0.052989314718040914
0.1453,-0.057552454088873994
0.151,-0.057373170416718966
0.1566,-0.057593962492887396
0.1621,-0.0552297624267839
0.1677,-0.05948344844418885
0.1731,-0.050248498286643795
0.1788,-0.06097745270793997
0.1844,-0.06008289045068005
0.1899,-0.0337272456030655
0.1956,-0.05771233220156258
0.201,-0.057624866845389366
0.2066,-0.06194716806345013
0.2122,-0.061997055912939025
0.2176,-0.06095001181767301
0.2232,-0.057628674063987195
0.2289,-0.06120225385871392
0.2342,-0.05935359623860348
0.2399,-0.06213817742513428
0.2455,-0.06093852321642146
0.2511,-0.061806005098603345
0.2565,-0.060006533909481075
0.2621,-0.06260478461118746
0.2677,-0.062095877887525464
0.2733,-0.058490954243079485
0.2787,-0.05978505291752845
0.2843,-0.059365028089311433
0.2899,-0.05996839211690841
0.2955,-0.06157281328706232
0.3011,-0.06262782159674507
0.3065,-0.06219194356578406
0.3121,-0.06080491185617354
0.3177,-0.06181366796232102
0.3233,-0.060186080830729294
0.3287,-0.058750365380956904
0.3343,-0.05896792334702372
0.34,-0.058139650618678096
0.3456,-0.05913218533752673
0.3509,-0.059536899123452725
0.3566,-0.06023163282305222
0.3622,-0.0589374674914489
0.3678,-0.05813205039878455
0.3732,-0.06181366796232102
0.3788,-0.05898314172493868
0.3844,-0.05955596975097188
0.3898,-0.059460517135536906
0.3954,-0.057529073583480805
0.4011,-0.05807499801588478
0.4067,-0.06059479761127051
0.4121,-0.06018989712589795
0.4177,-0.059777427597102584
0.4233,-0.06077050627944647
0.4287,-0.05931546420533873
0.4343,-0.06040760920334287
0.4399,-0.05894889142162485
0.4456,-0.05939549551643253
0.4509,-0.060373245294223055
0.4566,-0.05854043913674545
0.4622,-0.05814345013175748
0.4678,-0.05957884137291969
0.4732,-0.05917027830566646
0.4788,-0.06101504624650189
0.4844,-0.060801090605960284
0.4898,-0.05891841964959521
0.4954,-0.05689210148367074
0.501,-0.06055657841445816
0.5067,-0.05915885459329362
0.512,-0.05549984649591311
0.5176,-0.05956359521659993
0.5233,-0.05898314172493868
0.5289,-0.05937264733355985
0.5343,-0.05382332809527912
0.5399,-0.05894508384281094
0.5455,-0.05936883791039127
0.5511,-0.05875417024699259
0.5565,-0.06096915152819893
0.5621,-0.061389453837950025
0.5678,-0.06037706509799312
0.5731,-0.059101682313397075
0.5787,-0.061397111421312545
0.5844,-0.06078962446785274
0.59,-0.05915123679548839
0.5954,-0.060816373219344744
0.601,-0.06181366796232102
0.6066,-0.060525974407389826
0.6122,-0.05870467595144491
0.6176,-0.060182264137649266
0.6232,-0.05811304288560215
0.6288,-0.05754804040498651
0.6345,-0.057323050039499224
0.6398,-0.05834193971553725
0.6455,-0.05913980711444555
0.6511,-0.05692242308253359
0.6567,-0.058513801780910035
0.662,-0.05951018353264936
0.6677,-0.05692242308253359
0.6733,-0.057716130268199106
0.6786,-0.060552754306264056
0.6843,-0.05989963661661424
0.6899,-0.06037706509799312
0.6956,-0.06079344691180011
0.7009,-0.061607295036599674
0.7066,-0.05791838164177732
0.7122,-0.05751389296387155
0.7175,-0.059162662895329454
0.7232,-0.060380884503851706
0.7288,-0.059162662895329454
0.7344,-0.059773614340022596
0.7398,-0.057330634923747126
0.7454,-0.059773614340022596
0.7511,-0.05754804040498651
0.7567,-0.05693378711656971
0.762,-0.05815104796418291
0.7677,-0.05713599563183369
0.7733,-0.059365028089311433
0.7787,-0.05917027830566646
0.7843,-0.059571219090582495
0.7899,-0.05996839211690841
0.7953,-0.058570857954447164
0.8009,-0.057120835122806524
0.8065,-0.05732684268057886
0.8122,-0.056720234387385826
0.8178,-0.060197528522501154
0.8232,-0.06059861734243921
0.8288,-0.057525279025445686
0.8344,-0.05794876718570574
0.8398,-0.05876938573202062
0.8454,-0.058139650618678096
0.851,-0.06078962446785274
0.8567,-0.05733442676900369
0.862,-0.058570857954447164
0.8676,-0.057532867743604554
0.8733,-0.056113752717454446
0.8786,-0.05794876718570574
0.8843,-0.0632510844590698
0.8899,-0.059979838832749266
0.8955,-0.06365643002544596
0.9009,-0.06140476741303014
0.9065,-0.06019371302315524
0.9121,-0.06240987106210749
0.9178,-0.06284579516969979
0.9231,-0.05984989968726229
0.9287,-0.06142007462152843
0.9344,-0.061221377289780055
0.94,-0.06162260991292079
0.9453,-0.06041524125056663
0.951,-0.06059861734243921
0.9566,-0.06242905598095838
0.962,-0.05746831290555332
0.9676,-0.058349542177696834
0.9732,-0.05897172853836952
0.9789,-0.059979838832749266
0.9842,-0.057731318555631184
0.9898,-0.05713978476431203
0.9955,-0.058964117757766554
1.0011,-0.059384073215597355
1.0065,-0.057132206101444094
1.0121,-0.05794117318719172
1.0177,-0.057292694586053794
1.0231,-0.05998365360887381
1.0287,-0.05772372520773805
1.0343,-0.06038470351179859
1.0399,-0.05875797471511657
1.0456,-0.05876177878532951
1.0509,-0.059384073215597355
1.0566,-0.059174085413967736
1.0622,-0.05632724598628169
1.0676,-0.05728510174357904
1.0732,-0.056903475067579534
1.0788,-0.059162662895329454
1.0844,-0.058154846283528516
1.0898,-0.06017462955775521
1.0954,-0.06140476741303014
1.101,-0.059979838832749266
1.1064,-0.05915885459329362
1.112,-0.05735716948440628
1.1177,-0.058735141937701574
1.1233,-0.057746500476481444
1.1289,-0.05752148406949864
1.1342,-0.059567407352547175
1.1399,-0.05714357349887933
1.1455,-0.05996457574913849
1.1511,-0.05955978268274187
1.1565,-0.05854804622863918
1.1621,-0.060357962100030305
1.1677,-0.06179450781869189
1.1731,-0.054691585405509
1.1787,-0.059571219090582495
1.1844,-0.057540454870118496
1.1897,-0.05772752208064014
1.1954,-0.05593051044258812
1.201,-0.05732684268057886
1.2066,-0.0584947631608298
1.212,-0.0575556243482096
1.2176,-0.05897553333180394
