Experiment: Feb_5_Batch_expt_zeroed vial 11, Fri Feb  5 18:54:24 2021
0.0037,53946
0.0094,53973
0.0147,53949
0.0204,53973
0.026,53970
0.0314,53988
0.0371,54012
0.0428,54008
0.0481,54001
0.0538,54011
0.0594,54039
0.0648,54041
0.0705,54044
0.0758,54056
0.0815,54062
0.0871,54075
0.0925,54066
0.0982,54076
0.1038,54101
0.1092,54107
0.1149,54106
0.1205,54118
0.1259,54102
0.1315,54107
0.1372,54127
0.1426,54110
0.1482,54113
0.1538,54111
0.1592,54122
0.1649,54133
0.1702,54133
0.1759,54134
0.1815,54137
0.1872,54108
0.1926,54121
0.1982,54142
0.2039,54147
0.2093,54115
0.2149,54114
0.2203,54121
