Experiment: Feb_5_Batch_expt_zeroed vial 8, Fri Feb  5 18:54:24 2021
0.0037,53895
0.0094,53911
0.0147,53932
0.0204,53915
0.026,53916
0.0314,53928
0.0371,53947
0.0428,53937
0.0481,53975
0.0538,53972
0.0594,53971
0.0648,54006
0.0705,53989
0.0758,53993
0.0815,54024
0.0871,54016
0.0925,54030
0.0982,54011
0.1038,54054
0.1092,54032
0.1149,54091
0.1205,54049
0.1259,54063
0.1315,54042
0.1372,54067
0.1426,54107
0.1482,54078
0.1538,54068
0.1592,54109
0.1649,54103
0.1702,54059
0.1759,54106
0.1815,54098
0.1872,54087
0.1926,54043
0.1982,54078
0.2039,54037
0.2093,54048
0.2149,54102
0.2203,54093
