Experiment: Feb_5_Batch_expt_zeroed vial 13, Fri Feb  5 18:54:24 2021
0.0037,46845
0.0094,46846
0.0147,46852
0.0204,46927
0.026,46941
0.0314,46970
0.0371,46945
0.0428,46902
0.0481,46959
0.0538,46921
0.0594,46958
0.0648,46983
0.0705,46974
0.0758,47044
0.0815,47001
0.0871,46975
0.0925,47071
0.0982,47096
0.1038,47077
0.1092,47058
0.1149,47029
0.1205,47087
0.1259,47086
0.1315,47145
0.1372,47052
0.1426,47146
0.1482,47141
0.1538,47202
0.1592,47110
0.1649,47143
0.1702,47146
0.1759,47184
0.1815,47150
0.1872,47141
0.1926,47071
0.1982,47104
0.2039,47032
0.2093,47057
0.2149,47076
0.2203,46995
