Experiment: Feb_5_Batch_expt_zeroed vial 3, Fri Feb  5 18:54:24 2021
0.0037,53239
0.0094,53238
0.0147,53265
0.0204,53258
0.026,53262
0.0314,53273
0.0371,53314
0.0428,53255
0.0481,53287
0.0538,53290
0.0594,53288
0.0648,53298
0.0705,53294
0.0758,53262
0.0815,53265
0.0871,53290
0.0925,53226
0.0982,53178
0.1038,53138
0.1092,53127
0.1149,53138
0.1205,53118
0.1259,53130
0.1315,53115
0.1372,53116
0.1426,53126
0.1482,53129
0.1538,53109
0.1592,53136
0.1649,53126
0.1702,53100
0.1759,53121
0.1815,53119
0.1872,53104
0.1926,53109
0.1982,53070
0.2039,53111
0.2093,53086
0.2149,53077
0.2203,53057
