Experiment: Feb_5_Batch_expt_zeroed vial 10, Fri Feb  5 18:54:24 2021
0.0037,53169
0.0094,53035
0.0147,53148
0.0204,53074
0.026,52901
0.0314,53152
0.0371,53177
0.0428,53184
0.0481,53193
0.0538,53210
0.0594,53202
0.0648,53199
0.0705,53044
0.0758,53243
0.0815,53271
0.0871,53279
0.0925,53279
0.0982,53286
0.1038,53303
0.1092,53302
0.1149,53297
0.1205,53344
0.1259,53337
0.1315,53323
0.1372,53321
0.1426,53345
0.1482,53329
0.1538,53322
0.1592,53127
0.1649,53307
0.1702,53313
0.1759,53284
0.1815,53273
0.1872,53270
0.1926,53285
0.1982,53279
0.2039,53258
0.2093,53253
0.2149,53284
0.2203,53241
