Experiment: Feb_5_Batch_expt_zeroed vial 5, Fri Feb  5 18:54:24 2021
0.0037,52161
0.0094,52173
0.0147,52204
0.0204,52230
0.026,52235
0.0314,52252
0.0371,52247
0.0428,52251
0.0481,52307
0.0538,52319
0.0594,52308
0.0648,52306
0.0705,52266
0.0758,52302
0.0815,52313
0.0871,52323
0.0925,52339
0.0982,52355
0.1038,52359
0.1092,52385
0.1149,52424
0.1205,52403
0.1259,52402
0.1315,52403
0.1372,52383
0.1426,52391
0.1482,52361
0.1538,52360
0.1592,52399
0.1649,52394
0.1702,52360
0.1759,52350
0.1815,52309
0.1872,52282
0.1926,52315
0.1982,52279
0.2039,52256
0.2093,52264
0.2149,52314
0.2203,52269
